ip,score,样本总数
上海,42.5,80.0
中国香港,1.0,2.0
云南,19.0,26.0
俄罗斯,0.0,1.0
内蒙古,21.0,23.0
北京,77.0,150.0
吉林,11.0,17.0
四川,64.0,118.0
天津,14.0,29.0
宁夏,8.0,9.0
安徽,28.0,59.0
山东,54.0,71.0
山西,13.0,32.0
广东,198.0,373.0
广西,31.0,54.0
文莱,0.0,1.0
新疆,1.0,18.0
,29.0,31.0
江苏,100.5,148.0
江西,16.0,25.0
河北,24.0,45.0
河南,40.0,74.0
浙江,59.0,110.0
海南,9.0,11.0
湖北,48.0,93.0
湖南,29.0,57.0
澳大利亚,0.0,1.0
甘肃,9.0,14.0
福建,42.0,67.0
西班牙,1.0,1.0
,1.0,1.0
贵州,11.0,14.0
辽宁,26.0,46.0
重庆,27.0,40.0
陕西,16.0,33.0
青海,4.0,6.0
黑龙江,9.0,13.0
,22.0,45.0
