ip,score,样本总数
上海,26.0,53.0
云南,13.0,17.0
内蒙古,5.0,7.0
加拿大,0.0,1.0
北京,49.0,109.0
吉林,9.0,13.0
四川,22.0,45.0
天津,4.0,6.0
宁夏,2.0,3.0
安徽,13.0,17.0
山东,22.0,35.0
山西,6.0,8.0
广东,102.0,172.0
广西,11.0,19.0
新加坡,0.0,1.0
新疆,0.0,2.0
,8.0,11.0
江苏,28.0,45.0
江西,4.0,9.0
河北,9.0,24.0
河南,11.0,21.0
浙江,26.0,57.0
海南,8.0,11.0
湖北,19.0,36.0
湖南,13.0,19.0
甘肃,4.0,4.0
福建,13.0,33.0
美国,0.0,1.0
贵州,7.0,11.0
辽宁,21.0,32.0
重庆,12.0,20.0
陕西,8.5,11.0
,1.0,1.0
黑龙江,1.0,4.0
,15.0,25.0
