ip,score,样本总数
上海,59.0,163.0
中国香港,0.0,2.0
云南,19.0,36.0
内蒙古,15.0,20.0
北京,93.0,211.0
吉林,27.0,49.0
四川,82.0,150.0
天津,33.0,49.0
宁夏,2.0,4.0
安徽,48.0,76.0
山东,38.0,81.0
山西,25.0,45.0
广东,210.5,406.0
广西,31.0,57.0
新疆,8.0,16.0
,20.0,20.0
日本,1.0,1.0
江苏,87.0,174.0
江西,46.0,77.0
河北,68.0,100.0
河南,36.0,58.0
浙江,74.0,182.0
海南,9.0,17.0
湖北,78.0,149.0
湖南,40.0,76.0
澳大利亚,0.0,1.0
甘肃,6.0,14.0
福建,34.0,71.0
美国,0.0,1.0
贵州,10.0,25.0
辽宁,28.0,48.0
重庆,25.0,48.0
陕西,34.0,52.0
青海,5.0,7.0
黑龙江,17.0,23.0
,30.0,62.0
