ip,score,样本总数
上海,23.0,69.0
中国香港,0.0,2.0
云南,16.0,21.0
内蒙古,10.0,15.0
北京,62.0,137.0
吉林,9.0,16.0
四川,46.0,87.0
天津,17.0,35.0
宁夏,2.0,5.0
安徽,33.0,54.0
山东,25.0,40.0
山西,6.0,16.0
广东,156.5,276.0
广西,22.0,36.0
新疆,6.0,9.0
,22.0,22.0
日本,0.0,2.0
江苏,61.0,113.0
江西,24.0,33.0
河北,14.0,31.0
河南,21.0,35.0
浙江,37.0,70.0
海南,3.0,5.0
湖北,30.0,80.0
湖南,22.0,38.0
甘肃,11.0,18.0
福建,28.0,62.0
,1.0,1.0
贵州,10.0,14.0
辽宁,16.0,26.0
重庆,13.0,25.0
陕西,15.0,23.0
,1.0,1.0
黑龙江,12.0,16.0
,29.0,43.0
