comment,ip
第三遍啦，前段时间小红书上看到好多大家分析的细节，今天终于有空再来一次解除疑问啦，好看爱看！,北京
剧情很有趣，猜不到的反转剧情，节奏环环相扣，值得二刷,浙江
真的很好看，很多反转，看前面的时候根本想不到章是坏人，最后大家一起为了护送胡先生而牺牲的画面也很好哭，一群热血青年为了同一个理想信念而走到一起，哪怕是付出生命，很热血很好看！推荐！,广东
不会只有我从头哭到尾吧？,陕西
挺好看的，比较推荐,上海
环环相扣！特别经常！,湖南
"非常好看！一开始是冲着源去的 电影刚开始的时候和朋友vx聊天 没看进去 是电影里面的枪声给我震清醒了 后来越看越激动！反转反转再反转！电影结束了之后 觉得太短了 没看够 王源加油！值得去看！
🌟 推荐

🎉闪光点

😭 哭点",辽宁
画面不错，演员很青涩，剧情串联不错，爱国热血题材值得一看,浙江
不错，值得推荐,安徽
反转超级多，不管是布景还是演员的演技都是可圈可点的，并且上海大学那个场景是实实在在按照当时原型一比一搭出来的,河南
青春非常热血的电影 画面质感很强 每一位演员都演的很好非常的感人,无法获取
反转+10真的是聚精会神全神贯注盯着你们到底谁是坏人,安徽
剧情真的好，有好几次都在反转在异想不到的情况下突然一个人就变成了反派而看着像好人但实际是利用最后的最后真的异想不到的反转真的很好看，每个人都的演技都真的很棒，真的很值得去看的一部电影最后祝孤心计划票房大卖,浙江
王源演技超棒，超乎想象，剧情反转反转再反转，超级燃,广东
推荐推荐很值得一看,无法获取
"青年人为国的艰难勇敢奋斗史！
王源有好几次眼技触动了我，是有灵性的演员。继续加油吧！👏🏻
是适合老中青三代来影院看的爱国主旋律电影🫶🏻",甘肃
反转很绝 王源最棒,贵州
"没不错
🌟 推荐",山西
"烂片！！还好有上海电影消费券，不然我会为我34块9的电影票狠狠哭泣。。。。
到底是谁在说孤星计划好看呀？
被谍战和悬疑两个tag吸引进去的
结果整个剧情设计。。。。
前5分钟的内心独白就非常幼稚且不真实，但是一搜小红书全是好评，耐着性子准备看反转，结果反转了个寂寞
一民和天平冒着生命危险向章贵生复仇，结果是章贵生用枪指着天平，房间里不仅没有埋伏，甚至连个帮手都没有。。。。唯有钢笔割喉算是💩上雕花
一民拖延总指挥的不打电话给芜湖把船拉回来的方法就是在码头上穿越重重障碍精准地从房子外面撞死总指挥。。。整个上海除了那个总指挥没有任何一个坏人会打电话了吗？到底是谁在说孤星计划好看呀？到底是谁给孤星计划打了9.4？有这两个小时，我不如看两篇文献",上海
超好看，热血,江苏
剧情跌宕起伏，即在意料之外，又在情理之中，展现青年战士们的气概。展现出在20世纪20年代女性战士强大的力量和顽强不屈的生命。明显可以感觉到王源饰演角色李一民的成长，从起初的一些软弱和自卑到后期的独当一面，以及敢于牺牲的勇气。整部影片场景都很有质感，是部很不错的电影。,陕西
真的太好哭了，反转再反转，心也跟着揪起来，很推荐去看，很值！,安徽
very good,山东
"正青春的人们啊，别忘了勇敢！
要生如夏花之绚烂。",江西
"很有意义的一部电影
写给每个时代年轻人的东西",河北
据《孤星计划》内部情报，行动计划遭遇泄密导致伤亡惨重，幸存者李一民被敌方抓获，无法确认其是否叛变。《孤星计划》青春❗谍战❗❗悬疑❗❗❗反转十余次，全员黑白切。非常推荐,广东
非常的好看，反转反转再反转,河南
影片中有好几次反转，尤其是结局的那个反转真的震撼到我了。本来还在想说不会又是很老套的剧情吧，留下各种的马脚，结果发现都是计划。还有歌声响起的那一刻，真的都很震撼，致敬先辈们。,福建
剧情很意想不到，设计的不错，演员演技也没有很拉胯的，基本都合格，在这样的非热门档其实也挺不错的,重庆
很期待这部电影 观影下来符合预期 演员演技在线 情节跌宕起伏 全程高能反转 是部值得看的电影,辽宁
😭 哭点:最后一民笑着赴死哭死我,河南
"王源眼神戏进步很多，演员们的演技都在线，群像的魅力有体现。
电影节奏虽然很快，但是很有逻辑，不会让观众有跟不上剧情发展的感觉。整个电影的时间把控的也很好，不会太长让人觉得枯燥。
配乐挑选的很棒，让人沉浸。",广东
很好看，剧情跌宕起伏，真的好多反转，意想不到的反转，很精彩！,安徽
看了两遍 里面有很多细节和反转 一开始很想知道一民收没收到照片 ！后来又看了一遍发现了很多很多细节！！！,山西
《孤星计划》里每个人物都鲜活立体，没有狗血感情纠葛 ，有的是友情、勇气、热血 。《孤星计划》就是很好，值得被更多人看到！,浙江
好看～支持我源,江苏
"这真的是青年人 年轻人的电影
🥰🥰🥰",浙江
一部非常值得一看的电影 星星之火 可以燎原 一民 梦华 天平等传递勇敢 生死与共 患难相扶的精神值得吾辈青年学习 难以想象影片中的时代距今仅100年 我们终究都会离开这个世界 渺小如一颗尘埃 而当今社会的和平是前人奋死不顾的斗争换来的 身逢盛世 当不负盛世,浙江
"对于演员王源的评价。
他真的很适合演戏。台词吐字清晰有故事感，不多赘述，听了就能感受到。

真正让我觉得惊喜的，是他对于情绪的控制和处理，不只是情绪爆发的戏份，在每一次他看向对手演员的眼神中，都能感受到他的情绪。

他会成为一个好演员的，他有天赋。希望大家能看孤星计划，真的很好看(๑•.•๑)大家快来支持王源的电影",广东
王源演的很好  群像的面容真的很好  没有主演却都是主演  很震惊  每个人的演技都非常的棒   这部电影是王源的第一部电影  我很喜欢  反转再反转 每次反转都令人震惊  真的很好看,重庆
"主要是你们的演技都特别好啊！剧情更是反转反转再反转，每一个人都有你意想不到的身份！很有教育意义的一部电影！
🌟 推荐",广东
非常好看，画质非常清晰，反派带脑子，王源非常帅,四川
"真的很感动！
🌟 推荐",广西
有点失望，台词有点尬,广西
非常好看反转反转再反转,广东
特别好  期待王源下一部电影,四川
剧情反转精彩，每个人物性格都很热血，看这部电影的感觉真的觉得每个人都可以是渺小世界中的英雄人物，主要和配角的关系也很微妙，由大家一起齐心协力的奋斗同一个目标到后来的各自都有自己的想法和轨迹去为了生存而做出的改变，这种反转真的好像反应了当时民国时期的社会中的矛盾且多变的现实世界，电影中的服道化做的也很用心，仿佛置身于民国时期的建筑风格，总之值得推荐的电影🎬让更多的年轻人去了解历史文化，在青春中不断的成长与探索是中国青年应当去努力的方向和实践…,黑龙江
《孤星计划》让我看到了历史上的先辈也是青涩的年轻人，让我看到了曾经没有了解过的一段历史，这是第一部让我想要二刷的电影，因为感觉很多细节，都需要二刷三刷，才能够看懂，我们都需要更勇敢的活着！,上海
很好看 一群热血沸腾的少年为了梦想所努力 每个角色都是鲜活的没有所谓主角光环,云南
真的超级好看，一群青年不知道自己护送的人到底是谁，只知道他很重要，不惜牺牲生命也要送他到船上，情节选的很好，演的也超好，超级喜欢！！！李一民超级棒,湖北
王源演技是真不错啊 我喜欢源哥十年了抛开粉丝滤镜真的很好！我的朋友不是追星的 都说没对着干电影抱太高期待没想到那么好看 不管是王源还是电影本身都超出了朋友的期待！支持王王源大家一定要去看看！！！真的看哭了很感动！！剧里完全看不出谁好坏反转反转再反转！剧里环环相扣 精彩绝伦一直在被剧情吸引 从影院出来心情真的很深沉无尿点！王源真的演的特别好 让我真真切切看到李一民的坚韧和勇敢！长夜将尽 终迎黎明 你好 李一民,安徽
超级棒，紧张刺激好看,福建
一代人有一代人的使命,河北
一开始就是很期待的，所以全程都很认真再看，反转一次又一次，让我们眼前一亮又一亮，从中我们可以看到表演者的尽心竭力，演绎到位，让人有身临其境之感。而我，当然是奔着王源去的，我能看到，他在一步步成长，演技有了质的提升，他不仅学业有成，工作上也是可以作为榜样的，他的优秀我们有目共睹，我们不能做到也不奢求所有人能够理解他读懂他，因为人生就是一本未完待续的书。,广西
剧情很好，反转意想不到。,广东
剧情很精彩，每个人都是时代的英雄,四川
好看 宝宝演得太好啦🥳,重庆
热血群像，超级好看,陕西
垃圾片子，毫无逻辑,重庆
这部电影一般般，国产片还得好好加油提高质量,上海
孤星计划真的太好看啦，主演的演技都特别在线。王源演的特别灵气，剧情紧凑，每一步都埋下了伏笔。反转，反转再反转的特别刺激，画面拍的也很好。,广东
是我的朋友小汤圆请我看的！电影真的高能反转而且大家演技都在线！尤其是王源最后的撞车再配上王源的歌真的很震撼，爆哭！希望不同时代的青春同路人都能燎原！希望所有的小汤圆都顺利上岸！,江苏
"🌟 推荐
敲击推荐
😊 演技
源源演技真的好

🌅 画面
很推荐",广东
简直棒极了👍，故事情节跌宕起伏，剧情紧凑，看过的都说好，会二刷三刷一直刷👍👍👍👍👍,河南
爱国题材～～,江苏
剧情非常好看 好多情节都是反转在反转扣人心弦 很热血 人物也很饱满  王源演技也超级棒,重庆
"他反转了，然后又反转,还护送成功了",贵州
超级热血的青春悬疑谍战片，我们每一个都是普通人，但我们都能做出不平凡的选择。一次又一次的反转，让我瞪大眼睛，王源眼神戏超绝，演技大提升，期待下一次在见大荧幕上的王源！最后星星之火可以燎原，每一个人都应为国家做出一点贡献！让我们一起加入孤星社投身绝密战局！,贵州
我们终究会离开这个世界，但别丢了你的勇敢！,浙江
真的很好看，强烈推荐,广东
孤星计划爆！好好看，演员们演技真的很炸裂，剧情内容很转折，好看！,广东
剧情紧凑不拖沓且有反转，逻辑紧密，超出我的预期，不错的青春群像,江苏
好看！！很震撼很感动！,湖南
第一次看民国的电影，好燃,广东
第一次看到以青年视角展开的谍战片，很感动，剧情真的很好,河北
超级推荐！这里没有主角 但每个人都是主角,安徽
反转反转再反转 特别特别好看！！！！！！！谁不看都会后悔 演员王源你做到了,河北
好看！！！！,广东
非常不错，剧情紧凑且反转极多，比较烧脑，非常非常非常好，可以大胆冲,四川
超级好看，情节紧凑，看的人热血沸腾！！,江西
还都是一群可爱又勇敢的人,广东
主角演技太差了，剧情很多漏洞。总而言之，看帅哥美女的可以看看。 剧情和表演来说的话，像小孩子过家家,广东
剧情非常好看，鲜明的突出了在革命时期青年人的热血与担当,江苏
王源演的好棒，剧情很好,辽宁
还可以的一部片子,江苏
总体来说还不错,无法获取
这是一段很少人知道的历史，电影中将那个年代年轻人的热血和对国家、对党的热血完美的刻画了出来，每一位演员都将每个角色演绎的淋漓尽致，影片中的反转再反转让我们观众的心情跟着剧情一起高度紧张，导演和制作团队以及每一位演员用这部电影告诉大家年轻一代也可以撑起祖国的未来！！！,湖北
"剧情精彩，作为路人第一次看王源的作品，感受到了对演戏的热爱和天赋
🌟 推荐",江苏
非常无敌好看,重庆
王源，李一民真棒，演得好！,广东
"
有些剧情逻辑连不上",四川
剧情反转反转再反转，看点很多,山东
王源的演技很好,重庆
这是我第一次中途没有看手机，没有想去厕所的电影,安徽
几个人的演技都不错，不错，值得一看。,陕西
王源在《孤星计划》里演技超棒，未来可期！太好看啦！全程高能，代入感超强，值得二刷。,广东
值得一看！真的！主创们都很棒,浙江
"🌟 推荐超好看

😊 演技非常棒

🌅 画面非常完美

🎉闪光点每个演员都超好看

😂 笑点王源挨打

😭 哭点王源挨打

🎉闪光点",福建
剧情紧凑，画面震撼，枪战效果处理的特别好，演员演技在线，李一民开车撞过去的时候身边的人都哭了，感染力好强，很好看的一部电影，非常推荐大家都去看！,广东
镜头表达特别好 青年演员也没让人失望 演技 美感 意义同在的一部电影 推荐,广东
棒极啦一开始对这类电影🎞️我不是很敢看 我不想回忆之前我们的前辈发生过的种种 我看到总会泪流不止 但王源主演的 有一股很亲切的感觉！让我很心安,无法获取
剧情还行，演技真的不合理，就他们每次这紧张的样子，傻子都能看出来有问题。尤其是最后过检查口时候，全员暴汗，要不要这样……,天津
真的很好看，剧情反转反转在反转，演技都很上线,湖北
孤星计划值得推荐！,江苏
"绝世大烂片
烂烂烂烂烂
演技拉胯，台词拉胯，剧情拉胯
还钱！！！！！！！",浙江
不是很好看，剧情难猜因为镜头没放,山东
剧情空洞，不好看，典型烂片，我都怀疑这电影是不是洗钱,四川
比想象中好看 值得一看,河南
非常好看的一部青春谍战片。反转也很不错 总之 推荐大家去看,山东
不是很好看！,江苏
超级好看，很热血,湖南
和朋友去看了，回来后都在复盘里面的细节，诚意满满的一部影片，有机会再去看一遍。,江西
好看死了，太绝了,湖北
在电影中王源饰演的李一民一步步成长为智勇双全的英雄，看得热泪盈眶,上海
烂剧千万别看,内蒙古
很热血，值得看,浙江
剧情整体不错，充满了不确定性。和之前看过的电影有很大的一点不同让我见识到了在那个年代没有所谓的主角，所有人都不知道明天会发生什么。电影中的一些事情也值得我们深思和学习，你做的所有事情会在未来的某一天变得有意义，就算是小人物也有大故事。,浙江
？比杀了我还难受，如坐针毡，如芒刺背，如鲠在喉，如屡薄冰,江西
演技很好，剧情很棒,河南
超出预期的电影，反转很绝，王源演技很好。,四川
很好看，给我很多惊喜，全员白切黑，情节紧凑不拖沓。,福建
"让我这个不喜欢被剧透的人来简单说说呗～（如果您也不喜欢被剧透就自己去看完再往下翻哦）我是那种预告都很少看的，真的很喜欢这种反转的刺激！
7号《孤星计划》上映没时间看，直到最近终于和朋友一起看了第一遍特殊场，反转是真的多！从前面快速交代背景开始，大概带观众了解人物关系，快速进入任务线。我一开始也是不相信许天平会变坏，毕竟是同窗，再狠也不会对李一民他们下s手。从一民视角看错位就会以为是天平s了侯老师，天平没有急于澄清，丁梦华也知道他没变，最能信任的只有组织、曾经的同学和老师了:解密那几段基本能猜到，就算没猜到应该也能看懂，设计《悲惨世界》为密码，我猜可能也是在批判现实，人性本身就很复杂，唯独他们这群学生；贯穿其中的还有同学录、昔日回忆，也都在透露他们纯洁的内心没有变。（个人小时候也有写同学录的习惯，算一段儿时的回忆了，不知道您是不是也留着“同学录”呢？）
李一民和其余孤星社成员一样，有智慧更有勇气，特别是引爆车辆那段，也呼应了片头展现他枪法好的伏笔，他们不畏艰险勇往直前，成为散发微光却能救赎他人的孤星⭐（李一民牺牲的那一瞬，我甚至都不敢相信影片已经快结束了）
综合来讲，这部电影非常值得看啦",北京
挺好看的 挺好看的,安徽
不够悬疑，没有说好的层层反转。,广西
好看！值得观看，非常的有意义,四川
很好看，非常值得大家去看,广东
"超级好看，，一民的表现真的，进步很大，
😊 演技

😭 哭点最后一民选择留下来，真的好心疼，自己扛下了所有🥹🥹",广东
真的反转又反转，巨好看,江西
超级好看，往死里看,海南
完全不知道在干嘛 莫名其妙的情绪就很尴尬 看了30分钟就走了 完全没剧情,湖北
谍中谍中谍，疯狂反转啊!主角最终竟然噶了!三个人，活下来的竟然不是主角!Amzing!演技真的不错，最大的真理：反派死于话多(๑`▽´๑)۶,江苏
非常好看强烈推荐,无法获取
出乎意料很好看,天津
怎么说这部电影的好看之处呢！真的真的反转反转再反转，超级令人惊喜！演技在线超级棒，前期有好多好多铺垫，后期我眼睛都不眨，就怕错过细节！最后的“沈烬知道！”太戳我了！大家可以冲~,河北
本来以为那个角色是好人，那个角色是坏人，结果恰恰相反，简直太反转了,无法获取
"“星星之火可以燎原,
无畏有为的年轻人将黑色的
天空撕开了一道口子,
射进了光。孤星终会迎来黎明，百年前青年学生的火种，也一定随着时代的洪流给今天的我们带来新的力量！”",四川
值得推荐，剧情反转，好看,广东
很多细节值得二刷,江苏
好看！！！源哥希望你一直勇往无前！,四川
超级好的电影，演员演技在线,山东
非常好看，一开始懵懵的搞不清楚状况，之后慢慢被演员带入剧情，跟着年轻的力量一同完成着孤星计划。同时，也让我认识到这一段历史。影片最后半个小时毫不夸张地一直哇塞哇塞。很期待你的观看。,上海
我真的爱看谍战片系列 这部剧真的给我打大惊喜！ 画面很美 演员们也都演得很好 王源饰演的李一民也很绝 平时会听听他的歌 没想到在剧里也给了我大大的惊喜 武打戏也很牛 可以看出来下了功夫 最后那个画面就就不能忘 成功把胡先生他们送走 自己却留下来了那种释怀真的泪崩😭留下来留在这个爱人死去的地方  整部戏也是反转又反转 真的不敢一丝懈怠 每个神经都跟着剧情紧绷着 梦华也是代表了女性的坚韧不畏惧 天平也是没想到最后大反转,上海
非常好看，主要是在讲一群学生为了抵抗美军的一个事情大概，把这些学生的所作所为展示出来，每位演员也特别认真，表情什么都特别到位,浙江
好多爱国的片段 台词一出来瞬间鸡皮疙瘩起来了 果然中国人刻在骨子里的 还有很多反转,安徽
好看的，推荐值得看,江苏
很好看！！很多意想不到的反转！！会带着家人朋友再看几次的程度。,江苏
我跟人感觉还是非常不错的，剧情紧凑，不拖拉，每个演员都跟得上节奏，源源的演技提升了很多，梦华被杀的时候吓死我了，还有彭老师，看的我眼泪出来了，个人还是挺推荐这个的，星星之火 可以燎原,安徽
抛开粉丝滤镜来说，王源老师进步很大，《孤星计划》真的很好看！！,无法获取
反转真的让我震惊，最后我哥的歌出来的时候我真是哭死了，《孤星计划》祝大爆😭,辽宁
就是梦华死了是最遗憾的,安徽
路人分享，挺好看的，可以去看一下,江西
剧情反转再反转，全程高能，真假卧底真假围捕，不看到最后真的分不出谁好谁坏,江苏
很敬佩那些勇敢的勇士们，很热血！,广东
真的很好看，剧情一环扣一环，反转又反转！,广东
演技都非常在线的特别好,吉林
非常棒👍🎬,广东
立意很好 影片总体超出了我的想象 真的是一：很好的一部片子！,广西
悬疑拉满惊喜不断，值得二刷的电影,云南
剧情很精彩，反转很多，很值得,云南
"😭 哭点 最后真的一整个爆哭 INFP狠狠共情了😭

🌟 推荐 剧情一环扣一环 每一次都在意料之外 不看到最后真的就不知道谁是卧底
😊 演技 王源超级棒！把李一民的坚毅和勇敢体现的很棒
🌅 画面 拍的特别美 尤其是开头的游行 很壮观 很热血 
 请小源一直这样全方面发展吧",上海
"非常好看
🌟 推荐",安徽
强推！非常好看 看得我热血沸腾 很感人！备好纸巾,福建
剧情和人物形象都超好，很有历史意义。以前总是看谍战片分不清谁是谁，这次就是很鲜明，每个人的性格都不一样，剧情也是跌宕起伏和反转。,四川
特别好看，特别精彩，反转特别多，我不是谁的粉丝，看下来也特别好看，喜欢，推荐,江西
我很喜欢，这部片对我来说很震撼,浙江
演得特别特别棒！！！整部电影特别紧凑  刚开始的五四运动喊口号看得我热血澎湃 中间高潮真的会跟着一起揪心  到最后安全撤退 身临其境了哈哈哈反转再反转 还有很多伏笔 总之我认为特别好看！完全看不到王源的影子 忘了在演唱会上左看右看上看下看的王源了 看到的只有坚守本心 勇于对抗 敢于反抗的李一民！！！,天津
电影非常好看，推荐推荐，主角李一民眼神戏绝了,江西
超级棒超级好看,浙江
超级好，李一民超级棒🎉，为移民打call，剧中主人公都全员高智商。推荐！推荐！推荐！,重庆
非常不错，反转很多，没想到完全没想到,江苏
超级好看！！,广东
一般吧，剧情很连贯，演技也到位，可能年轻演员没有老戏骨投入,河北
超烂和749局一个档次,浙江
"我认为是很好看的，情节好，人设也好，演技也好，整部电影没一个人拉胯的。本来不太喜欢看这个时期的影视剧，但这电影真的很好看，意犹未尽，我和朋友都有被反转惊讶到，（我们还说我们是不是太笨了🥹）到后面我真的以为李一民相信他了，我们还在那急死了🥹原来到头来是小丑。

🎞 印象深刻的片段
李一民孤立无援的时候，那三个人出场真的很感动😭群像看得我热血沸腾的😭",广西
反转，反转，反转，再反转。一群年轻人在黑暗的时代背景下肩负着护送重要人物离开上海的责任他们无畏深思，勇敢直前用实际行动诠释了勇敢的意义。影片中的角色们在面对重重困境始终保持着对美好生活的向往和对国家未来的信心他们在逆境中成长为完成目标责任付出一切。天空中一点点微弱的光芒就能给人带来希望,广东
好看死了，每个人都是主角,四川
拍的什么玩意，看了半个小时都没明白说了啥，王源在这个电影里拍的就跟未成年一样，演员演技拉胯，我认为导演负主要责任，不知道他想要拍什么，想要干嘛,江苏
"特别好看，电影院里哭的死去活来，这个题材真的太不错了，就很容易让我们动情，再加上他们的演绎，让我看完很感动，就如同我在其他地方看到的一句话，如果李一民没死，那他应该要参加下一次的南昌起义了吧。
李一民老说自己只是个汽车修理工，但是他却做到了老师留下的任务，甚至牺牲了自己。在那个年代，他们这群只有一点点力量的学生，为了革命，为了未来勇敢的站起来，反抗，牺牲，让人痛心也感动",重庆
王源超话#电影孤星计划##王源回应小小年纪就被考古#我想我会一直喜欢L小呆源ovo的微博视频,贵州
王源超话#王源电影孤星计划##电影孤星计划#三刷发现一民第二次被天平打伤的时候，镜头给到他们三人的合照，相框上的玻璃竟然碎了。为啥碎了,广西
#电影孤星计划后告片##电影孤星计划##电影孤星计划票房破6000万#《孤星计划》让我感受到了百年前那群青年的无畏勇敢@TFBOYS-王源,四川
#王源哭戏情绪感染力#王源超话#电影孤星计划#隔着屏幕感受到了那种撕心裂肺的痛。@TFBOYS-王源,四川
每个人都将自己的角色演绎得淋漓尽致#电影孤星计划#L欢乐娱乐馆的微博视频,北京
王源超话#电影孤星计划##王源电影孤星计划#想起追光没事在剧组进行一些音乐工作一人教唱歌一人教跳舞是吧？,福建
孤星计划我的评分：#电影孤星计划#,湖南
#王源哭戏情绪感染力##电影孤星计划#,内蒙古
#电影孤星计划##翟潇闻#和闺蜜一起去看孤星计划啦，罗世闻说英文也好帅帅哦全程都紧张发财了，那白刀子进红刀子出（女主那段印象非常深刻），小子弹看着老惨了，很佩服那些人的勇气。我就知道六舅舅演的天平哥是个好人，最后一民正道的光开过去也太震撼了剧情还行，节奏紧凑，除了好人坏人有点好猜，和女主的感情线有点突兀每个演员演技都在线的，支持！！（此沙这个造型也好看）,重庆
孤星计划我的评分：#电影孤星计划#,山东
孤星计划我的评分：#电影孤星计划#多一星半给勉强凑合的剧情，实打实评论演技，某人作为主演，全程基本上木瓜脸，台词情绪都没代入进去，作为主演真的出戏，演技不够大可不必硬整，给喜欢他的粉丝演青春偶像剧多好？非要从中三选一，叫XXXX来演都能多给一星。,四川
孤星计划我的评分：#电影孤星计划#有反转的情节，有热血的气氛。可王源的演技有些生：有些不太聪明。,上海
#电影孤星计划#上映第6天，累计票房达7255.5万，感谢199.4万颗孤星，携手闯荡，开启谍海征途！电影《孤星计划》正在热映，全员假面黑白难辨，究竟谁是内鬼？购票揪出内鬼：猫眼：猫眼电影中影电影通：O网页链接,北京
唉太难了想剪的桥段没有官方素材又想剪刀子了#电影孤星计划#,广东
孤星计划我的评分：#电影孤星计划#剧情绝了,辽宁
“无人知晓”……“沈荩心知肚明”#电影孤星计划##王源##张雪迎#L影评老司机的微博视频,北京
@TFBOYS-王源真的真的很好看#电影孤星计划#王源超话,山东
#电影孤星计划#王源超话二刷选择了巨幕厅，强烈推荐选巨幕厅看孤星计划，真的太惊艳了！！！！@TFBOYS-王源,广东
此沙超话#电影孤星计划##此沙江岳#能求一个抗战片嘛？江岳真的好帅～…L藤雨飘的微博视频,北京
#电影孤星计划#孤星计划真的很好看群像电影很热血都去看呀,河北
此沙超话#此沙##此沙江岳##电影孤星计划#愿你坚定而柔软，自信且谦逊，阳光而透彻@此沙是个小演员L嘿姆嘿姆njj的微博视频,四川
#王源电影孤星计划##电影孤星计划#【蛋壳观影团】《孤星计划》观影活动圆满结束！上次看#王源#电影还是《地久天长》！结合历史，展现了一批不同阶层，身份的热血青年对革命事业的追求和牺牲！无论是电影还是展示，通过影响力传播积极的精神和正确价值观，也是可以肯定的！这部电影观感还是不错，推荐！#电影推荐#,河北
🟡#电影孤星计划#,江苏
