comment,ip
真的非常好看！！,河北
非常精彩，非常好看，很惊喜的反转，尿都不舍的去拉,广东
真的很棒！逻辑清晰，没有突如其来的主角光环，真的很棒！！！,四川
特别棒！！！！,山西
特别棒，演技都很不错，属于年轻人的青春悬疑谍战片,陕西
一民特别棒🤲🏻,湖南
很好看，反转高能且很燃，,河北
超级推荐大家去看,重庆
真的很精彩，反转再反转黑吃黑，真的很震撼！拍摄也很有技术，雪迎演的很好非常喜欢，让我意想不到的是王源，有被震惊到，因为一直停留在他演的很尬的时候，现在不会了😂,广东
我们不能选择我们的过去，但可以选择未来,江西
王源演技太棒了，整部剧效果拉满，看得我热泪盈眶🥹,陕西
超级好看，剧情一直在反转，一民超棒！,山东
剧情发展突兀，好似脑筋急转弯，还有的画面模仿,山东
很不错可以看一下,山东
非常好看剧情有反转，令人惊喜。主角非常帅。看着看着就忘记了他是王源。期待下一部作品。会推荐身边朋友都去观看。,广西
《孤星计划》里每个人物都鲜活立体，充满友情、勇气和热血 。《孤星计划》很棒，值得被更多人看到！王源也好棒，演的很出彩！看到最后，还有反转，值得n刷！,山东
不错的 可以,山东
好看好看都去看，反正我踩雷了你们也得看😂,湖北
非常好看！！我爱反转～我爱群像～😘,北京
历史书上的寥寥几笔，拍成了很优秀的影片，让大家广泛关注。影片跌宕起伏，结局很感动(ಥ_ಥ),无法获取
真的很感动很好看啊,河南
真的超级好看！！！一直反转猜不透，推荐推荐强推！,江西
还行吧！也不是很好看,安徽
非常好看 全员演技在线,黑龙江
有超多反转，真的超级好看！！！王源在里面的演技也超级好！！！有好几个镜头的眼神戏都非常震撼,河南
超级好的一部电影，值得一看,黑龙江
剧情太差了，演技也一般,四川
真的很热血，第一遍看完看了很多影评，回忆细节，真的非常棒！,无法获取
可以的一部片子,甘肃
一百年前的李一民你辛苦了，这盛世如您所愿,重庆
真的很好看，我的宝宝，以后会更棒哒，祝你越来越厉害👍🏻我会一直陪着你哒。没有带粉丝滤镜来看，王源的演技是真的进步很大，不论是微表情还是情绪共振来说，都是很好的，我觉得非科班的源真的很牛了。与一众老戏骨搭档，观众共振能力直接拉满。青春谍战片，这是我很少看的一个题材，里面的反转➕反转➕反转是真的让人意想不到。前面有埋下伏笔，后面节奏很合适。还有灯光组是真的绝绝子[抓狂][抓狂][抓狂]最后真的祝《孤星计划》大爆，真的很好好看，欢迎大家来电影院看[流泪][流泪][流泪][流泪],广东
好看 反转特别多 很推荐,安徽
反转一直反转，虽然结局死了，但是结局是好的，我们都努力了,北京
整体还行，没有很大反转,福建
推荐！！剧情很精彩👏🏻让人意想不到哒！当以为结束了实际上并没有！,广东
很不错的一部悬疑谍战片，“沈烬”这个点，刷第二遍才看懂。全员演技在线，王源作为男主角，演技台词完全不输科班生，有几段戏特别精彩。看完电影《孤星计划》，记住的是李一民，而非王源，这就是演员王源的成功。,陕西
！！太赞了！,湖南
真的很好看，青春热血的群星,河南
好看好看，越到后面越好看,江西
"😊 演技都很好
期待演员王源更多的作品！",河南
特别不错 支持王源,广东
那段很多人都不知道历史，星星之火 可以燎原！大家不要放过这个《孤星计划》啊 真的好看！,四川
觉得的王源唱歌很好听，没想到演戏也这么棒,广东
特别好看 特别喜欢 好看爱看,福建
"非常值得二刷,正反派都很聪明。是孤星也不是 推荐大家走进电影院观看
🌟 推荐",河南
"剧情很好每个演员的演技也都非常棒！非常好的一部电影值得观看
🌟 推荐",河南
感觉没什么好看的🥹，结局不理想,湖北
非常好看二刷,河北
"真的很好看
🌟 推荐",河南
巨好看   ,山东
演技很好，剧情很棒,山东
讲述了一群青年人热血救国的故事，看完之后感触很大，他们真的很勇敢！很正能量！感觉意犹未尽……,山东
我以为我会无聊的玩手机，结果我全程看完了这部电影。到最后期待番外，当然啥也没有。看完还会回味这部电影，没有啰嗦的剧情，演员们的演技也很好，反转再反转，每一个都是主演。剧情紧凑，家国情怀，场景逼真，导演的拍摄叙事方式很厉害，趁现在，去电影院看一看吧。,上海
蛮震撼的，喜欢。,海南
内容不错。但不太符合个人口味,广东
剧情非常的好看有反转演技都很好,浙江
剧情很棒，演员演技在线，很不错的一次观影体验。很喜欢李一民的表演,陕西
"满分！！！看哭了
😭 哭点",湖南
超级好看！！！剧情非常精彩，有很多让人意想不到的反转。,浙江
ok，挺好看的,广东
剧情紧凑，非常有意境，李一民演技不错，值得推荐,北京
好看！真的反转再反转，大家演技也很棒！,山东
很聪明的一民同学！！！ 反转绝了 孤星社的每一个人都是超级英雄,上海
我想说的是，这部影片不是一部纯爱情片，也不是一部纯战争片，它讲的是上世纪二十年代一群风华正茂大爱家国的大学生和他们闪耀的青春意识。之所以这部影片褒贬不一，但是粉丝却对它评价颇高，在我看来其实不是因为粉丝滤镜，而是去看影片的这群粉丝大多数都是本世纪二十年代的一群大学生和青年人，他们最能共情青春之心和爱国情怀。感谢先辈们的义无反顾，换来如今的黎明与幸福,江西
真的很好看！,广东
超级好看 源源超勇敢,河南
真是太好看了，2刷了，发现好多小细节,黑龙江
在一民伙伴出来的时候，我真的嗷嗷哭，群像就是最棒的。而且剧情真的反转反转再反转，真的推荐去看，很热血，一场电影下来，感觉现在能背完整本生理，燃起来了。,湖北
真的很好看  献给不同时代的青春同路人！！！！,四川
李一民演的特别好，特别热血青春。可以看出王源的演技进步很大，大家都去电影院里支持,河南
后半段太精彩了！持续高能！王源的眼神戏太好了 最后主题曲响起鸡皮疙瘩都起来了 就算是孤星也能冲破黑暗抵达黎明！,无法获取
好好看哭的不行，特别是最后，好感动也很惨，所以最后电影结束哭的最猛，而且一直都有反转，没有想到最后活的是他,广东
影片的情节编排十分巧妙，之前的铺垫在后面一一得到回应，显示出精心的构思。作为王源的第一步主演作品，完成度相当高，期待他未来更多的佳作。,无法获取
"反转很多，但是情节非常合理，主角没有光环，反派也很聪明，最后一民开车我还以为是要逃跑，没有想到一民要同归于尽😭😭😭
😊 演技 所有人都非常不错

🌟 推荐
十分推荐",安徽
很值得观看。,宁夏
"这电影好好看，王源不及演技好，唱歌还好听
",四川
剧情比较老套缺乏新意，设计的反转也在意料之中，流量明星让主角稍嫌单薄。,广东
王源饰演的李怡民非常棒,甘肃
yi ban ban,海南
一部很好的青年爱国电影 影片中展示了真正的女性力量,广西
好看的，真的很好看,四川
看了误判和孤星计划 说实在的 这个评分有点虚高啊 明显像刷的 年轻演员的演技 说真的尬演一些～幸亏有老演员～哎 可惜了近50的票价～说是反转 但是不知道为啥一开始就明显感觉到了后面的套路 ……好多人都说感人啥的 我泪点很低 全程也是一滴眼泪也没留….哎,宁夏
剧情太棒了，不得不赞,贵州
剧情还可以，能感染人！,广东
"好看，
🌟 推荐",上海
"剧情反转，还是值得一看的
😊 演技",贵州
非常值得看的青春热血谍战片,上海
"好好看呀剧情也很好看
",河南
好看呀真的好看呀,山东
披着谍战片外衣的儿戏,江西
非常好看非常推荐去看,浙江
挺好看的，值得一看。,福建
为自己勇敢一次，李一民很棒，王源也很棒超爱,江苏
属于年轻人的热血青春悬疑谍战片 每个人像星星一样虽然渺小 但是聚集在一起真的变成了一团烈火 剧情反转再反转！,广东
剧情真的很精彩，节奏紧凑反转反转再反转，敌人都有脑子主角并没有光环，以为反派一定蠢到死以为计划肯定完美，但是其实死亡就是一瞬间没有人会在乎你是谁，而李一民也不是主角，真正的主角是千千万万的学生工人各界爱国人士，这部电影真的太值得看了推荐，《孤星计划》爆！爆！爆！,河南
全员演技在线！超级好看！已经二刷了,江西
期待了很久电影，果然没有辜负我的期待。不管是剧情还是演员演技都很棒，里面的每一个人都为了革命任务而努力奋斗。紧张的剧情每一步都有意想不到的反转，在反转。,广西
值得推荐大家去看。,江苏
结尾被王源演技惊呆！好看,浙江
王源超级棒 演技很好,浙江
很喜欢 这个反转爱了爱了 致敬那个时代的所有地下工作者,福建
非常好看！绝了,江苏
剧情不拖拉，不断反转，环环相扣。最让人惊叹的是反转并不突兀，皆有伏笔与铺垫。所有的演员演技在线，眼神戏尤其牵动着观众的情绪。好看，强烈推荐!!！,湖北
好久没看电影 想着这部电影关于历史的 有点兴趣 刚开始有点疑惑 到后来反转又反转再来反转 小细节做的很到位 让人一下恍然大悟前面都是铺垫 真的太棒了 准备二刷了再仔细看看小细节,福建
"【孤星的意义】也许是每个人都是微弱的光，虽微弱，但群星总是闪耀的，用一束束微光，聚合在一起，努力地照亮自己，照亮他人。

❤️‍🔥喜欢的角色：李一民以及所有演员都演绎的十分的优秀！

🎞️印象深刻的片段：最后一刻，把车开到最快速，阻止拨打电话引发爆炸那一刻为了完成组织的任务，每一个都可以不顾一切，乃至牺牲生命，团结互助勇敢往前跑。

🎬喜欢的场景：他们最初的快乐团结的场景。

✍️喜欢的台词：一民说：“生死与共 患难相扶”。

亲爱的源源，我想说：“你真的演绎的很好，感情很到位，让我们看见了不一样的你”。",上海
真的非常好看反转反转,山东
完全合格的谍战剧！剧情超预期！前半段剧情埋线，后半段节奏起飞，燃点爽点虐点都有 几个重要情节环环相扣，反转反转再反转，很多提前埋下的伏笔，真的要n刷！,江苏
真的强烈推荐大家去看这部电影！！！本来是冲着王源去看的！！没想到真的把我带入到了这段故事情节里！！内容很丰富多彩，反转也很棒！！多多支持演员王源！！！支持《孤星计划》！！！《孤星计划》大爆！！！！,江苏
非常的好看 特别是李一民简直太勇敢了，我老公演技真好😋😋，都把我看哭了，真切感受到孤星社成员们的团结,广东
孤星计划，犹如一颗璀璨的星辰，在黑暗中闪耀着独特的光芒。它汇聚了众多杰出的人才，共同探索未知的领域，用智慧和勇气书写着创新的篇章。这个计划不仅彰显了人类的探索精神，更以实际行动推动着科技的进步和社会的发展。孤星计划，未来可期，让我们共同期待它绽放更加耀眼的光芒！,吉林
不是任何人的粉丝  真的好看,陕西
永远支持王源,江苏
除了前面剧情跳的有点快，但是后面确实是真的好,湖南
整部剧还是觉得王源不适合演此类题材，着实有点出戏就像广大网友所评。其它我觉得也还看的过去，后半部分还是有点感人。嘻嘻，觉得男二蛮帅的，女一也挺不错。,广东
群像！反正！热血！爱国！都聚在一起的时候就无敌了😭,无法获取
真的很好看 里面的每个人物故事线都很清晰 疑点重重 演技都在线,北京
"🌟 推荐
在我看来，这是一部很好看的群像电影，值得大家去影院看看",广西
真是无与伦比的精彩,山东
挺震撼的，演技很棒,山东
剧情节奏很好，剪辑也给力，铺垫完人物关系立马进主线，节奏快到我提心吊胆 很多惊喜反转，高光剧情推动很顺滑。 演员演得也好，打戏战斗戏哭戏都一气呵成。,广西
剧情很好 很多反转都意想不到,湖南
超级好看.国共时期的故事,贵州
反转超多看的心突突的,湖南
剧情特别好，看到想哭了,广东
强烈推荐大家去看，真的会超乎你的想象,广西
超级好看，演员全员演技在线，反转多，,山东
特别棒，刚开始冲着王源去的，然后发现这个电影特别值得看，全员演技在线，反转多，很值得看,江西
结局有点让我惊艳，太多主角光环反而比不上最终美丽,广东
超级好看，很群像，真的很热血，很感动，而且剧情也不断反转，最后片尾曲出来的时候给我感动哭了，超级好看，千万不要错过,贵州
就是一部偶像剧,广东
电影情结扣人心弦，引人入胜。向那个年代的学生青年致敬！青春无悔。演员演技很棒。珍惜每一天的幸福生活。,上海
好看好看，超级好看，全程都是皱着眉头，挺声临其境的，大家不要错过，每个人都有演技。,江苏
很好看的一部电影，剧情也很吸引人，反转反转再反转，群像电影每一个人都是很有个性的,无法获取
太棒了 后边完全沉浸,重庆
"各位演员的演技都非常的到位，剧情反转也非常的巧妙。孤星计划，但每位同学的团结，让这颗孤星不再孤独。很值得一看
😃",河南
超级无敌好看！！！爱死了，李一民头脑清晰，剧情反转，紧凑，非常推荐！！！,重庆
超级好看啊 剧情反转再反转！,广东
"影片中，每位演员都用心诠释了自己的角色。比如张雪迎饰演的丁梦华，聪明机智、勇敢无畏，在影片中不仅有着出色的表现，更在关键时刻多次为队友提供关键信息，帮助他们化险为夷，给观众留下了深刻的印象。
而且，这部谍战悬疑电影剧情紧张刺激，充满了悬疑元素，同时也不乏青春元素，让观众在紧张刺激的谍战情节中也能感受到青春的朝气与力量。",上海
老是反转，没意思,安徽
不明白导演怎么选人的 王源？*****呢 去演这种类型的 看到这张脸就出戏 不明白怎么9.4分 浪费我两张电影票,上海
演技一般，剧情太散。不值得看。,江苏
这部影片特别好演技也特别到位有好多反转推荐推荐,湖南
"这是一部具有青春谍战的片子，特别好看，里面演员演技非常不错，强烈推荐大家去看。
片尾曲《别丢了你的勇敢》也特别好听
非常nice👍",山东
不好看 没意思,上海
"🌟 推荐
五颗星！
😊 演技
全员演技在线，剧情反转，转了又转，演出了那个年代的青年的勇敢与激情，他们不畏生死、拼死一搏。
🎉闪光点
每个人都是那个时代的主角，每个人都是英雄。
😭 哭点
没有主角光环，竟然全死了，但也符合那个时代，毕竟战火纷飞……致敬🫡",黑龙江
悬疑谍战爱国片，看一次让你印象深刻你，可以说看的人心揪着跟着影片走牢牢抓住，王源演技让我真的眼前一亮。我虽然是他粉丝，但我此刻以对电影的欣赏说出着些，真心希望影片能走进更多人的眼里，让国人看看那些演绎出的，确实是现实历史上的人物，是如何保卫自己国家的。他们牺牲的甚至都不知道自己拼死保护的人是谁叫什么确用性命来保护。内涵如此深奥不该被埋没。,江苏
好看，极力推荐！！！,重庆
剧情真的很精彩 以一个影迷的方向去看电影的场景和人物刻画的都很清晰很值得观看不要带有偏见去对待这部电影,广东
王源演的不错,湖南
剧情还不错的，可以一看,上海
"堪比749的好电影，演员演技太棒了，让我的领带旋转，分镜更是一绝，有种地球人理解三体人科技的感觉，让我的大脑高速运转，最后我还是理解不了怎么能拍成这样
😊 演技

😊 演技

😊 演技

😊 演技

🌟 推荐

🌟 推荐

🌟 推荐

😂 笑点",广东
和李一民一起燃起心里的热焰！,福建
很好看，很喜欢！,广西
"🌟 推荐：历史应该被铭记，每一个勇敢的革命者不惧牺牲，英勇奋战的精神都应该得到称赞，得到延续！！这部电影应该被更多的人注意到，同时应该广泛宣传播放，而不是被一些人故意抹黑！


😊 演技：抛开粉丝滤镜，王源演技的进步是令人感叹的！他的努力应该被看见，应该被鼓励！！！本部影片的每一位演员演技都很在线，使观影者身临其境！

🎉闪光点：反转很多，剧情新颖，打破了主角不会死，主角计划永远完美的死板印象，反而告诉我们革命路上没有主角，大家都是抱着牺牲的态度为国之事业而奋斗！！！青年之勇敢再现！

🌅 画面：无论是炸弹炮火，还是李一民等革命烈士受刑的画面都很清晰，历史感很强，剪辑紧凑，不拖泥带水！非常推荐！

😭 哭点：梦华牺牲那一段特别好哭，还有李一民最后结局牺牲时的回忆也特别好哭😭😭

特别推荐，非常推荐！！！！",重庆
天平不错😂,四川
我是很喜欢看这类型电影的，孤星计划的反转剧情很紧张刺激，整体观影感非常不错,湖南
剧情好 演技 好,无法获取
好看！演员都很在线,广东
超绝反转 赞👍 演技在线,广东
剧情很好看，演员演技简直绝了，剧情反转反转，推荐大家都去看，很值得看的一部电影,四川
很棒，王源演技在线，都很棒,无法获取
"太好看了!!!!真的太好看了!!!!刚开始就进入紧张的剧情,然后全程真的反转反转再反转,以为这个人是好人 结果发现他好像又是坏人，以为他是坏人 又发现 哎 他怎么又好像是好人
，这个真的值得 n刷！！！王源演技真的好好 太好了太好了他的脸太太适合大荧幕了，最后 20分钟节奏飞起 太牛了
很值得去看",广东
“少年以勇气为舟，渡黑夜，向黎明”孤星悬挂，自成东方 终会迎来自己的黎明 ！！,安徽
孤星计划太好看了，演员王源演技太棒💚💚💚,辽宁
全程无尿点，反转不断。真的很好看👀,河南
真的特别特别特别好！！家国情怀，少年义气，友情，革命情，群像的魅力，而且源演技真的出乎我意料，有特别大的进步！！一民迎来了黎明！！对我们也很有教育意义，爱国青年一代，是先辈抛头颅洒热血换来的如今的和平，翟潇闻梁靖康张雪迎他们几个在里面也演的特别好！,河南
好好看！！！,重庆
我觉得拍的还不错，主角的演技也还行，是部好电影,福建
"🌟 推荐
反转再反转
😊 演技
个个都很棒
😭 哭点
呜呜呜呜



🎉闪光点
你们都是五四青年的缩影是向上的象征",四川
反转很多，但是节奏很好，而且细节超级多，不敢走神，真的很精彩。,黑龙江
非常好看，反转反转再反转，推荐大家去看，一起看看谁是卧底吧,河南
超级好看的一部电影,安徽
看之前去小红书搜有一些差评，怕自己站在粉丝的角度上，觉得看完了才有说话的权利。今天看完之后觉得很好，王源在里边的演技不会让我出戏，里面每一位演员的演技都很好。剧情确实是反转再反转。电影是把战争时期的一件小事(护送胡先生)具体的进行描述拍成了一部电影，里边的每一位人物都有自己的使命，确实很不错，是值得一看的。,山东
剧情反转不断，非常非常好看，到后面都惊呆了，恨不得马上进屏幕帮主角团,山西
不错。就是前面有点乱,四川
非常好看，超级吸引我,河南
真心推荐《孤星计划》这部电影每一位演员都很用心出演这部电影是送给不同时代的青春同路人反转反转再反转真相到底是什么呢请去电影院揭秘,上海
看到最后片尾曲一响眼泪就流下来了，佩服当时年代年轻一代的勇敢，信念坚定真的中国魂都炸出来了！,河南
非常好看！超级好看,河南
很好看！真的很惊艳，每个人演的都很好，都很有感觉，最后的反转真的惊艳到我了，真想象不到会有这种发展，最后回想的那一段，真的哭死！总之是一部很好的热血电影,山东
好看的，最后回忆杀，杀我,四川
剧情紧凑，节奏感强，超级好看！热血沸腾,辽宁
真的超级好看，后面几次反转看的心情跌宕起伏，哪怕不是王源粉丝，也会觉得好看的程度,湖南
😊 李一民演技真的很好,江苏
原本是因为喜欢王源这么多年习惯他有什么都要去看看心态 没有准备好好看 后面越看越喜欢 还把我看哭了 还有许天平腿好长好喜欢,无法获取
根本看不下去没看完就出来了不信的自己去看吧,山东
剧情层次分明角色设定完美，还有就是王源很棒,广东
很期待王源的下一部电影,江苏
非常好看！！！王源的演技非常有进步！！,湖北
太好看的群像电影了，期间一直在反转反转再反转，不看到后面根本不知道谁好谁坏，下次带朋友们去二刷孤星计划,上海
趁年轻勇敢一次,上海
好看爆了，群像！！喜欢！！,江苏
特别好看的一部民国悬疑剧，剧情反转，人物性格鲜明，演员演技在线，是今年我走进电影院看的电影前三。,广西壮族
真的好好看！看了一遍意犹未尽！下次放假继续刷！真的很好哭！超级真挚的同学情！反转也很多而且演员演技很好起初以为梁靖康饰演的角色真的就成反派了 喜欢！《孤星计划》大卖,山东
非常好看 演员演技在线,四川
孤星计划我的评分：#电影孤星计划#,西藏
孤星计划我的评分：#电影孤星计划#太棒了，太精彩了。,西藏
星星之火，可以燎原！热血年代，信仰驱动着孤星社青年们那平凡勇敢而又伟大的心！孤星闪耀在今日的和平盛世…⭐️🇨🇳#电影孤星计划今日上映##电影孤星计划##王源电影孤星计划#王源超话,山东
阳台上的三位少女轻声细语，湿发随风轻摆，这就是青春的模样！#电影孤星计划##初冬时光碎片##今日宜有戏#L光影观后感的微博视频,
我的天啊！好喜欢张雪迎拍的拍立得好好看啊！！！群像真的真的很好看，等我有空了我要去二刷！！！这个电影都让我戒断#电影孤星计划#,广东
孤星计划我的评分：#电影孤星计划#🌟总体评价：每个人都演技在线，反转惊艳！🎥故事题材：悬疑、青春孤星计划真的是很值得看的一部电影，讲述一群勇敢的少年为了信仰，共同努力，彼此帮助，完成任务的故事！#王源电影孤星计划#L腌透悲伤的酸菜缸_的微博视频,黑龙江
王源超话#电影孤星计划##张雪迎拍的王源#好帅好帅,湖南
王源超话#电影孤星计划#渺小的我们也能做出不平凡的选择LTFBOYS-王源的微博视频,山东
孤星计划我的评分：#电影孤星计划#爆爆爆,西藏
孤星计划我的评分：#电影孤星计划#,浙江
王源超话wy#电影孤星计划#wy#王源#“风里永远有少年不朽的梦”𝒯𝒽𝑒𝓇𝑒𝓌𝒾𝓁𝓁𝒶𝓁𝓌𝒶𝓎𝓈𝒷𝑒𝒶𝒿𝓊𝓋𝑒𝓃𝒾𝓁𝑒𝒾𝓂𝓂𝑜𝓇𝓉𝒶𝓁𝒹𝓇𝑒𝒶𝓂𝒾𝓃𝓉𝒽𝑒𝓌𝒾𝓃𝒹@TFBOYS-王源,安徽
孤星计划我的评分：#电影孤星计划#,西藏
王源超话#电影孤星计划#渺小的我们也能做出不平凡的选择LTFBOYS-王源的微博视频,山东
孤星计划我的评分：#电影孤星计划#这部电影太精彩了，多次让人意想不到反转，非常值得推荐的一部电影。,西藏
#王源##电影孤星计划#都去看！都去看！剧情很精彩！人物很立体！我仿佛忘记阿源是舞台上那个boy了，他是李一民，是一个被时代选中的不起眼但又不平凡的小人物，是的，小人物。梦华、一民、侯老师、文素…他们都是孤勇者，也是彼此照亮的星星。印小天演的没让我失望，梁靖康的天平真的是天平！雪迎真的就像白月光，李一民、许天平的白月光，让他们心中的信仰久久不灭…,福建
看到生活在如此繁荣昌盛的祖国下的一张张笑脸，“李一民”感到很欣慰并且想向天再借500年@TFBOYS-王源@电影孤星计划#王源#王源超话#电影孤星计划#LCircle-show的微博视频,江苏
《孤星计划》是真的好看。“生如夏花之绚烂，死如秋叶之静美。”出来唤醒了我纯真的青春。每一颗星星都可以发出微小的光芒，但是汇聚在一起可以成为整个星空。星星之火，可以燎原。我没想到一个两小时的电影，会给我这么大的震撼，激起了我平淡微丧生活中波澜不惊的心。我以为一民是主角，可是他不是，主角是千千万万个爱国青年，我以为梦华是白月光，可是她不止，她是战场上的女性力量。他们永远也想不到，他们护送的胡先生是我们万人敬仰的周总理，他们永远不知道，他们微小的身躯终能助新中国的成立。可能那时候的他们，并不知道自己的坚持，能否换来胜利的曙光，但是，他们的信仰，引领着他们，只要坚持就能胜利。信仰，好神圣的词语，一代又一代的人，坚守着，坚守着，冲破牢笼，奋力一战，终是有所成。群像才是最好的展现，每个立体人物的故事都被刻画，故事中的每个人，都值得被歌颂。生如夏花之绚烂，死如秋叶之静美。我们都要勇敢。#电影孤星计划#,陕西
王源超话#王源电影孤星计划##电影孤星计划#一民永远灿烂,河北
梦华我不允许任何人忤逆你！拍的好好拍立得的神王源超话#电影孤星计划##张雪迎拍的王源##王源说担心接不住粉丝沉甸甸的爱#,江西
#王源电影孤星计划##电影孤星计划#今天终于去看了这部电影，说实话，刚开始上映时还是有些忐忑的，怕反响不好都是骂声，直到身边非粉的朋友去看完后和我说：还不错，挺好看的。我才稍稍安心，又在网上搜了搜发现大部分的评价都还可以，提出的意见也都挺可观的，于是今天下班后完成了打卡，看完后一颗心算是真正落了地，确切的相信王源第一部主演的电影安全落地了，这部电影完全值回票价,上海
王源超话#电影孤星计划##王源李一民#长夜将尽终迎黎明你好李一民,河南
 黑暗中窥见希望的光，@TFBOYS-王源 亮相#电影孤星计划# 北京首映礼。破晓时分以勇敢窥伺黎明。明天影院见！ ,云南
王源超话#电影孤星计划##王源李一民#最好的李一民,河南
生如夏花之绚烂，死如秋叶之静美《孤星计划》爆燃#王源电影孤星计划##电影孤星计划#,北京
#电影孤星计划#梁靖康好帅,山西
红红火火观影团，观看电影《孤星计划》片头震撼，整个剧情剧情起码有反转十处反转！太引人入胜了，忍不住捂嘴感叹！年轻的演员虽然不及老戏骨但也看的出超用心在演绎各自的角色了，很是推荐。再次感谢红红火火观影团#电影孤星计划#  #红红火火观影团# ,北京
王源超话#电影孤星计划##王源李一民##六公主专访王源#十七岁生日对王源有不同的意义吧，在青春旅社认识了很多哥哥姐姐，即使过去了这么多年重温青春旅社还是能感受到大家的温暖@TFBOYS-王源L蜜豆多冰少糖的微博视频,河北
王源超话#王源李一民##电影孤星计划##王源说出道11年更有掌控力了#十七岁生日对王源有不同的意义吧，在青春旅社认识了很多哥哥姐姐，即使过去了这么多年重温青春旅社还是能感受到大家的温暖@TFBOYS-王源L蜜豆多冰少糖的微博视频,河北
王源超话#电影孤星计划##王源李一民##张雪迎拍的王源#在夜晚一起捕捉那段共同拥有的流星，希望在以后的日子里我们都可以抓住流星，许下幸福的心愿，让幸福留在你我身边。@TFBOYS-王源http://t.cn/A6NOJz14,河北
孤星计划我的评分：#电影孤星计划#太好看了二刷准备,浙江
王源超话wy#王源电影孤星计划#wy#电影孤星计划#“那些看似不起波澜的日复一日，会突然在某一天让人看到坚持的意义。”——王源@TFBOYS-王源,安徽
#电影孤星计划#,福建
“我不知道我们什么时候还会相见，我相信信仰会让我们再次相逢”#电影孤星计划##王源李一民#,河南
王源超话#王源电影孤星计划##电影孤星计划#“你不能选择你的过去，但是能选择你的未来”@TFBOYS-王源,河南
#电影孤星计划#孤星⭐微茫，映照前路。,山西
哈哈哈哈，整个观演过程中，满脑子都是那句经典的台词，“我真的好爱群像啊，大家为了同一个目标聚集在一起，然后，死的死，死的死，死的死，死的死，死的死，死的死”ಥ_ಥ抛去设定不说，这个电影也是挺好的，每次反转都能骗到我(⚡️OωO⚡️)回回都上当，当当不一样。而且好多眼熟的人啊，“卿卿日常”的太子，“扬名立万”的大坏蛋，苏大强，还有张海宇，他一抬头，我差点笑出声[捂脸]还有王源，比预想的好很多，完全不出戏，想二刷了｡°(°¯᷄◠¯᷅°)°｡孤星的光芒微弱，但千千万万个孤星汇聚成的银河，也能照亮大地#电影孤星计划##红红火火观影团#,北京
#电影孤星计划##红红火火观影团#奔着我源去的，故事线循序渐进，反转再反转，真的超出我的预期，源源的演技很沉浸，每个角色都很精彩，在那个战乱年代，有这样一群孤星，在黑暗中闪耀光芒，星星之火可以燎原，最后李一民开车冲过去那一幕真是帅呆了！！,北京
王源超话#电影孤星计划#真的特别好看啊啊啊啊啊啊啊啊啊啊,山西
