comment,ip
舞狮少年看着真的超级励志，每个少年成长路上必看电影，达到中国动漫电影新的高度，把传统武术加以创新。大人小孩都好理解。,上海
阿娟好棒好棒！！！像野草一样活着！电影真的很用心，配音配乐剧情各方面都很优秀，最后传承和创新可以并存，醒狮超级帅！！！,湖北
动作擂台打斗不错，但是没了舞狮。,广东
直接就是好看得劲,广东
诚意满满，用心用情的电影，观众是能看出来了，后面一直在飙泪，如此用心的电影都不能获得掌声，那就是环境不配拥有它,江苏
非常好看，期待第三部,广东
很燃哦！可以去看看！,无法获取
很好看 比较励志 可以带小孩子看的 剧情发展也可以,陕西
好看，推荐，为什么看的人这么少，全程热血高能的好片，真心推荐大家去看下，很励志！！！,河北
就很棒呀👍,上海
＃雄狮少年2＃延续前作精神，舞狮场面震撼人心，角色成长励志感人。影片通过少年们的奋斗历程，传递出坚持梦想与信念的积极力量，画面精美，情感真挚，是一部充满正能量与人文关怀的佳作，值得一看。,广东
电影很好看，带给了我们一家非常多的感动，旁边的大叔一直抹眼泪，原来好看的电影会感动不同年龄段的人。虽然整个影院包括我们全家只有六个人，但是看完大家默契的久久没有离去，直到看完了片尾。影院的几个保洁一直好奇观望我们，估计她们也在好奇电影都完了这些人怎么还不走！《雄狮1》我也看过好几遍，第一阿娟虽然也是主角，但是他和阿猫阿狗共同完成了自己的梦想，当了自己人生的主角。《雄狮2》更像是一场绚烂的梦，看完我们每个人都想做阿娟，但是在生活里，我们大多数人其实是阿猫阿狗。,甘肃
雄狮一的时候就觉得非常好看，雄狮二我觉得更加好看！剧情虽然不算新颖，但是毫不拖沓，故事讲述的很好很清晰，动作戏也是非常精彩！虽然主要是讲格斗，但是舞狮的元素也是贯穿整个电影的，尤其是最后的升华，草的背后是一头雄狮！燃爆了！,重庆
比第一集好看。画面和分镜都比第一集有进步，动作设计可以说是第一梯队了。配乐也是很适合，很燃。,四川
带小学生去看的，挺励志，剧情还是比较燃的！,上海
沉默的阿娟。一次又一次站起来的阿娟,广西
国漫，你让我看到了希望啊！非常非常非常好看,山东
会说故事，立意好而不烂煽情。舞狮和传武结合非常令人感动，音乐出彩！,广西
"🌟 推荐
好看好看！！ 推荐！
虽然电影营销差点，但是真的比某些光靠营销出来的电影好看一万倍！！
导演很用心！！ 很多点子相互辉映！",陕西
"大家都去看 简直燃到爆炸 第二部比第一部更加有深度 bgm简直了 相信中国动漫！！
🌟 推荐
🌟 推荐",四川
可以回看第一部了 好电影 值得一看,无法获取
超好看 剧情很燃 看哭了 太喜欢雄狮少见了 希望有第三部 加油,新疆
好看好看好看，强烈推荐，值得一看,广东
今年最好的中国电影，既有格局，又弘扬文化故事精彩感人。东州市动作是非常动作是非常专业，用心了,广西
"🌟 推荐
近期看的最好看的国产动画电影！

🌅 画面
非常浓郁和经典的设计颜色，比较统一。形成和第一部的和谐风格。


🎉闪光点
非常有特色的风格，剧情也都不错！",广东
我觉得3d建模真的没的说，太真实了视觉效果拉满真的好好看！虽然舞狮不再是主线但是舞狮精神贯穿整个故事，剧情节奏也很好整个故事非常精彩,四川
流畅，动作不错,四川
理解不了这画风,重庆
相信很多人都有看过评价，很多不好的，还有说眼睛的，个人认为，其实这个不重要，建议观看，我认为很值得,广东
"被低估，质地不错，是目前看过今年最好的院线电影之一。
流畅，故事、剪辑、动作、音乐都很流畅。",北京
当年的雄狮少年再一次向命运发出呐喊！,广东
不说了，作为雄狮少年1的粉丝，我今年的年度最爱电影又有了！2相比1画质提升了一个档次，虽然仍然是猜得到剧情的简单故事，但仍不妨碍导演把故事讲得好。永远为主角的成长热泪盈眶，永远热血永远年轻，野草又可以再奋斗三年了！永远不要忘记心里的那声咆哮，去做一头雄狮吧！！！,四川
很励志很好看,陕西
真的太好看了 剧情热血 非常期待下一个作品 不是托 是真的好看啊,河南
近几年觉得最好看的一部国产动画片了，不要被带节奏，说什么***了，人物的刻画生动形象，草根逆袭成为格斗强者一路走来不容易，可惜整场电影只有我跟我儿子两个人看。强力推荐，希望更多的人一起支持,福建
超级好看，很刺激打戏，超级好看,山东
太好的电影了，感动，这些现实的处境，用动漫的方式讲述了艰难。,福建
书读少了 说不来 但是很值得看 配上最后张韶涵的歌 满满的感动 每个人都会看出不一样的感觉,云南
没啥多说的，确实好看,甘肃
非常好，一如既往喜欢这个系列,陕西
看雄师少年，兴中华文化,北京
超级好看 1 和2都看了的 强烈推荐 希望能有第三部 朋友们可以去看看,四川
虽然剧情是老套剧情，但以这样的精良制作把一个老剧情讲好，也足以看到他们的用心，我觉得认真看的人，故事也会讲进心里了，真的值得一看！,湖北
"很不错 看过1特地来看的2 剧情画面都很不错 很燃很享受！全程看得我很激动啊！！
",江苏
"这部电影，让我感觉到希望，永远都在。这是一个突破点，不是说想做就可以真的做到，需要一个突破点，预感，一个小小不起眼的东西，它都是非常强大的，预感，但是坚持的精神也是非常值得敬佩，学习，困难，希望，奇迹，我通过电影看到了这些。非常满意，值得观看😁😁
🎉闪光点",陕西
剧本不错，若是月亮还没来，路灯也可照窗台。若是圆满还没来，遗憾也可作留白。若是重逢还没来，锦书也可寄衷怀。若是机遇还没来，跬步也可登高台。若是掌声还没来，自己也可多喝彩。,广东
还可以，不错,广东
挺不错的，特别是音乐,河南
很好看 特改好,江苏
比第一部更好看！！！！！！画面精致了不少，剧情也很不错，燃！,安徽
声光影像的设计犹胜前作，剧情不似1那般纯粹，但直击现实，故事接着1继续进行，也因而整体贯穿了一种悲戚-热血的基调。虽然总体观感略逊于1那种三段式、热血少年的“老套故事”（半步神作！），但至少后1/4、半个钟头的高潮依旧爆发力十足，三分悲愤、三分悲壮、三分热血、带一抹凄凉，小人物的奋斗与命运、大环境的压迫与固化，不同的行业中、每个人的生活里皆是如此！在这一点上2确实往深了琢磨了……只能说续集难做，看着也可以了hhh只是——“希望能让雄狮少年继续舞狮！”（如果有第三部的话嘿嘿）,青海
超级无比好，小人物也有属于自己的那份奇迹，小人物也能成为自己的雄狮,内蒙古
非常好，喜欢！,广东
"年度最佳！
",无法获取
知道上映后第一时间带着儿子去看了，良性推荐，故事情节，拍摄手法，细节都处理的很到位 ，期待第三部。,四川
剧情很用心，就是男主的名字可以改一下吗？,天津
好看好看  我是第一部的粉丝,云南
"前几年就是被网上风评害了  这个系列拍的太好了很细节很用心有共鸣 完全进入电影的节奏之中，励志 现实  残酷  真实 节奏不拖塌没有多余情节，让人想一直看主人公的故事发展，电影的情节转场也非常丝滑寓意深刻可以给一些我说的的是一些不包括所有人那些看惯了标准美化的建模的人。  第一次写这么长的评论  希望大家可以一起支持一下这个系列真的很不错
🌟 推荐

📚 剧本

🌅 画面",安徽
想夸的地方太多了，这几年看过最好的3D动画电影。国际一流水准🫡叙事内涵和美学表现的巅峰结合。问就是去看…！希望雄狮走向世界,湖南
满分💯 第一季第二季都看完了,山东
真的绝了，剧情，配音，画面，燃起来了，太感动了，谢谢导演，希望有第三部,陕西
砺志热血，不负“雄师”！,广东
剧情依旧稳定发挥，太燃了，好激励❗,四川
"年度最佳，能黑这部国漫的真想不通是啥心态，像流量想疯了吧，年度最佳！阿娟就是很帅！不用附和任何人！I AM WHAT I AM !
就很棒！",陕西
好看非常的励志,江苏
"1 就是被我轻视了，没去到影院，后来平台上了才看，原来自己错过了这么好的片子，2 已经三刷了，太爱阿娟阿猫阿狗，还有他们身边的人！看到 2 里阿娟阿猫阿狗都长大了，超级开心！会在他们开心的时候开心，会在他们受委屈的时候忍不住哭😭
人生就是不断的上山落山，山顶也有很多个，只要心中的鼓点响起，我们都是一头雄狮，攀过人生一座座山！期待 3！",安徽
加油！！！！,无法获取
我看过最好的格斗电影，它甚至是一部动画片,湖北
内容剧情非常精彩，打斗丝滑爽感，非常值得推荐的一部电影,广东
🌟 推荐 真的很好看,江西
"非常励志的片子！
希望每一个平凡渺小的我们都能在破败不堪的生活中缝缝补补后，依然能去迎接新的挑战！",云南
看完啦，还可以，国漫崛起。第一部没看过，想去看了,广东
好看，国漫越来越好看了,辽宁
真的是一部好电影，值得去电影院买票。,江西
剧情不拖拉，整体是精彩，差点就流泪了，票价值了，本来想看片尾的彩蛋，但是彩蛋很早就出来了，却不知，坐到关灯（尴尬[尴尬]）,广西
电影非常好看，但是新街口印象汇万达影城千万别来，号称4D特效，一到打斗戏就给你摇来晃去，更**的是动不动就大风扇吹风，拜托这是冬天啊！！！室外气温都快零下了你给我吹凉风？？？一场电影下来都快感冒了。,江苏
雄狮少年2电影很不错，普通人物的成长故事，很感人，值得一看！,北京
不失所望，超好看！还是那只雄狮！！！,浙江
好的地方做的特别的好，尤其是最后，真的太惊艳了，其他小瑕疵不影响，不要被网上别有用心的人带了节奏,重庆
近期看过最好的片！音乐做的很好！！整个电影的节奏也很不错！情节合理！！明天就去二刷！！,四川
"我父亲就是舞狮的，北方狮子🦁。第一部我们作为家庭教育片，和孩子一起看。这一部也是。
孩子能接收到那种雄狮的力量。
有些人，一直在意什么***人云亦云，一点分辨能力都没有，可悲。
",河南
太好看了，2024年度最佳,上海
雄狮少年每一部都值得观看。影片好感人，资不抵债，房子被拍卖，成为老赖，坐不了高铁，生不如死。千万不要有金钱风险。格斗被人陷害。看的想哭。影片有上海方言，让我有回家乡的感觉。母亲小时候也是为了家庭，辍学去上海打工。可是她一直想回徐州。比赛现场惊心动魄。看的大喘气。卖咸鱼，拔罐，我喜欢这些工作。开饭店说是大事，民以食为天，真好笑。他气急败坏，砸鱼缸，更好笑。永远喜爱，敬重中国的舞狮。舞狮少年，真是好电影，值得观看！,江苏
给我一种神似周星弛的少林足球的感觉，总体来说还行吧，，剧情大概能够想到，反转也还行，祝平凡的人有一个不平凡的人生吧🫡,贵州
非常出色的一部电影，故事情节感人，励志，情节丰富，很接地气，孩子也喜欢看，非常有意义，一定会看第二次,广东
《雄狮少年2》是这几年国产动作片，拳击片当中完成度最高的,广东
第1次评论，雄狮少年，人生百态的讽刺到位，封神,无法获取
"比第一部更好看 
热血国漫！",无法获取
"拳拳到肉，动作连贯，如果不看脸根本看不出是动画片，除了精彩还是精彩，看完后感觉自己也行了
🌟 推荐

🌅 画面

🎉闪光点

📚 剧本",湖北
个人非常喜欢很励志的一部电影虽然现实生活中不一定是这样，但是很值得鼓励这样的一个行为。尤其是最后把传统武术的技法发挥到淋漓致尽。虽然只是一部动漫电影，但是很值得我们爱好武术，拳击，搏击类的人群看一看。值得推荐的一部电影。,江苏
"真挺好看的，果然中国最好看的是动画片。
其他电影真是烂。",福建
强烈推荐，没想到国产动画能这么好，配乐中的rap超级赞,湖北
国漫由神到人，值得观看。,辽宁
"年度最佳，真的看哭，多么热血的雄狮少年气啊，这应该就是对我辈青年的期待吧。
另外“仰天大笑出门去，我辈岂是蓬蒿人。”翻译成“I AM WHAT I AM”真的是信达雅了，神来之笔。",江苏
首先镜头画面切换的很好，流畅，故事情节也非常饱满，很多升华的地方，看得出来导演以及创作者的用心，贴近现实，很好看,江西
剧情非常好看，让人看得热血沸腾，真正可以感受到中国武术的魅力，而且最后张韶涵所唱的无名的人又是给人一种震撼，歌曲唱尽了阿娟在大城市生活的艰辛，让人感受匪浅,江苏
没想到还会有第二部，依旧是水准极高之作！制作精良，故事扎实！这正能量弘扬国粹的作品被人黑成矮化国人的作品真不该！,广东
剧情感人，孩子第一次看这部电影，没看过1，不影响正常观看。配音和配音都非常不错。还想二刷,河北
好看，值得三刷！,福建
就像祖国 就像每一代 就像国漫  就像身边  就像生活 就像自己 就像我们中国人  雄狮少年，雄狮中国 国漫崛起,四川
这个太棒了，完全是我的心头好呀，给大家疯狂安利,四川
很好的本子啊,广东
和第一部一样好看，燃起来了，期待下一部，期待期待期待,四川
黑子们都是没看过电影的,安徽
超级推荐，阿娟向前冲！,福建
我女儿真实观后感:遇到困难要坚持不要放弃！这么好的片一定要延续下去再拍下一部，下一部一定会继续来支持！！！好片冲上去啊啊啊！,福建
真的好看，告诉我们做人要有梦想不能中途遇到挫折就放弃，阿娟的精神值得我们学习,广东
真的很好的电影，期待3,广西
"看到普通人想在大城市扎根特别的不容易，好看非常的励志，看到万恶的资本家，拿捏一个普通人是件多么容易的事情，只有自己变得更强大才能更优秀更勇敢，非常的推荐冲冲冲
🌟 推荐

😂 笑点

😭 哭点

🎉闪光点",河南
挺好看 剧情饱满 画面逼真，动画效果好，,江苏
绝了 特别好看,山西
"第一部错过了第二部必须补上！
导演是会拍的，很多意象，就是中国人都会懂的那些象征，不用任何台词，镜头一切就点到了，真的很棒！虽然是走武打老电影的经典套路，但展现了很多现实困境，很多老祖宗的智慧通过情节和功夫这些细节也融在其中，编剧可以的！永远被草根逆袭的热血故事所打动，张韶涵唱出了和毛不易不一样的味道，但同样动听。
感谢主创团队没有因为莫须有的污蔑而退让或者放弃，你们的坚持为打破和覆盖原有的西方对中国人的刻板印象做出了自己的努力，西方历史上对中国人是**不是因为眼睛小不好看，而是因为他们高人一等的优越感，不会因为我们都割双眼皮染黄头发而有本质改变。
美不是仅有漂亮、年轻，还有美好、善良、勇敢、坚强…阿娟和电影中每一个为自己争一口气，挣扎向上的普通人。他们的美，穿透看起来不漂亮、不华丽的外表，直接触碰到每个观众的内心，打动和鼓舞着每个平凡的人。这正是中国动画人尝试覆盖西方原有不好的刻板印象的第一步，也是打破西方和日本在中国青少年阶段通过动漫而影响审美的第一步！作为一个美术生、插画师，我敬佩你们的勇气和野心！
期待《雄狮少年》第三部，也期待中国动画的新佳作！！！
",广东
"现阶段
中国3d动画电影之最
最帅气的
最勇敢的
最克制的
最浪漫的
最有魄力的
最有中国武术乃至中华民族魂魄的

3d动画电影标杆

(重塑主导话语权：让大家知道所谓“***”角色是 长期处于他人**下的自我变相审查 是一种扭曲的自卑的压抑的情感所带来的愤怒 用他人的错误惩罚同胞 每天被 假性“多元化”引导 是时候让世界看看 “多元化”该怎么写了 就像上次我们讲怎么尊重别人)",辽宁
太好看了啊啊啊啊啊啊国漫崛起 绝了 喷***的 看来再说 真的交给时间吧,四川
你们到底在质疑什么啊黑子,甘肃
被第一部深深震撼的观众，迫不及待看第二部，没有失望，只有惊喜。只要心中的鼓点响起，即便生于野草，亦能活成雄狮。无论是弘扬传统还是国漫的角度，都很令人称奇，诚意满满的新作，值得一看！,广东
很好看，挺燃的,广东
好看，打戏精彩,广东
剧剧情很真实 很激励人心 很励志,广东
看完第一部狠狠地期待第二部，没想到第二部也是史诗巨作，太好看了，配乐插曲氛围都很到位很燃很励志又很现实，一定要去看,广西
非常好看 我带着我儿子一起看的 剧情很好 很有斗志 值得观看 ,内蒙古
非常热血好看,广东
期盼已久的第二部，迄今为止看过最好看的国产动画，无论从画面，武术动作设计，还是故事情节都很赞，大人孩子都爱看，孩子问还有第三部吗，期待😊,江苏
质量和剧情还可以，剧名应该叫雄狮少年2之拳击更好。,福建
这不止是这几年最好的国产二次元电影，同时也是这几年最好的国产电影之一，有可能就是今年最好的国产电影。不止是全程无尿点，而且还能让你在一开始本来有尿点还能硬忍2个小时。雄狮少年1遭遇了竞争对手的恶意黑，我们当初没有站出来维护它。希望雄狮少年2，我们不要再错过这部佳作。,广东
剧情好看 很南方 很广东,广东
必须得给满分，比1故事更饱满了,广东
第一部我在宿舍看，当时记得人物形象争议大，但我看了，很好看，我猜的到故事过程和结局，但我依然为里面的画面和音乐震撼，所以，第二部出来，我去电影院看了，没失望，很好看，有周星驰的影子，坐飞机时看的景，还有最后花开时真的又惊一把，让我眼前一亮，广州上海风格还是那么足，很热血，输掉的也很现实，如果赢了我也不会惊讶因为舞狮也要练武功的要有基础而主角不巧会而且有天赋所以后面为争口气再站赢也不见怪更何况一个作弊的人，我喜欢那奋斗精神即使小人物又如何，我对功夫的理解是自卫与守护，雄狮少年不单指舞师还有那奋斗努力向上的心...里面作弊的人故事也能从少许信息看到想了解他的过往，想下一次他能堂堂正正的和主角再打一次...唯一不喜欢的是第一次放的音乐片段，期待下一部的到来。,福建
必须好看好嘛！！燃炸了！！太好看了！已二刷！准备三刷！不看真的会后悔的！！,安徽
！！！满分！,河南
雄狮少年志如虹，踏风而行梦无穷。热血青春~天啦噜，动作帅到飞起，看的人热血沸腾！平凡现实又很励志，真的不错,广东
今年最佳，包的。,湖南
剧情跌宕起伏，振奋人心，情绪真挚细腻，题材贴近现实，情节十分感人，配乐全部精品，影片传达的雄狮精神非常励志，适合全年龄段。期待续作，国漫之光！,河北
好看，很棒的故事,山东
国漫天花板！没有之一！燃就对了！,重庆
"🌟 推荐
超棒的电影，bgm好热血，和第一部一样高燃，像野草一样坚韧，立意都特别好！其实一开始并不是太喜欢酱紫的人物画风，不过到后面越看越喜欢，电影的质量太棒了，超级励志的，直接粉咯，期待第三部。",湖南
非常好，三年没有白等，故事依旧精彩，值得一看，希望有下一步，加油,江苏
剧情可以，就是这里面人眼睛都有点***，看着有点不舒服,陕西
"非常好看，配乐振奋人心就是故事长时间不够，感觉节奏掌握的不是很好，感觉不如雄狮少年1的故事线完整。第二部主要讲阿娟学拳打擂台，说是传统武术，但总觉得在故事中体现的不明显，不像第一部的舞狮文化贯穿全局，可能电影里说的传统武术不适合擂台拳赛吧
但总体而言，动画制作非常精良，人物建模非常精细，带着妈妈一起去的，妈妈在电影中问这是真的吗
很好的一部电影-10分~",辽宁
"雄狮少年2✖️
功夫小子✔️",内蒙古
好看，希望热度越来越大,吉林
剧情很不错，带着孩子看的。儿子很是喜欢哦值得一看,北京
个人觉得雄狮1到雄狮2在体现现代绝大部份年轻人从(出社会懵懵懂懂甚至可以说白纸为零的经历到现实的残酷的一个成长)我觉得对于现代年轻人消除内耗以及励志的2部作品，很值得推荐！,广东
确实好看，没看够,甘肃
动画片，太无语了,广东
太好看了，人物内心细节，音乐，背景，内涵，都棒呆了，甚至比第一部还好看哈哈哈哈哈，阿娟太帅了！！！,四川
太燃了，看的我都想打拳了,河南
剧情环环相扣，打戏动作流畅，配乐恰到好处，支持国产动画！！！,新疆
很棒，剧情，动作，画质都很好今天看过最好看的一部电影很值得一看,湖北
好看 虽然最后的转折交代的有些仓促 但确实是值得看的片子,上海
第一部是在家里看的 第二部必须全家总动员 非常热血,四川
超级无敌好看！,广东
讲述的就是生活,福建
"本来以为二刷可能不会再被感动到，再看，擂台上依然热血，片尾依然感动。
人心中的成见是一座大山，任你怎么努力都休想搬动。
只要鼓点还能在心中响起，我们就是雄狮！",湖北
看得我血脉澎湃！！！要跳起来了,云南
很少评论电影，但真的很不错！,无法获取
特别好看 强烈建议去看 很值,河南
太燃了，完全超出预期，目前年度最佳！,四川
虽然剧情没有第一部那么惊艳，但是完全不影响这是一部好作品！好就是好，不要因为黑而黑。,甘肃
感动，必须要看。好看！！！！,广东
和第一部一样好看，真的很励志，仰天大笑出门去，我辈岂是蓬蒿人！！！期待第三部！,河南
期待第三部,福建
出去上班十几天，到家第一个电影就是雄狮少年了。之前第一部看的我热血澎湃，第二部以格斗为主，啊猫啊狗虽然配角多了，但是还是讲的少年精神。。。八错哦！,江苏
"特别喜欢的一个隐晦就是，有好几个镜头给了城市里各个地方水泥缝隙里长出来的杂草，就像那些来大城市找出路的年轻人，钢筋水泥筑成的城市本是不给杂草生存的余地，但是偏偏却长出了草，向阳而生越长越茂，纵使资本让挖掘机扫除他们，却斩不掉他们的根本
而且电影院的音效画面看的真的爽很燃",四川
一如即往的搞笑，励志，感人。10分推荐👍🏻希望会继续有系列作品推出。,广东
超级好看！！阿娟太帅了！！,福建
"😭 哭点
很好看的电影",云南
"超热血，第一部第二部都追了！！
",广西
太好看啦 1和2都很喜欢,云南
非常好看！国漫崛起！推荐推荐！,内蒙古
"好看
123456",黑龙江
美工剧情音乐国漫top1,广东
剧作层面是全方位退步，但因为第一部的剧作水平就多少有些问题，所以本身抱的期望不算高。最失望的是BGM也退步了，第一部的BGM水平是单独出一张原声实体专辑都没问题的，怎么这部拉成这样？剧情的每一次推进你都能猜到接下来的走向，属于最俗的那种，而且这个结尾写的非常投机，整体甚至还有跑题之嫌。不过励志题材现在很难出新，所以就看旧瓶怎么装好新酒。剧作层面唯一的优点就是比第一部更多了现实主义的厚重，以及各种意象和精神内核。第一部的叙事节奏极佳，而第二部延续了这个优点，导演掌控节奏的能力放眼世界也是一流的。因此即便在一个如此俗气的剧情下，也完全能硬控观众的情绪。打戏的运镜还有视听语言是真人电影级别的，所以我很期待孙海鹏后续如果能接一个好本子，会不会拍的很棒。最后不得不夸一嘴制作，渲染的非常精良，这几年没白等，都有点惊讶国产动画已经可以做到这种水平了。,内蒙古
"剧情挺好的，制作精良，打斗热血。
不屈精神，永远你要放弃，坚持就会胜利。
从住不起房子给爸爸看病，一步步成长，和朋友和师傅们，近期少有的好电影，动画效果也是相当可以。
看的还挺热血沸腾，带动性也很强，可以激动可以紧张，和舞狮一遥相呼应，零星点缀，挺好
挺不错的电影，推荐",北京
仰天大笑出门去，我辈岂是蓬蒿人,北京
绝对好看！要是再像上一部多些好听的插曲就更完美了！,海南
#电影雄狮少年2#延续了第一部的经典，国漫真的越做越好，故事情节紧凑，非常推荐！,上海
不好看，没有第一部好看，有尿点，关于真善勇不需要解释，还辟谣。第一部好看是因为：小城里岁月流过去，清澈的勇气。第二部还是很穷，但是每一个屠龙少年最后又变成了恶龙。,新疆
＃电影雄狮少年2＃ 好几年前看过第一部，知道有第二部的时候我甚至有些兴奋——主角大团圆的戏码固然让人兴奋，但是第一部结局颇具现实主义的反转却更让人记忆尤深。第二部以格斗为主线内容，叙事方式和镜头呈现都比第一部有长足进步。希望导演不忘初心，把故事做得更好。,广东
