comment,ip
"看完之后是真的觉得自己被之前的很多言论带的太有偏见。
第1部我就是带着偏见看完的，结果给我震撼到了，就除了画风，内容上没什么太多诟病的，但是我还是因为那些言论，没有给1好脸色[微笑]
后面去电影院看了第二部，我是真的无法再违心说雄狮少年2不好。画面内容，视觉效果，立意内核，武术动作，设计都太流畅了，太连贯太让人惊喜。特别是打戏的动作，我觉得非常有力与美，让人目不转睛
野火尽染少年时，蓬蒿不没雄狮志！！",广东
特别好看，特别燃！,山东
故事情节比第一部更流畅，节奏好，超喜欢,浙江
好看，值回票价,湖北
剧情超燃，特别好看，真的值得去看,江苏
延续第一部的激情与励志，故事结局虽然可以预测，但情节的反转“情理之中，意料之外”。配乐也很应景，音乐一出，燃起来了,福建
雄狮少年二真是一部非常优秀的电影作品，看一的时候很多对主角相貌的攻击，感觉都是没看过的喷子，电影里很多精彩的镜头都展现了中国的传统文化，光影还有画面都太美了，音乐也非常好听。擂台上阿娟对打感觉像是真人一样，拳拳到肉，剧情处理的也一点不俗套，有搞笑有泪点，很现实很热血的一部电影，小雄狮冲啊,湖北
国漫越来越好看了,上海
这个电影真的👆🏻不错，比垃圾商业电影木法沙狮子王好看十万倍！,天津
雄狮1还是偶然发现的，雄狮2果断去看了。国产动漫需要这些发展空间，非常励志,广东
"第二部依旧是这个味儿，将传统风格与故事丝滑结合。但相比于第一部的舞狮，这一部把重点放在了擂台上。雄狮真正意义上变成了精神，在体内低吼。这在最后小雨送给阿娟的立体卡片上体现得淋漓尽致，让人看了心潮澎湃。影片时不时透出的幽默感让人开怀大笑，比如格斗赛阿娟出场时凄凄惨惨的二泉映月，全场大笑。这次的故事发生在上海，无论是石库门老房子，还是城隍庙和锦江乐园，都是满满的童年回忆。

这次的动画效果更加精进，将画面动作细节到了每一处皮肤、关节，是更有技术难度的肉体搏击。动作场面尤为丰富，极具观赏性。看的时候我一度忘记了这是一部动画，细节逼真到令人发指。

或许《雄狮少年2》只不过是把少年该有的样子告诉了我们而已，毕竟我们每个人都曾是“少年”。少年或许不一定是赢家，但他一定是愿意不断推石头上山的西西弗斯。电影也很温柔地给了那些走过少年时代的中年人，一个“再回首”的机会。张韶涵重唱了第一部的片尾曲《无名之人》，无比怀念。",上海
完全没想到这竟然是一部国产动画的水平，这剧情，这场景，这配乐，这节奏，这剪辑，完完全全可以跟好莱坞动画匹敌。无论是比赛中的武打动作，还是草缸里的内容，亦或者是路人的不同方言，都能感受得出电影团队下了很大的功夫，研究了很多细节。动画场景和人物也非常的真实，天空中的雨，主角流下的汗，被拳头击中后的身体变形，都渲染得非常的逼真。故事也非常的耐看，尤其是反转过后主角的行为，看着热血沸腾。这片子大大超出了我的意料，太喜欢了，还会再次看的！,广东
比起第一部有很大的提升，剧情画面都不错，好看,福建
非常棒👍好看！可以带娃看！,四川
非常棒，很充实的两小时,四川
相比第一部，剧情太单薄了。可能是期望太高导致，及格吧。,江苏
#电影雄狮少年2#这虽然是动画电影，但满足我对武打片的所有想象，可以用酣畅淋漓来形容我的观影体验，在我心里绝对是top级的国漫电影,江苏
对于这样的国漫，冲就行了,广东
"🌟 推荐
这次不管怎么说 配乐 剧情 人物等都让我很喜欢！还带一些搞笑（配乐好好听）
第一部讲舞狮，第二部讲武术“舞狮是要学拳的”
外练筋骨皮，内练一口气",广东
好看，励志，老少皆宜,陕西
剧情有搞笑，有泪点，到最后彻底燃烧起来，让人汹涌澎湃！动画细节做的行云流水，关于爱情的线和第一部一样懵懵懂懂，像极了曾经的青春时期的我们。关于人物造型这块，***比第一部有所优化，我觉得就是个人的艺术风格问题，犯不着讨论的民族有没有自信心这些问题！,湖南
很不错，很励志，很好看,上海
这才是好电影，是给人力量的电影，终于补上了1的票，支持你们！,四川
满分神剧，画风精美，武打精彩，剧情推进流畅且紧凑，文案也有深度，本来带小孩去看的结果自己看得津津有味。,广东
太精彩了！目前看过最好的动漫电影，逼真写实！动作超赞,广西
"剧情非常好看有反转 强力推荐这部电影 虽然人物建模丑了一点 但是内容非常优质 外练筋骨皮 内练一口气
🌟 推荐

🌟 推荐

🌟 推荐",广东
有笑有泪，故事不错，节奏音效都很赞。难得有一部值得推荐的电影。期待第三部。,江苏
剧情挺好的，武打动作设计也很细节。传达了一种在残酷生活中对希望和美好的坚守,湖北
好看的，不过没有第一部这么惊艳,四川
最好看的电影，没有之一！！！,四川
太好看了，太燃了,重庆
再也不买中午的票了，睡过头...,重庆
"🌟 推荐
适合大人小孩举家前往观看
太燃了 配乐也好听",上海
好看！这一部很真实。表达出了现实中的一些常见伎俩与手段，你企图用舆论的压力编造一个假的故事去毁灭别人，早晚有一天自己也会毁在舆论的压力之下。不管什么时候都不要忘了自己曾经来时的路，不要越走越远，有一天都忘了自己是怎么走到这的。,内蒙古
非常精彩，宣扬传统武术，弘扬中华文化,上海
非常好看，我在电影院看过第一部，深切感受到电影的力量，没有网络上说的那种唧唧歪歪的谣言，只能说沧海遗珠终会被发现,广东
实属精品，太细致了,北京
#雄狮少年2#，带着孩子一起看的，全程高燃，没有什么拖沓的剧情，孩子也看得很认真，非常励志的一部电影，正是代表了我们中国少年坚强不屈的精神，推荐带孩子去看。,浙江
我自己感觉还不错，值得一看，但是对于其他人来说有点不是那么完美，对我本人来说瑕不掩瑜吧,海南
"不比第一部差，挺棒！剧情,制作，立意都很好。大人找回初心，小孩受教育。",四川
很燃，带小孩看不错,浙江
我不懂大家为什么要因为***而全盘否定一部作品，这部作品从故事，人物成长刻画，分镜，音乐，建模，真的都非常棒。里面人物的长相也是非常多远的，而且我觉得所谓的***也很有审美的，阿娟非常帅..老天爷啊请苍天辩忠奸，这部我会二刷的，中国动画人加油！！,北京
很好看的一部电影,广东
广东和上海IP的可以闭眼入了,北京
好看好看，推荐噢！剧情很精彩,广西
"#雄狮少年2 超超超好看🥹
“生于野草，活成雄狮”
​  我要给所有人强烈推荐这部宣传传统武术、剧情内容超级抓人、电影画面穿插丝滑、叙事感特别强的国漫《雄狮少年2》！还有电影里的每一段rap，真的特别用心特别好听，和画面的适配度真的特别特别好！
​  第一次遇到雄狮少年，是在高三高考前的12月，再次和阿娟相遇，没想到就是大三的12月。说来真的也很有缘分，我在21年12月深深地被这部电影一幕幕一声声感动，“无名的人啊，我敬你一杯酒，敬你的沉默和每一声怒吼”（当时是毛不易唱得《无名的人》）“仰天大笑出门去，我辈岂是蓬蒿人”“木棉花，也是英雄花”……每一个看过第一部的人在看到第二部的一些片段，我想一定会被再次触动，被属于阿娟人生中平凡但是动人的一幕幕感动。
  ​如今，我又被第二部中描绘传统武术的画面深深吸引。无论是在看第一部之前，我对舞狮完全不感兴趣，还是在看第二部之前，我也完全不看拳击比赛。但是制作这个IP的制作组，拥有一种魔力，让你也能爱上传统、爱上扎根于我们文化中的那份魅力、热血。我相信每个人看完都会喜欢上阿娟，因为在这里、男主的人生从来不是爽文，有的只是不屈的意志和野草的韧性。",江苏
＃电影雄师少年2＃ 《雄狮少年》也是让我热泪盈眶的优质国产动画 ，不在意***的争议 ， 剧情、 配乐 、情怀都打动了我 。那些刻意致敬经典港片的桥段也让我会心一笑 ， 好的电影是会穿过争议直达人心的 。,江西
"电影#雄狮少年2#值得看的原因
1.  励志：主角们在面对困难和挑战时展现出的不屈不挠的精神和积极向上的态度。
2.  友情：友情元素让人感受到团队合作和相互支持的重要性。
3.  文化传承：《雄狮少年》电影通常融入了丰富的中国传统文化元素，如舞狮等，不仅增加了电影的观赏性，也有助于传承和弘扬传统文化。
4.  视觉：作为一部动画电影，其精美的视觉效果和流畅的动画技术也给观影留下了深刻的体会和享受。
",吉林
真的很好看，哈哈,上海
剧情非常好呀，,广东
#电影雄狮少年2#影片中的格斗场面精彩纷呈，阿娟在擂台上的每一次挥拳、每一次跳跃，都仿佛在诉说着他对生活的抗争和对梦想的执着。特别是他运用舞狮脚法击败对手的那一刻，更是让人眼前一亮，感受到了传统文化的魅力和创新的力量。这种文化传承与创新的精神，无疑让我对文化自信有了新的认识。,湖北
不负期待，非常好看！,广东
努力的人总是会有收获的，高中的时候看了第一部，现在大学了，看了第二部，总是有少年的傲气和努力，真的超级好看,浙江
比第一部还好看，剧情比一自然很多了，阿娟阿猫长开了也更好看了阿狗倒是没怎么变，里面的每一个女性角色都好善良好喜欢，看了1再看2会更共情阿娟,广西
无论是剧情的立意还是故事节奏，都极其优秀。真正的国漫之光。有孩子的家长，一定要带孩子来看。,上海
超级好看，超级，这几年唯一一部想二刷的电影,上海
真好，各方面，弥补了第一部意难平,四川
太原市小店区,湖南
我想我是导演也会觉得委屈，然后用大声量的配乐去怒斥，愤怒就是创作的源泉,广东
太不错了，尤其是结局那段,河南
电影#雄狮少年2#作为一部动画电影，其精美的视觉效果和流畅的动画技术也给观影留下了深刻的体会和享受，很励志，很好看！！！,内蒙古
"外练筋骨皮，内练一口气，争一口气！
阿娟太帅了！",广东
背景音乐很好听，最后的片段很好看，极力推荐！！！,河北
非常满意棒极了,福建
画面很美，比1还好看，尤其后半部分非常精彩。配乐很燃，传统的文化还是动人,上海
适合一家大细看,广东
传承优良传统,青海
好看，很燃，期待3,广东
燃情满满，电影万岁，这才是中国人的超级英雄电影，期待，继续出好片，加油我们,广东
优秀的电影，非常值得一看！,辽宁
电影很精彩，小朋友全程目不转睛👍,安徽
看这部的都长点心。。第一部是因为什么被抵制。。第二部还不改。。还没有任何表述。。。,上海
很好看  挺励志的,安徽
麻烦想黑电影凭票发言。雄狮二真的太燃了，关于眼睛的问题，我的立场就是没有问题。我开始不再把妇女节叫成女神节因为那样如果这样做就相当于承认了妇女这个词令人羞辱的词。同理，我不认为阿娟的眼睛丑，也不认为身边长成这样的同胞们没有高尚坚韧的灵魂。去看看电影吧，看看国漫如何像诗歌一样巧用意向让你一次次头皮发麻地感动。,辽宁
店里空间非常大，环境氛围非常好，整个过程下来真的非常舒服,江西
真的很燃很棒！除了人物是卡通形象，其他的景物环境跟真实场景没啥两样，这也太牛了吧。内容不是传统的最后就能获得成功（冠军），但还是通过全体努力做到了弘扬传统武术的效果，我和儿子一起看的热血沸腾，大家都去影院看吧，冲！,上海
"非常好的片子啊 人无塑造生动 节奏感好 即热血又感人！ 尤其喜欢里面的张瓦特 这个人物非常饱满。加油国产动画！
🌟 推荐

🎉闪光点

🌅 画面",河南
一部非常好看的动画，就像雄狮少年第一部被人诟病被人污蔑但好的动画永远会发光。,黑龙江
包含了很多中国元素，各位不要被网络上骂电影的带偏放心冲,江西
太好看了，本来我身处感情，以及瓶颈的迷途，我看不清，我找不到自己的方向，从今往后我会努力训练，争取早日突破瓶颈,广东
很少有动漫电影是第二部比第一部更好看的，有对中华文化的弘扬，有对社会的讽刺，有对孩子的激励，建议带小朋友去观看，难得的好动画。,广东
好看，支持！,湖南
好看的，推荐。配乐也还行，就是它每次把那个rap的配乐放出来的时候我就想笑,江苏
非常值得观看,河南
虽然没有跟第一部一样热泪盈眶，但全程都很精彩，打斗很真实，也很有体验感，喜欢导演的叙事，喜欢那种明知道不一定可以成功缺一直坚持努力的认真。生活很苦，但依旧充满希望。,广西
剧情根据舞狮基础传武武术方面入手，主要讲第一部的主角阿娟走上格斗之路的故事。小人物的故事，但是给我的只有感动。画面非常精美，各种细节都让我震撼国漫的技术高度。另外希望不要再被网上黑子的话影响了，他们没有看过电影，攻击第一部的话语，依旧攻击第二部，人物形象只要对比就会发现导演组已经调整了很多了。另外，审美是多元化的，我们身边有无数这种“长得不好看”的小人物，但是人家依旧努力生活，坚持生活。雄狮2观影结束后是真的给我带来了非常大的生活动力，还有希望。本人是星爷的忠实粉丝，雄狮的内核有非常多的致敬星爷小人物的精神，真心推荐，希望国漫雄狮越来越好。（希望第三部可以从舞狮的鼓乐入手，宣扬民乐的元素，感谢真心推动发展电影和国漫的每一个人）,陕西
"人心中的成见是一座大山，山路望不到头，吹着麻木和漠视的风，困住了雄狮这部电影，困住了阿娟，更困住了自己。二刷雄狮2，扎根在我心中的野草生长得更加肆意。坚韧，并非不被击倒，而是在被击倒后，总能再次爬起来，只要双脚还站在擂台上，就能赢得希望。
         三年前擎天柱上的雄狮在三年后再次拨动了我的心弦，我看到阿娟每一次与生活交手，与命运博弈，看到他身上寄托着亲友的鼓励与爱，看到他的腼腆与羞涩，看到他的隐忍与坚毅，看到他与少女之间刚好的距离和摩挲的手指，看到摩天轮亮起的瞬间，看到他终于抑制不住的泪水和怒吼，看到他张开双臂迎接夹缝中的朝阳，聆听心跳和鼓声。
        我是无比享受的，极其享受的。享受每一个有力的音符，享受每一次直击心脏的震动，享受每一朵木棉花的盛开，享受每一声雄狮的怒吼。我再次走进影院的缘由，是直觉，是敏感而非麻木的，是热切的而非冷漠的，是电影雄狮少年余音绕梁和静水流深的力量。每一次发声都是渺小的，绵薄的，我宁愿蚍蜉撼树，也期许积露为波。
        阿娟！往前吧！带着你的梦！
       “敬你的沉默，和每一声怒吼。”
“仰天大笑出门去，我辈岂是蓬蒿人。”",山东
看看也可以，混个时间,湖北
画质好演技好,江苏
真的很值得一看，大家感受一下，支持一下。我等3,吉林
非常好的电影 值得观看,贵州
好看，励志，推荐带孩子看,山东
第一部看过就觉得很好看，第二部也非常不错,广东
相当燃  必须推荐,四川
仰天大笑出门去 我辈岂是蓬蒿人！,江西
第二部比第一部更燃更好看，,广东
好到我落泪，四刷预备中,北京
真的超级无敌好看，那种传统武术的魅力真的超级超级爱！！值得二刷的存在！！1是我高三看的！！终于等到2了！！！,广东
#电影雄狮少年2#，开场就挺喜庆，之前看过第一部，这次人物更丰富了，故事从舞狮到练拳，地点也变化到上海，方言好好听，陪娃一起看的，有励志效果，努力，一切皆有可能,山东
我连字幕都看完了！能不好看吗！,广西
超级棒 热血 而且从普通的草根一族角度来展开 真的很激励 鼓舞人心 现实生活中 这种有权有势欺负弱小的事 实在太多了 太多不公平了,上海
祝福阿娟，祝福雄狮，祝福每一位在当下努力拼搏活下去的人。,广东
和三年前一样，看了之后激励我前进，致敬所有“无名的人”,北京
在电影院看完雄狮少年2会让本来就后悔没在电影院看雄狮少年1的我更加后悔没在电影院完整支持这套系列#电影雄狮少年2# ​​​,广东
今天包场看的 非常精彩  拍的很好  绝对值回票价 可惜结局那个狗老板没给收拾了 应该给揍一顿才好,上海
非常励志，动画制作精美，很感人！,江苏
作为普通人观影，别的讲不出来，但朴素的情感共鸣喷薄而出不吐不快，哪怕只为了还有人在讲我们野草的故事，为了淹没在生活里的“我”在这两个钟头里再次被看见，它值得，我也值得,广东
剧情还是跌宕起伏，松弛有度，好爽。会二刷，别管网上怎么说，自己看了才知道有多棒,陕西
真的很好看，网上的人带节奏，亲自去看了以后真的很好看，还是不能听别人说，自己亲自去看一下就知道了我也不知道要怎么形容。画质很好。剧情也可以。有很多中国的元素。主角团每个人都有自己的性格雄狮一我也看过了。雄狮二没有辜负我的期望。很好看，每个人感觉不一样吧。有机会还是要自己去看一下的。,云南
好看，挺逗的。好玩，包场。哈哈。都来看呀,江西
电影很不错，情节紧凑，动作设计逼真，画面精良。因为没看过第一部，所以可能容易被片名误导。故事讲的是喜剧的内核，致敬了在大城市打工的每一个奋斗者，每天都需负重前行，失败是生活的常态。但是人总要有梦想，并为了梦想去努力打拼，就像周星星电影里曾经说过的一句话：人如果没有梦想，和咸鱼又有何分别？不知道导演是否刻意，电影也致敬了那条咸鱼。,北京
超好看。希望大家都去支持,浙江
挺好看的！希望能继续出这样的好电影！,广西
没有，非常好看,河南
"阳光灿烂的周日带儿子去看的，两个小时无尿点，全场一片正能量：剧情很励志积极向上，背景音乐及主题曲很燃，也结合了社会发展的复杂性，建议男孩子都去看看，虽然生活不易，心中要有梦想，野草又怎样，但凡机缘到了加上努力，总有机会成长为雄狮！少年强则中国强，仰天大笑出门去，我辈岂是蓬蒿人！
🌟 推荐

🌅 画面
😂 笑点
🎉闪光点

😊 演技

🌟 推荐",北京
一如既往的超燃，普通人心里的梦和故事，太赞了👍，BGM也都非常棒啊，推荐推荐～,广东
超好看！很值得,江西
希望票房再多一点，这样的好电影。不应该遭受这样的无妄之灾。,北京
超级好看 超级棒 ！还会一直喜欢,天津
太强了，太太太强了，第二部的剧情叙事和动画技术真的完成了非常的成长，大大地超越第一部。虽然讲的是格斗，但是和舞狮、传统武术结合得很棒。镜头语言非常好，这表现手法这流畅度……到底是谁在指点？！春风野火、破开的花骨朵、草丛中不眠的雄狮……阿娟还是那个温和澄澈又坚韧的少年，永远不要放弃啊！,广东
逻辑自洽，故事很励志，弘扬传统的中国文化最成功和热血了。运镜很好，意境和象征符号很有画面感。喜欢,四川
非常棒，国内动画现在做的很灵，不管光影特效还是身体线条都特别赞,上海
"我就一句话：

“我的辫子长在头上，诸位的辫子可是长在心中啊！”",海南
第一部要好看些，第一部的音乐也很好听，还有舞狮的元素很喜欢，和说粤语的感觉都很好，希望第二部还是用回舞狮的元素！,湖北
好看，入股不亏,广东
很难得的反应小人物的电影。很写实，适合小朋友看。我儿子三年级，强烈要求我给好评,广东
质量挺高，也挺热血，尤其是第一部《无名的人》响起的时候，非常推荐！！！,山西
#电影雄狮少年2#片子好看，作画特别细腻，并且打斗动作非常流畅。但是故事相对简单，就是简单的二元善恶对立，并且也很理想化。但是整体还是瑕不掩瑜，作为一个要兼顾到小朋友的动画作品，能达到这样子质量已经非常不错。,陕西
剧情流畅 音乐很燃 第二部阿娟的故事依旧感动了我 真的很棒很棒 打戏做得特别好 结合舞狮打拳🥊宣扬传统文化 小狮子冲鸭！！！,山东
很棒！！！全家去看,河南
很不错，剧情一般，但是打斗和画面真的帅很好看，打斗时的音乐真的很棒。能看出制作组真的很用心。,辽宁
因为角色形象不符合审美而错过精神内核这么好的电影是他们的损失，我是第一部舆论的“受害者”因为第一部***的舆论铺天盖地，以至于我对这个电影初印象一般，但是自从看完第二部预告里面的有我感兴趣的拳击题材，我去看了电影，真的震撼到我了，就连阿娟锻炼的身体肌肉状态都有阶段型态的变化，还有里面各种在拳台上出乎意料的剧情演出，真的很惊喜，我发现自己真的错过了一个好电影，错过了一个有想法的制作团队。等过年一定要把第一部看了！,广东
私心打一个五分，片中的rap太糟糕了，片尾翻唱的无名的人也不如毛不易唱的版本，配乐远远不如第一部，剧情还可以,四川
"雄狮少年1和2是少有的看过后给我力量的电影。
如果你也迷茫不知所措，去看雄狮少年吧，英雄花会指引你方向。
最近三年看过的动漫电影14-15部左右，其中国漫电影很多优秀作品出了后续，凭着第一部时的惊艳也跟着看下来了，但雄狮少年是少有的两部都让人很惊艳的电影。私心里希望同样的团队班底可以再出下一部。
实事求是的说，除了人物建模外，无论是情节还是画面细节或是内涵寓意，这部电影都是非常优秀的。这也是少有的想让我二刷的电影。
第一部我最喜欢的是与当地文化结合的位置，大佛头下的苦练。第二部更多是与第一部的英雄花和鼓舞人心的台词的呼应。电影里的画面很真实，片尾时的电影画面图片闪过，恍如真实的照片，日漫电影也有此感，雄狮少年比其更优秀在于实用主义的内涵融合了中国特色的意向代表小人物坚韧的野草，代表坚定意志的狮头，代表传统文化的舞狮与鼓点，片头水墨的色彩........
很荣幸能见证这部优秀的电影作品—雄狮少年1、2的诞生。也感谢阿娟见证了我的成长。第一部看的时候坚定了我要考公的决心，第二部时已上岸一年有余，重新扬帆起航全心全意为人民服务。
雄狮少年的力量独一无二，如果你也迷茫，相信英雄花会指引你方向。",辽宁
看过第一部，第二部依然很棒👍大人小孩都全程无尿点,广东
#电影雄狮少年2#非常值得推荐!还是很好看，画面也很好，有些地方我感觉都是真的，有燃点,广东
塑造了三场重磅格斗场面电影里的动作设计，想象力，打击感，流畅度都数一流，而由于是动画，不受限于演员的功底，更是完成度极高，而且没有违反物理定律。,重庆
仰天大笑出门去，我辈岂是蓬蒿人！带着孩子一起去看，剧情很好，孩子都很喜欢，依然值得推荐！,广东
我永远会为你泪目，阿娟,湖北
我想说 这个是国漫之光，因为第二部我回过头去看第一部，两部都让我热泪盈眶。是中华传统文化的传承的有力的继承者，导演和制作人是有初心的也是有民族文化脊梁的。希望更多小朋友，青少年走进影院，感受中华传闻文化的魅力，感受中华民族的力量。东方雄狮已经苏醒！,湖南
令人感动的作品，三年前也看过1，都很好，2也是给只看外表不看内在的人的一次回应，可以看出武术和泰国，巴西搏击方面都是有在认真刻画的，三年磨一剑，用心打磨的剧本，而且视觉体验极佳，拳拳到肉，难以置信的动画制作水平，只要心中的鼓点还在响起，一切都还没结束。,广东
少年感十足的热血片，剧情紧凑，高潮迭起，很好看呀！被网上不良评论害了，其实非常值得看的一部好片子，制作精良，国漫经典,广东
两个小时的鸡汤喝饱了,广东
为什么给5星🌟，是想有人看到。我看到很多人都说剧情很好，但是大家真的看懂了吗？国漫最佳？根本算不上！我其实是抱着主创团队会不会听劝更改画风去看的。没想到一样的宽眼距，***！剧情里看到一个日本空手道（长相极丑）被打败。结果还是因为我们打假赛才赢的？这段让我觉得非常**。更不要说电影里看似正能量的剧情里藏着非常多的小心机刻意**中国人。虽然主角赢了，宣传了中国功夫。可是不加上正能量的剧情框架能过审吗？那些被刻意写进去的小心机才是“他们”想要表达的！最后就是三大师傅的画风了！根本就不是人非常抽象。（一个像猪，一个像猴，一个像佝偻）你本身就是一部写实主义的动画，为什么在刻画人物的时候这么抽象？根本就是披着剧情的外衣，内核就是**中国人。这部片子应该还会有3。因为片子背后的资本本身就不是打算赚钱的，就是要潜移默化中国人的形象！只是外国势力文化攻势的经费而已！多少电影人国漫人费劲千辛万苦就是要扭转西方对我们的刻板印象！向全世界展示中国美！结果还被这片子**了都还不知道，还在说是好电影！他们看到了估计也会心寒吧！说回电影的本身拳击🥊，大家别忘了体育竞技西方国家才是最喜欢违规的那一个！,云南
等不来的彩蛋。,浙江
"仰天大笑出门去，我辈岂是蓬蒿人！
太帅了阿娟！野草那段我眼泪真是止不住的流，除开普通人动作稍显普通外，拳击手们的动作非常完美，一点也不卡顿，拳手们漂亮的肌肉和打斗完美的运镜，和看真实拳赛一模一样的炸，已牛出天际！！！！我这个拳击动画粉简直双厨狂喜，喜上开花！！！拳赛还能看到武术和泰拳，舞狮，后面还有融合更多派别武术的比斗，看得我简直爽麻了（能感受到些星爷功夫系列的一些传承）
有意思的是影片里一段舆论风波，简单靠媒体恶意剪辑以及黑水军就能把主角团的名声搞臭，和现实中第一部的风波如出一辙，那种窒息感扑面而来，令人沉默不语，但影片最后的的回复是：交给时间吧！
对于长行者来说，时间是最可靠的力量。
向阿娟学习，虽然他话不多，经常支支吾吾，但他是一个精神强大的巨人，是风向标，是领航员，以暴制暴却没有用一样的方式，而是选择狠狠撕开对方的伪装
这是一部真正在弘扬中华文化的优秀作品，而非令人厌烦的喊口号，假把式，起起伏伏的情节现实又合理，编剧很在线，制作团队真是太伟大了，哎，真是震撼啊",广东
太棒了，年度最佳。,辽宁
评分拉满，只为三年前咽不下的一口气,上海
挺不错的，剧情有,上海
画面好，剧情也不错，值得推荐。,广东
死去三年记忆再度攻击我,新疆
给人一种力量！满满的感动,甘肃
和第一部比差得太远了！剧情画面都不在一个档次,贵州
我和孩子都非常喜欢。走出电影院孩子一直在说太好看了。导演太厉害了,湖北
真正好的国漫,上海
雄狮少年，勇敢追梦，砥砺前行。,广东
除了对传统文化的表现还体现了应对对外来文化的反思，大人小孩都适合看。,天津
热血，坚持，有韧性且永不退缩，弘扬中华传统。虽然普通人如草芥，但是小草也拥有强大的生命力。野火烧不尽，春风吹又生。,福建
太好看了救命,山东
特别特别好看！！！制作团队辛苦了，动捕真的做的太好了！！而且剧情也很合理，没有传统草根英雄一战成名的狗血剧情。而且电影里的配乐都很贴近角色很好听！！！好几次都热泪盈眶了！！！好电影真的应该被更多人看见！！！都去看！！！！,福建
#电影雄狮少年2#刚去电影院看了，今年最好看的一部动画片。情节超燃，令人感动。对传统文化的展现更是淋漓尽致。配乐很有中国范，动作设计也非常的流畅帅气！,山西
剧情有反转，太热血了，值得一看，没有***,广东
"非常好看热血，草根反身，眼睛我觉得没有所说的那么夸张，也不是没有大眼睛可是在男主身上就是不好看啊，也不是非得像2D动漫一样眼睛必须就是大的，造型是挺重要的但是剧情也要好看啊，里面也有小泪点的我觉得好电影呢不应该就这样被盖上故意**的帽子，再说了难道现实中所以人眼睛就很大吗，也不知道咋想的能因为这个就被摸黑真的很生气，说造型我觉得阿娟的造型也是看到下去的。                          
       说回剧情方面电影是将舞狮和搏击结合的相对第一部来说舞狮元素相对有点少，可是也加入了中国的传统武术，上一次看到舞狮元素还是在网上博主朱铁雄看到的，剧情当中果然也是看到资本的力量和网络暴力的严重性，展示了现代网友不分青红皂白的攻击，剧情当中跟家里报喜不报忧真的狠狠的触动了",黑龙江
3年前被第一部惊艳！出了第二部一定要支持，虽然舞狮少年来格斗了，但一如既往地“奋斗”着。完整熟悉又有点老套的剧情，可是这就够了。不用故弄玄虚，天道酬勤，梦幻一些也没事了！,无法获取
很好看 很精彩 不输第一部,江苏
第一部很好看，第二部也没让人失望，期待第三部，还会支持,广东
好看好看，跌宕起伏又励志，孩子看完后要求二刷看第二遍，在电影院看很有感觉！另外，要有自己的主见，不要被网络舆论影响自己的判断！这样的电影值得一看！,广东
小草也有比天高的机会！加油各位！,河北
非常好看，看完酣畅淋漓，剧情上看爽了，格斗上也看爽了，好看！无需多言！,北京
超好看！！！,重庆
剧情上比起第一部感觉差了些，总体还行，值得去看的,江苏
特别好看！！,安徽
非常惊喜，打戏很强，建模没有网上说的那么离谱，不影响整体观感。,北京
剧情好看，人物的动作表情刻画的非常到位，非常值得推荐大家都去看一看，国漫可以做到这个地步，非常不错了！,河北
很喜欢1而且这部比1更好,河南
东西超级超级超级好看，非常的好看，大家都快去看，真的很好看，非常的燃，而且里面的音乐配乐也非常好。,重庆
非常好👍！,四川
