comment,province
剧情可以，对白也很符合当下,河南
垃圾时间……,
不是所有故事都得要一个尽善尽美的结局的,福建
宋佳再次塑造了一个性格坚强的女强人也有柔情的一面，片子中外表强势实则内心柔弱的宋佳是当今社会许许多多单亲妈妈的影子。宋佳的演技毋庸置疑！,山西
真的真的很好看！是一部很快乐但是有很有深意的电影，推荐女孩们都去看看👀,山东
好东西真的是好东西。,
"看了，就一女权电影，
笑了，谁爱看谁看吧。
大清亡了，男女平等，新世纪来了，宣扬女权了？",重庆
值得一看，很有意义,江苏
完全不知道在讲什么。,湖南
"剧里面茉莉身上的那种感觉给我很大的不一样，勇于表达自己，女性的力量
很推荐来观看影片",
“能让自己开心的 就是好东西”,山东
最好看的电影,广东
超级好看，值了.,
好看，推荐。,
好看，已二刷,云南
还可以，演员演技不错,新疆
挺好看的，演技不错。,辽宁
正常吧算是！,
电影不错，近几年算是比较好的,山东
一般般吧 没有多好看,江苏
很温和的一部电影 挺好看的,山东
剧情一般，不好看,
哇真的好好看 特别有意思 台词也特别好 真的建议每个女孩子都去看一下😊,
好就一个字，无须多言。,广东
一部人间清醒的电影！值得一看,四川
电影比较拖拉。主要讲的女性崛起。题材很好。但总觉得她们拍着拍着不知道该怎么拍了。后来乱码的感觉。我是女性，我也觉得女性独立，优秀。但，别一个劲说起来就想吵架。还行。有些话题真不应该在九岁孩子面前聊太欢。看完就觉得又是一部文艺生活片。没啥意思。,
一般般，不太好看。,
"这是一部成功的商业片，是我目前为止最喜欢的文字片。
  王铁梅是一个很大胆的媒体工作者，大胆的写作，略微有些粗心的带娃，勇敢的走着。很……潇洒。就像电影中一样——在灯光昏暗的巷子里，插着兜踩着平衡车。同时大胆的赶走了坏人！像王子一样！
 小叶是个很柔软的女孩。虽然小叶渴望爱、缺爱，但并不软弱，不乞求。虽然笨笨的，但是意外的坚强。我真的很喜欢这个角色！像是……一颗透明的橡胶球:你可以看穿她，但很难压破她，太过用力就会蹦蹦跳跳的躲开，再悄悄的看着你。敏感的她扮演着小孩的妈妈同时又扮演王铁梅的女儿。
这个角色太复杂了，像是凌乱的魔方，色彩凌乱却有迹可循。
  开始我以为会是王铁梅支撑小叶，后来才发现居然是小叶给王铁梅的力量更多。与小叶不同，王铁梅像是一颗黑色的海洋宝宝，你看不透她，但是意外的柔软，可惜这颗材质未知的海洋宝宝你却压不碎她，用力不精准就会从手中滑走。
  小马同学没有了做大做强的豪勇气概，但是我依然喜欢他——面容沧桑的文艺小生。哈哈哈……我很难把这几个字和当初的眼镜联系到一起，演的真的很棒！弱弱但有主见的小马同学虽然已经是个很厉害的鼓手了……还是弱弱的小男生。
  ",安徽
配乐好听 又哭又笑 转场效果佳,江苏
我很喜欢，但是文采低说不出什么哲理的话，只能说电影两个小时，我意犹未尽，很赞！,河南
很高级的幽默，喜欢,
可以，非常棒，推荐,重庆
花钱找罪受。,河南
难看至极，不知道咋来这么高评分。没看的不要来踩雷了抖音小短片都比这个好看。,江苏
很推荐，值得一看,
好好看，推荐。,浙江
"离异和前夫拉扯？
月抛成为社会风气主流？
不出国就是教育不良？",山东
很不错，剧情紧凑，有搞笑情节，也很感人，值得一看。,江苏
一般般，就是女主角颜值可以,
不好看！真的不好看！,湖北
很好看的一部电影。,浙江
还行，影片比较真实。,广东
太好看了，喜欢宋佳,
好片！！！！,浙江
"好看！
其实一开始还有点担心是不是那种打着女性主义旗号的宏大叙事。结果真的很接地气，电影是有看到并表达出真实的现实的女性困境。
而且一点也不枯燥😂在很多地方会有一种荒诞的喜剧，现实但不凄伤，有趣但不肤浅。
还有很难得的就是，电影不是在对困境的重复，其实也有提出对解决路径的思考。
最后从艺术的角度来讲，音乐也特别好听，特别喜欢猜声音的那个游戏，那些平凡的生活劳动里，其实是蕴含着充满想象力的对整个世界的诠释——但也恰恰是最被大家轻视的。
是一部很用心的有思考的电影，值得好评👍🏻",四川
还不错，可以,河南
都市，现代剧,
演员的演技太差呀！浪费钱,湖南
非常不错，全程笑点很多，孩子都看的很欢乐,福建
终于是以女性为主题开展的电影 女孩、少女和女人 每个阶段的女生都有各自面临的难题与困境 这部电影所传达的正是我想看到的 女生所需要的 女人拥有哭的权利 女人可以站在舞台上熠熠生辉也可以坐在台下当一个好的观众 她不是铁做的她可以在低谷时哭泣 颓废这是每个人生来就拥有的不值得别人去诟病 小叶因为家庭的创伤导致她爱情观的偏差这是很多女生面临的问题我宿舍有个女生之前抱着我哭问我她经常哭是不是很烦 在我看来不是的 女生的眼泪弥足珍贵 对身边事物有敏锐的感知能力是与生俱来的天赋 是上天的礼物 在她们是一个女儿、妈妈、朋友等身份之前 她们首先是个人 在中国女性议题从来不被重视 卫生巾、拐卖妇女等等丑闻层出不穷 可是这些作恶者从未受到制裁 更有女性为虎作伥 如影片里所展示的 王铁梅为女人发声 可是骂她的人里竟有大多数是女生 我猜测这才是让她难过的原因之一 但这也不能完全怪她们 她们在生活中被pua惯了 所输出的思想实际上是男权主义给她们输入的东西 也许多年后她们回看这件事 会发现当初自己的错误 最令我动容的还是王铁梅和小叶之前的感情 她们互相取暖 在这个女人难以立足的社会中挣出自己的一片天,浙江
我在一厅看的，坐的最里面靠边位置，隔音一点都不好，楼上KTV声音都听得见，体验感一点都不好,
没看明白，不推荐，都睡过一觉了,吉林
题材很新颖，剧中也有笑点，所要反映的内容跟思想值得深思,山西
看不懂 太烂了,辽宁
挺好吧，还行吧,
值得一看  无需多言,河北
值得推荐，谢谢🙏,浙江
"低俗~~
演技在线~
剧情烂得痕😡",吉林
《好东西》，好东西,
电影好好看，不错,湖北
很好看，很有立意，很值得深思，语言台词很幽默，演员的演技没有一个**的，特别是钟楚曦、宋佳演的非常好。,贵州
很好看的，剧情不错,四川
情绪价值拉的很好，很不错，值得推荐,
艺术成分很高，没有真正的对与错,
台词bu cuo,云南
不同的人他的价值观，人生理想都不一样，这片角度太小众了，并不是普遍适合大众，豆瓣9.1的分在个人看来虚高了。,浙江
剧情很真实，很好看，很能共情,河南
好看，很搞笑。,
好看挺好笑的,江苏
垃圾电影 分数买来的吧,江苏
还不错的吧哈,浙江
好看的画质有一点低,河北
好看死了 特别治愈,河南
值得一看 像是冬天里暖暖的太阳 看完感觉更爱自己了,山东
能住在上海确实比98％的大陆人要幸运了哈，虽然我也知道上海也不全是这么光鲜亮丽的，不是所以上海人都是能喝咖啡的小资，但最起码公众能享受到的娱乐文化精神方面的生活不是其他城市能比的。不说上海，就算是在我的老家和广州，看电影的观感质量就完全不一样。喜欢电影音乐的文艺青年千万不要随便放弃在大城市的生活执包袱回老家。,
又哭又笑，后劲太大了。大多女性在成长过程中被刺痛，然后又在其他人身上得到治愈或者是被自己治愈。词写得太好了，场景里一些细节非常有小巧思，强烈推荐去看啊啊啊啊,
什么**电影？传播是什么价值观念！如果这个社会都像电影一样这个社会就是不正常！,广西
剧情有趣，演员全程很有代入感,山东
有点故意打拳的嫌疑，有点故意贬低男性了，感觉里面就没一个正派的男性形象，搞男女对立；抛开上一点不谈，总体感官体验上来说还是挺有意思,重庆
拒绝对立，恋爱脑不是值得骄傲的事，所有事都比异性重要！,
非常好看，值得再刷好几遍,河北
"宋佳就是美！
节奏对白都太棒了！",福建
超烂超烂 看过最烂的电影,河南
"🌟 推荐
比跟预想中的一样，第一次看这种题材的电影，全片真的爆笑，也有泪点，攒攒攒",
虽然说没看懂但是还是值得肯定每一个人,浙江
电影说不上好看，但是题材比较新吧，以单亲妈妈为题，揭露了现代女性的不易和妈妈的不容易，教育意义比较好，还是比较值得看的。,四川
很好看，超级超级好看,山西
"值得看
真的值得看",
一点都不好笑,重庆
剧情很好，搞笑又有深度，值得推荐👍,河南
挺好的题材。,江苏
剧情太水，以标榜女性自由独立为核心主题，没有男人一样过的好，但没有深度只停留于台词表面，描写女性都很清醒，但是男性都是傻X，想开男性玩笑但有一种不知道男性是什么物种一样的陌生感，适合少众的女性群众观看（如果你小时候家庭不和睦，缺少关爱，向往独立自主可以看）任何男性不推荐观看，因为通过男性会看的云里雾里，不知道在说些什么,
演的好，能让人笑出声。,河南
真好看包真的,河南
可以退一半吗？,
是个不错的电影。,
作为一部女性向的影片，在看完之后我就预料到了一定会被很多男生喷，但是这也不可否认这是一部好影片，且具有不错的教育意义。很佩服女主洒脱的性格和教育孩子的方式。配角们也很写实。整体风格是搞笑而温馨的,江苏
很好看，比想象中的好看多了，还有点搞笑，不强行玩梗，不强行煽情，都恰到好处,江苏
思想开放一点的可以去看，还不错,安徽
还可以 一般般,
"剧情完美，值得一看
",湖北
非常好！台词写的特别有趣！有笑有泪，看到我了的影子，也看到无数女人的影子。我和朋友都觉得好看！,辽宁
剧情好看，也搞笑,河北
剧情可以，对白也很符合当下,
垃圾时间……,广东
不是所有故事都得要一个尽善尽美的结局的,福建
宋佳再次塑造了一个性格坚强的女强人也有柔情的一面，片子中外表强势实则内心柔弱的宋佳是当今社会许许多多单亲妈妈的影子。宋佳的演技毋庸置疑！,山西
真的真的很好看！是一部很快乐但是有很有深意的电影，推荐女孩们都去看看👀,
好东西真的是好东西。,
"看了，就一女权电影，
笑了，谁爱看谁看吧。
大清亡了，男女平等，新世纪来了，宣扬女权了？",重庆
值得一看，很有意义,江苏
完全不知道在讲什么。,湖南
"剧里面茉莉身上的那种感觉给我很大的不一样，勇于表达自己，女性的力量
很推荐来观看影片",
“能让自己开心的 就是好东西”,山东
最好看的电影,广东
超级好看，值了.,湖南
好看，推荐。,
好看，已二刷,
还可以，演员演技不错,新疆
挺好看的，演技不错。,辽宁
正常吧算是！,浙江
电影不错，近几年算是比较好的,
一般般吧 没有多好看,江苏
很温和的一部电影 挺好看的,山东
剧情一般，不好看,重庆
哇真的好好看 特别有意思 台词也特别好 真的建议每个女孩子都去看一下😊,
好就一个字，无须多言。,
一部人间清醒的电影！值得一看,四川
电影比较拖拉。主要讲的女性崛起。题材很好。但总觉得她们拍着拍着不知道该怎么拍了。后来乱码的感觉。我是女性，我也觉得女性独立，优秀。但，别一个劲说起来就想吵架。还行。有些话题真不应该在九岁孩子面前聊太欢。看完就觉得又是一部文艺生活片。没啥意思。,山东
一般般，不太好看。,广东
"这是一部成功的商业片，是我目前为止最喜欢的文字片。
  王铁梅是一个很大胆的媒体工作者，大胆的写作，略微有些粗心的带娃，勇敢的走着。很……潇洒。就像电影中一样——在灯光昏暗的巷子里，插着兜踩着平衡车。同时大胆的赶走了坏人！像王子一样！
 小叶是个很柔软的女孩。虽然小叶渴望爱、缺爱，但并不软弱，不乞求。虽然笨笨的，但是意外的坚强。我真的很喜欢这个角色！像是……一颗透明的橡胶球:你可以看穿她，但很难压破她，太过用力就会蹦蹦跳跳的躲开，再悄悄的看着你。敏感的她扮演着小孩的妈妈同时又扮演王铁梅的女儿。
这个角色太复杂了，像是凌乱的魔方，色彩凌乱却有迹可循。
  开始我以为会是王铁梅支撑小叶，后来才发现居然是小叶给王铁梅的力量更多。与小叶不同，王铁梅像是一颗黑色的海洋宝宝，你看不透她，但是意外的柔软，可惜这颗材质未知的海洋宝宝你却压不碎她，用力不精准就会从手中滑走。
  小马同学没有了做大做强的豪勇气概，但是我依然喜欢他——面容沧桑的文艺小生。哈哈哈……我很难把这几个字和当初的眼镜联系到一起，演的真的很棒！弱弱但有主见的小马同学虽然已经是个很厉害的鼓手了……还是弱弱的小男生。
  ",
配乐好听 又哭又笑 转场效果佳,江苏
我很喜欢，但是文采低说不出什么哲理的话，只能说电影两个小时，我意犹未尽，很赞！,河南
很高级的幽默，喜欢,河南
可以，非常棒，推荐,
花钱找罪受。,河南
难看至极，不知道咋来这么高评分。没看的不要来踩雷了抖音小短片都比这个好看。,江苏
很推荐，值得一看,江苏
好好看，推荐。,
"离异和前夫拉扯？
月抛成为社会风气主流？
不出国就是教育不良？",
很不错，剧情紧凑，有搞笑情节，也很感人，值得一看。,江苏
一般般，就是女主角颜值可以,江苏
不好看！真的不好看！,湖北
很好看的一部电影。,
还行，影片比较真实。,广东
太好看了，喜欢宋佳,江苏
好片！！！！,浙江
"好看！
其实一开始还有点担心是不是那种打着女性主义旗号的宏大叙事。结果真的很接地气，电影是有看到并表达出真实的现实的女性困境。
而且一点也不枯燥😂在很多地方会有一种荒诞的喜剧，现实但不凄伤，有趣但不肤浅。
还有很难得的就是，电影不是在对困境的重复，其实也有提出对解决路径的思考。
最后从艺术的角度来讲，音乐也特别好听，特别喜欢猜声音的那个游戏，那些平凡的生活劳动里，其实是蕴含着充满想象力的对整个世界的诠释——但也恰恰是最被大家轻视的。
是一部很用心的有思考的电影，值得好评👍🏻",四川
还不错，可以,河南
都市，现代剧,江苏
演员的演技太差呀！浪费钱,
非常不错，全程笑点很多，孩子都看的很欢乐,福建
终于是以女性为主题开展的电影 女孩、少女和女人 每个阶段的女生都有各自面临的难题与困境 这部电影所传达的正是我想看到的 女生所需要的 女人拥有哭的权利 女人可以站在舞台上熠熠生辉也可以坐在台下当一个好的观众 她不是铁做的她可以在低谷时哭泣 颓废这是每个人生来就拥有的不值得别人去诟病 小叶因为家庭的创伤导致她爱情观的偏差这是很多女生面临的问题我宿舍有个女生之前抱着我哭问我她经常哭是不是很烦 在我看来不是的 女生的眼泪弥足珍贵 对身边事物有敏锐的感知能力是与生俱来的天赋 是上天的礼物 在她们是一个女儿、妈妈、朋友等身份之前 她们首先是个人 在中国女性议题从来不被重视 卫生巾、拐卖妇女等等丑闻层出不穷 可是这些作恶者从未受到制裁 更有女性为虎作伥 如影片里所展示的 王铁梅为女人发声 可是骂她的人里竟有大多数是女生 我猜测这才是让她难过的原因之一 但这也不能完全怪她们 她们在生活中被pua惯了 所输出的思想实际上是男权主义给她们输入的东西 也许多年后她们回看这件事 会发现当初自己的错误 最令我动容的还是王铁梅和小叶之前的感情 她们互相取暖 在这个女人难以立足的社会中挣出自己的一片天,浙江
我在一厅看的，坐的最里面靠边位置，隔音一点都不好，楼上KTV声音都听得见，体验感一点都不好,四川
没看明白，不推荐，都睡过一觉了,
电影不错，近几年算是比较好的,山东
一般般吧 没有多好看,江苏
很温和的一部电影 挺好看的,山东
剧情一般，不好看,重庆
电影不错，近几年算是比较好的,山东
一般般吧 没有多好看,江苏
很温和的一部电影 挺好看的,
剧情一般，不好看,
哇真的好好看 特别有意思 台词也特别好 真的建议每个女孩子都去看一下😊,浙江
好就一个字，无须多言。,广东
一部人间清醒的电影！值得一看,四川
电影比较拖拉。主要讲的女性崛起。题材很好。但总觉得她们拍着拍着不知道该怎么拍了。后来乱码的感觉。我是女性，我也觉得女性独立，优秀。但，别一个劲说起来就想吵架。还行。有些话题真不应该在九岁孩子面前聊太欢。看完就觉得又是一部文艺生活片。没啥意思。,
一般般，不太好看。,广东
"这是一部成功的商业片，是我目前为止最喜欢的文字片。
  王铁梅是一个很大胆的媒体工作者，大胆的写作，略微有些粗心的带娃，勇敢的走着。很……潇洒。就像电影中一样——在灯光昏暗的巷子里，插着兜踩着平衡车。同时大胆的赶走了坏人！像王子一样！
 小叶是个很柔软的女孩。虽然小叶渴望爱、缺爱，但并不软弱，不乞求。虽然笨笨的，但是意外的坚强。我真的很喜欢这个角色！像是……一颗透明的橡胶球:你可以看穿她，但很难压破她，太过用力就会蹦蹦跳跳的躲开，再悄悄的看着你。敏感的她扮演着小孩的妈妈同时又扮演王铁梅的女儿。
这个角色太复杂了，像是凌乱的魔方，色彩凌乱却有迹可循。
  开始我以为会是王铁梅支撑小叶，后来才发现居然是小叶给王铁梅的力量更多。与小叶不同，王铁梅像是一颗黑色的海洋宝宝，你看不透她，但是意外的柔软，可惜这颗材质未知的海洋宝宝你却压不碎她，用力不精准就会从手中滑走。
  小马同学没有了做大做强的豪勇气概，但是我依然喜欢他——面容沧桑的文艺小生。哈哈哈……我很难把这几个字和当初的眼镜联系到一起，演的真的很棒！弱弱但有主见的小马同学虽然已经是个很厉害的鼓手了……还是弱弱的小男生。
  ",安徽
配乐好听 又哭又笑 转场效果佳,江苏
我很喜欢，但是文采低说不出什么哲理的话，只能说电影两个小时，我意犹未尽，很赞！,
很高级的幽默，喜欢,河南
可以，非常棒，推荐,重庆
花钱找罪受。,河南
难看至极，不知道咋来这么高评分。没看的不要来踩雷了抖音小短片都比这个好看。,
很推荐，值得一看,
好好看，推荐。,浙江
"离异和前夫拉扯？
月抛成为社会风气主流？
不出国就是教育不良？",山东
很不错，剧情紧凑，有搞笑情节，也很感人，值得一看。,江苏
一般般，就是女主角颜值可以,江苏
不好看！真的不好看！,湖北
很好看的一部电影。,浙江
还行，影片比较真实。,
太好看了，喜欢宋佳,江苏
好片！！！！,浙江
"好看！
其实一开始还有点担心是不是那种打着女性主义旗号的宏大叙事。结果真的很接地气，电影是有看到并表达出真实的现实的女性困境。
而且一点也不枯燥😂在很多地方会有一种荒诞的喜剧，现实但不凄伤，有趣但不肤浅。
还有很难得的就是，电影不是在对困境的重复，其实也有提出对解决路径的思考。
最后从艺术的角度来讲，音乐也特别好听，特别喜欢猜声音的那个游戏，那些平凡的生活劳动里，其实是蕴含着充满想象力的对整个世界的诠释——但也恰恰是最被大家轻视的。
是一部很用心的有思考的电影，值得好评👍🏻",四川
还不错，可以,
都市，现代剧,江苏
演员的演技太差呀！浪费钱,湖南
非常不错，全程笑点很多，孩子都看的很欢乐,福建
终于是以女性为主题开展的电影 女孩、少女和女人 每个阶段的女生都有各自面临的难题与困境 这部电影所传达的正是我想看到的 女生所需要的 女人拥有哭的权利 女人可以站在舞台上熠熠生辉也可以坐在台下当一个好的观众 她不是铁做的她可以在低谷时哭泣 颓废这是每个人生来就拥有的不值得别人去诟病 小叶因为家庭的创伤导致她爱情观的偏差这是很多女生面临的问题我宿舍有个女生之前抱着我哭问我她经常哭是不是很烦 在我看来不是的 女生的眼泪弥足珍贵 对身边事物有敏锐的感知能力是与生俱来的天赋 是上天的礼物 在她们是一个女儿、妈妈、朋友等身份之前 她们首先是个人 在中国女性议题从来不被重视 卫生巾、拐卖妇女等等丑闻层出不穷 可是这些作恶者从未受到制裁 更有女性为虎作伥 如影片里所展示的 王铁梅为女人发声 可是骂她的人里竟有大多数是女生 我猜测这才是让她难过的原因之一 但这也不能完全怪她们 她们在生活中被pua惯了 所输出的思想实际上是男权主义给她们输入的东西 也许多年后她们回看这件事 会发现当初自己的错误 最令我动容的还是王铁梅和小叶之前的感情 她们互相取暖 在这个女人难以立足的社会中挣出自己的一片天,
我在一厅看的，坐的最里面靠边位置，隔音一点都不好，楼上KTV声音都听得见，体验感一点都不好,四川
没看明白，不推荐，都睡过一觉了,吉林
题材很新颖，剧中也有笑点，所要反映的内容跟思想值得深思,山西
看不懂 太烂了,
挺好吧，还行吧,
值得一看  无需多言,河北
值得推荐，谢谢🙏,浙江
"低俗~~
演技在线~
剧情烂得痕😡",吉林
《好东西》，好东西,
电影好好看，不错,湖北
很好看，很有立意，很值得深思，语言台词很幽默，演员的演技没有一个**的，特别是钟楚曦、宋佳演的非常好。,贵州
很好看的，剧情不错,四川
情绪价值拉的很好，很不错，值得推荐,
艺术成分很高，没有真正的对与错,吉林
台词bu cuo,云南
不同的人他的价值观，人生理想都不一样，这片角度太小众了，并不是普遍适合大众，豆瓣9.1的分在个人看来虚高了。,浙江
剧情很真实，很好看，很能共情,
好看，很搞笑。,
好看挺好笑的,江苏
垃圾电影 分数买来的吧,江苏
还不错的吧哈,浙江
好看的画质有一点低,
好看死了 特别治愈,河南
值得一看 像是冬天里暖暖的太阳 看完感觉更爱自己了,山东
能住在上海确实比98％的大陆人要幸运了哈，虽然我也知道上海也不全是这么光鲜亮丽的，不是所以上海人都是能喝咖啡的小资，但最起码公众能享受到的娱乐文化精神方面的生活不是其他城市能比的。不说上海，就算是在我的老家和广州，看电影的观感质量就完全不一样。喜欢电影音乐的文艺青年千万不要随便放弃在大城市的生活执包袱回老家。,广东
又哭又笑，后劲太大了。大多女性在成长过程中被刺痛，然后又在其他人身上得到治愈或者是被自己治愈。词写得太好了，场景里一些细节非常有小巧思，强烈推荐去看啊啊啊啊,
什么**电影？传播是什么价值观念！如果这个社会都像电影一样这个社会就是不正常！,广西
剧情有趣，演员全程很有代入感,山东
有点故意打拳的嫌疑，有点故意贬低男性了，感觉里面就没一个正派的男性形象，搞男女对立；抛开上一点不谈，总体感官体验上来说还是挺有意思,重庆
拒绝对立，恋爱脑不是值得骄傲的事，所有事都比异性重要！,
非常好看，值得再刷好几遍,河北
"宋佳就是美！
节奏对白都太棒了！",福建
超烂超烂 看过最烂的电影,河南
"🌟 推荐
比跟预想中的一样，第一次看这种题材的电影，全片真的爆笑，也有泪点，攒攒攒",
虽然说没看懂但是还是值得肯定每一个人,浙江
电影说不上好看，但是题材比较新吧，以单亲妈妈为题，揭露了现代女性的不易和妈妈的不容易，教育意义比较好，还是比较值得看的。,四川
很好看，超级超级好看,山西
"值得看
真的值得看",陕西
一点都不好笑,重庆
剧情很好，搞笑又有深度，值得推荐👍,河南
挺好的题材。,
剧情太水，以标榜女性自由独立为核心主题，没有男人一样过的好，但没有深度只停留于台词表面，描写女性都很清醒，但是男性都是傻X，想开男性玩笑但有一种不知道男性是什么物种一样的陌生感，适合少众的女性群众观看（如果你小时候家庭不和睦，缺少关爱，向往独立自主可以看）任何男性不推荐观看，因为通过男性会看的云里雾里，不知道在说些什么,
演的好，能让人笑出声。,河南
真好看包真的,河南
可以退一半吗？,江苏
是个不错的电影。,
作为一部女性向的影片，在看完之后我就预料到了一定会被很多男生喷，但是这也不可否认这是一部好影片，且具有不错的教育意义。很佩服女主洒脱的性格和教育孩子的方式。配角们也很写实。整体风格是搞笑而温馨的,江苏
很好看，比想象中的好看多了，还有点搞笑，不强行玩梗，不强行煽情，都恰到好处,江苏
思想开放一点的可以去看，还不错,安徽
还可以 一般般,
"剧情完美，值得一看
",湖北
非常好！台词写的特别有趣！有笑有泪，看到我了的影子，也看到无数女人的影子。我和朋友都觉得好看！,辽宁
剧情好看，也搞笑,河北
剧情可以，对白也很符合当下,
垃圾时间……,
不是所有故事都得要一个尽善尽美的结局的,福建
宋佳再次塑造了一个性格坚强的女强人也有柔情的一面，片子中外表强势实则内心柔弱的宋佳是当今社会许许多多单亲妈妈的影子。宋佳的演技毋庸置疑！,山西
真的真的很好看！是一部很快乐但是有很有深意的电影，推荐女孩们都去看看👀,
好东西真的是好东西。,
"看了，就一女权电影，
笑了，谁爱看谁看吧。
大清亡了，男女平等，新世纪来了，宣扬女权了？",重庆
值得一看，很有意义,江苏
完全不知道在讲什么。,湖南
"剧里面茉莉身上的那种感觉给我很大的不一样，勇于表达自己，女性的力量
很推荐来观看影片",
“能让自己开心的 就是好东西”,山东
最好看的电影,广东
超级好看，值了.,湖南
好看，推荐。,
好看，已二刷,
电影不错，近几年算是比较好的,山东
一般般吧 没有多好看,江苏
很温和的一部电影 挺好看的,山东
剧情一般，不好看,
电影不错，近几年算是比较好的,山东
一般般吧 没有多好看,江苏
很温和的一部电影 挺好看的,山东
剧情一般，不好看,
哇真的好好看 特别有意思 台词也特别好 真的建议每个女孩子都去看一下😊,浙江
好就一个字，无须多言。,广东
一部人间清醒的电影！值得一看,四川
