comment,province
#电影好东西#+散步1w+📝三顿半拿铁纯牛奶+果冻橙+辛村洛概念韩餐+雾鲜葡萄冰玉+火鸡面+衢州鸭头+百香果,湖北
《好东西》上映第二日，实际票房5000万出头，超过此前猫眼预测单日票房近1000万。#电影好东西#,广东
#电影好东西#看看推荐,江苏
herstory，真的是好东西！！姐妹们都去给我看起来！！！#电影好东西#,四川
好东西我的评分：#电影好东西#好久没有笑得那么多那么开心那么放松的电影了周围的几乎所有人都笑得前仰后合的比什么喜剧电影都好笑当然泪点也特别多但眼泪也很可爱,浙江
票价还是值的，但没有网传的那么好看，最后不免还是要吵架-和好-说教，落入俗套。#电影好东西#,安徽
好看已经说累了都给我去看#电影好东西#,山东
好东西我的评分：#电影好东西#我的年度最佳！！！太好看了,福建
#电影好东西#我真的太爱《好东西》了！果然女导演更懂女性单亲妈妈、恋爱脑、平凡的小女孩温情、感动、搞笑每一首bgm都超绝竟然还有我关注了很久的博主的音乐@汉堡黄黄一切的一切凑成了最好值得每一位女性走进电影院🎬十分好评！年度最佳！🩷,江西
#电影好东西#磕头的声音不对用力打回去的声音才对,浙江
洗完头和舍友买了奶茶一起开着电瓶车赶着八点档去影院看了《好东西》，开心！简直爱上邵艺辉，怎么表达得这样轻盈又巧妙！我从坐下开始就全程笑个没停，好浪漫，好温暖。心内出现无数次——如果我也能参与到这种作品的制作该有多好，上次有这种想法还是看机医的时候。能够享受这样的作品真的好幸福哦！感谢这些给我带来快乐的女人们，太可爱！#电影好东西#,浙江
好东西应当被更多的人看见爆笑持续在两个小时的电影中，影片结束大家很默契的鼓掌小马吃饭店会拉稀，打卡了饭店看了铁梅书架的书单，下单#电影好东西#,上海
新新新的东西在生生生长了…ing这就是#好东西##电影好东西#我想我会再走进电影院整理我产生的新,重庆
#电影好东西#看完电影，很多想说，但想说的似乎都在电影里了！那就都给我去电影院看吧！真好看！！！强推！,广西
"好东西我的评分：#电影好东西#我不再幻想。正是因为我们足够乐观和自信，才可以直面悲剧。从开头的英文名“Herstory”，到王铁梅在地铁上读《父权制与资本主义》、墙上“爱情没有神话”的涂鸦、王铁梅衣服上的“youcan'tdoeverythingforeveryone""……追忆过去是油腻的开始。女性，是什么样？你怎么打鼓，女孩就怎么打。不被世界定义，而由我们的行为去定义世界。标准是什么，谁是评委？一定要做到最好吗，最坏又能搞砸到什么程度？我正直勇敢有阅读量，我有什么好可怜的。我拒绝绑架，所以相对自由。生活不是用过得好不好评价的。能让人开心的就是好东西。最后，王茉莉才看完了王铁梅所有的报道。去创造新的游戏规则！",江苏
《好东西》你好伟大，你伟大就伟大在让我觉得自己也是一个“好东西”。#电影好东西#,贵州
#电影好东西#很好看,安徽
如果你对好东西是好片子存疑、如果你觉得好东西难以入口、如果你觉得好东西一般、如果你觉得好东西还可以、如果你觉得好东西很好、都可以，先去看、再去看《因果报应》，没看过《好东西》的，建议先去看《因果报应》，如果你觉得这部印度作品是个好作品，那么直接再去看《好东西》，小小剧透《因果报应》强调以暴制暴、悬疑、极大反转。至于为什么我把它跟《好东西》联系起来，看过后都会明白，有些东西印度这部电影里表达得会更高级。#电影因果报应##电影好东西#,广东
#电影好东西#真的超级好看好久没看过这么好看的电影了,山西
“我有什么可怜的?我正直勇敢~有阅读量!”让我想起了猪猪侠!我聪明勇敢有力量~我真的羡慕~我自己!什么是好东西?《好东西》这部电影是好东西!呈现了很多，每一个细节都值得思考!她们在这个社会中需要被看见!友好，理解，尊重，关爱，也许还有太多太多。结构性问题，我想很难改变，交给时间迭代吧!迭代100年到2100年!如果不行，大家一起消失也行!人不可避免会受到社会标准影响，人也不可避免免俗。怎么什么都要搞好呢?裁判是谁呢?我们总说要做自己的裁判，可那么自信的妈妈也会受到那些恶人的影响，甚至她是在为她们的群体发声。《好东西》的声音，那一片片的转场!妈妈做荷包蛋的油zizi声，钉床板的DuangDuang声，洗菜的piupiu声，煮粥的huhu声……这是我觉得电影中最独具匠心的地方!原来那些我们向往的世界奇观，那些声音，就在妈妈为我们做的一切之中，所以，妈妈就是最伟大的世界奇观!我拒绝绑架，所以我相对自由!多尝试，你才会发现自己想做的事情，不一定对，不一定很哇塞，但你会觉得很舒服!你还记得曾写过的作文吗?“我曾出国旅游”，我说谎了，可大家都这样啊!“我不再幻想”，那时候能够幻想，因为有人在前面遮风挡雨。“我最喜欢的事”，其实我呀，觉得受人瞩目是很棒的!但是我呀，更喜欢当一个平凡普通的人!#电影好东西#,北京
非常喜欢《好东西》的一点，还在于铁梅把爱情或者说类似爱情定义为“课间十分钟”。孩子，朋友，工作，乃至一些（新闻）理想都是人生中很重要的部分，很多时候比爱情重要多了。女性主体的电影这样轻松的描绘爱情真的让人觉得舒坦！我的小时候所有电视剧电影里女的都是愿意为爱献身或者发疯，就算没有也是终生难忘曾经的爱。它们让我困惑，如果不为爱痴狂，是不是不太对啊？可以享受，非常美好，但它是轻松的课间十分钟，上课了要专注，回家也不必一直回想，总有更重要的事要做。很高兴现在的孩子能看到这样的电影，得到这样的启示。也不后悔浪费在情情爱爱里的时光，毕竟互联网不普及的日子里，谈恋爱也挺好玩的。#二嫂碎碎念##电影好东西#,江苏
#电影好东西#超超超级好看笑的拍大腿也让人不自觉的掉眼泪,江苏
超级好看，强推，女生朋友们快去看#电影好东西#,陕西
can'tagreemore.所以哪怕《芭比》是一部极度符号化的女权样板戏，它浮夸的话题传播能够让下沉市场女性意识到「不平等」的存在，那就应该赞美它的先锋性——后续的同题材影片，比如《出走的决心》跟《影后》，虽然文本说教意味重+剧本暗线设计得太贪心，但起码是一种意识上的进步。以及我很不赞同「女性主义题材不还是离不开情情爱爱」这种奚落——东八区的男人们不还是在谈情说爱？女性影视形象之所以难以逃脱爱情话题不正就是因为男性经常在同语境下利用扁平化的女性形象塑造自己的光辉人设吗？所以女性题材不仅要逃离男权故事的框架，更要立体地讨论爱情。#电影好东西#,广东
看完好东西可以原谅世界一整天，全场人都全程笑的头掉，怎么会有这么幽默又深刻的电影啊开分9.1是应得的，估计最后会固定到8.9左右#电影好东西##电影推荐##高分电影#,陕西
好！#电影好东西#,湖南
#电影好东西#今年我的院线Top1虽然今年也没在电影院看过几场😅,安徽
好看!可以说是今年看的这么多电影里面最喜欢的好东西!#电影好东西#,广东
哎呀卧槽！《好东西》太好看了！越看剪辑越走不出来！这个剧本写的太好了！台词太好了！简直是在电影院鼓掌的程度！演员的好已经是次要了！现在在一点一点研究还没发现的震撼人心的细节！#电影好东西#,河北
#电影好东西#很喜欢这部电影敏感讨好的小叶，终于等来了小孩的那句“你的眼睛很美很亮，我喜欢你看着我。”我遇见过很多小叶，也曾经有过低自我认同感的时刻，庆幸的是好的友情和亲情一直在保护我，托举我，鼓励我跌跌撞撞地勇往直前。辛苦要强的王铁梅，出乎意料地得到了小叶的那句“我不能再夸你了。”将她从一直被表扬的绑架中解救出来，女性可以坚韧、勇敢，也可以脆弱、胆小，认清和接纳不完美才能成为更完整的我们。而小孩茉莉，在尝试了架子鼓，走上过大舞台后，欣然地选择当观众，做自己，有漫长的一生去寻找所爱之事，“我正直勇敢有阅读量，我有什么可怜的？”有一种人生可以只过得像明天要去逛公园一样轻松自在。和朋友走出电影院的时候，她和我说这部电影很温暖，是啊，感觉收获了满满的力量，不满意这个世界的规则，那我们就不要玩他们的游戏了，每一个女性角色虽然有各自的瑕疵但都拥有千姿百态的美感，她们真实，她们恣意，她们昂扬，她们惺惺相惜，在这部电影里，我看到了一个崭新的世界。,浙江
#电影好东西#《好东西》真的很好看，很开心能有这么一个电影🎬“人生那么长，为什么要早早确定自己喜欢什么呢？”“我喜欢打鼓，我在大舞台上试过了，可我发现我还是更喜欢当个观众”“因为我们足够乐观和自信，所以我们可以直面悲剧”,黑龙江
好东西我的评分：#电影好东西#牛👍,湖北
都去看#电影好东西#,河南
#电影好东西#电影真的不错。有些片段现在想起来还是会会心一笑，个别片段笑炸，湿衣那段实在太好笑了！电影用声音来表达生活中的那些琐碎好特别也好窝心，最普通的，却是最打动人心的。强烈推荐下～适合所有女生去看，还有愿意去了解女性的男生去看,安徽
#今天也要开心#我正直勇敢有阅读量我有什么好可怜的———王茉莉《好东西》#电影好东西#,浙江
#电影好东西#『我正直勇敢有阅读量，我有什么好可怜的。』,重庆
《好东西》看完了，我觉得是近些年比较好看的电影，推荐大家去看。轻微剧透，介意注意。—————我觉得这部电影像一个比较高水平的艺术家做的画/写的书/拍的片子，或者说所有真正有品的艺术家应该做到的———尽量不带节奏，只是捕捉和描述，让观众去自行理解。被很多文艺作品背后的说教感给搞吐了，这个很好，没有极力去批判或者粉饰，好吧，稍微也有点理想化，但程度还好。众生相，是离异妈妈、倒贴缺爱艺术行业女青年、很有个性才气的酷酷女小学生、名义上的女权男、喜欢熟女的流浪狗气质小男友、精英约炮男…..用我们情感博主的表达就是：各种各样的布女/一个极有可能成布女的小女孩/各种各样的剪子男……然而他们/她们基本上还是善良的、都在做尽量让别人好也让自己好的事，在负责任，在试图去合作、在成长。这就是我说的还是有轻微粉饰，因为现实中这种类型的人，总有一些不那么好。然后吧，因为是布女剪男嘛，生活就会多了很多混乱和抓马，这个是我觉得电影比较真实的一面，它没有去美化，如实呈现了。让观众自行感悟，这样的生活你是不是喜欢？接受？我觉得电影的隐隐的主题，就在女孩演出那一场戏，当她在livehouse举起鼓槌时，和她作对的告状精同学在副校长莅临的校园红布舞台上表演，这是一个很明显的问题：如果坚持你的姐姐、妈妈的模式，你会失去很多主流社会的红利，接受吗？小女孩还有一个主流优势，是学习好、作文好、人很正派不缺爱，这又是一个明示：你也可以回来，或者说选择兼顾一部分。你是小孩，你还机会很多。题外话是，梅婷的女儿，是真的很棒，有其母之风，娱乐圈少有的淡定、冷静，就像王琦瑶的女儿长得像妈妈却没有妈妈的气质，这个小姑娘长得不是特别像妈妈，却有非常出众的气质。好喜欢。#电影好东西#,北京
#电影好东西#对啦忘记夸了，我也是霉霉的粉丝哈哈哈哈哈哈哈,上海
#电影好东西#不多说，准备二刷,浙江
谁不去看好东西我都会伤心的我要推荐给所有人#电影好东西#,浙江
“我想要做观众！”每一个不够好的女孩其实都很了不起#电影好东西#,山东
“只要不被绑架，就能相对自由。”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,陕西
#电影好东西#一直做小孩儿吧,陕西
#电影好东西#终于看上了我想跟导演亲嘴儿,
“爱人先爱己，要自由，也要开心。”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,陕西
#电影好东西#好东西，真的好啊，只有正直勇敢有阅读量的人才能够拥有的好东西啊,广东
“去玩去感受，去尽兴地享受人生！”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,湖北
本周三部新片我愿称《好东西》真女人拍的真女人电影《角斗士2》真男人拍的真男人电影《风流一代》真男人拍的他真老婆的电影#电影好东西##角斗士2##贾樟柯风流一代只上映22天#,湖北
“过无需定义的人生，做独一无二的自己。”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,湖北
#电影好东西#中午看完再见爱人下午看点好东西调节一下果然是个好东西宋佳又帅又好看钟楚曦很傻很天真小孩儿姐真实可爱又坦率勇敢正直有阅读量就是章宇感觉脏脏的中间有好几段很搞笑大家笑得很开心（虽然这场一共不到十个人开场前有位爸爸带着一个小男孩进来说这一看就是个喜剧然后坐到了倒数第二排电影到大概三分之二的时候后面传来了这位爸爸的呼噜声前排的人全都转过头去看他看来还是生活更幽默啊！（从张桂梅到王铁梅（宋佳今年杀疯了,湖南
#电影好东西#看到盆友圈的好友都喜欢这部电影，好嗨森，也分享给你，一部分自来水🚰@电影好东西,湖南
#电影好东西#都给我去看👀！！！,福建
#电影好东西#好东西票房破1亿了！,广东
“去玩去感受，去尽兴地享受人生！”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,云南
好东西我的评分：#电影好东西#,福建
#电影好东西#本来点映可以看的，没看成，这周上映了好奇来瞅瞅，真的是看到口碑好来看的里面元素倒是放进去不少，不过不无聊，很有趣，又没有很说教，而且延续第一部，里面有cue爱情神话的，还有导演名字，看到会会心一笑一下，也挺有意思，没想到票房可以这么好，不过也是值得的，宋佳真的很棒，电影电视剧都快快得大奖吧演的女性都是很好很有个性荧屏上都缺少的，看了感觉很有安全感，真是很厉害👍🏻,山东
#电影好东西#还蛮不错的一部电影。最喜欢听声那一幕了，你以为的惊心动魄，其实就是日常生活的林林总总。小孩，虽然没有大人的成熟与沉重的思考，但却道出无数真理，没有弯弯绕绕，反而直击灵魂——大道至简。铁老师，前期还是有幻想的，人总是活在别人的眼光和表扬中。直到那句“为什么都要做好”，“她是不是好妈妈，你说了算，别人说了都不算”。当时我联想到#麦琳李行亮#，屏幕外的大家会有很多很大的声音，但至于好不好，能不能过，还真得他两自己说了算。大家都不用太激动太激烈。小叶，一个极度缺爱的人，有幸遇见铁老师一家，如果可以，希望以后的我们可以多给身边人些关注与关心。男同胞们，都不物化彼此吧，互相平等对待吧。,福建
“去玩去感受，去尽兴地享受人生！”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,河南
#电影好东西#第一次看到前排都基本坐满的电影，看完：确实是好东西👍值得票房过10亿的好电影。全程笑到尾，也有感动。,广东
《好东西》，影如其名，实实在在的好东西！2024，我能看到这个电影真是太幸福了，强烈推荐，强烈推荐！好，是女子。电影里的每个女孩子，都散发着明媚的光芒，我觉得这个电影就像它的海报一样五彩缤纷，绚烂幸福。并且，生活中的一些话题，一些问题，拿出来在电影里面讨论，并不犀利，我只觉得非常柔和，就像喝一杯白开水一样舒适。真的好喜欢呀！我要像全世界推荐《好东西》！摇旗呐喊！#好东西##电影好东西##电影好东西快乐交响曲#这是一个开场十分钟就让我觉得超级好的电影，而且我又哭又笑的，鼻涕还没擦好，又被逗笑了。生活是如此操蛋，但是我希望能一直有积极幸福的心态去面对。我是如此地想活着，想明媚快乐地活着！虽然好像没什么关联，但是前几天看到的博尔赫斯的话也分享出来。当然，我生活的还是挺愉悦的，我也依然想成为现在的自己。,上海
是个好电影#电影好东西#,山西
#电影好东西#太好看了太好看了太好看了真的太好看了，我刚从电影院出来，这真的是太伟大的一部电影，我从开始到结束到出场，全程，没有任何一刻心情是不好的，电影结束之后我的好心情更是达到了顶峰。这电影已经好到我没办法讲它哪一个瞬间哪一个片段哪一个人设剧情点是好的，它全程每一刻都是好的，每一个不同的角色，每一个人被扯在一起的故事线，每一个没讲完的故事，人和人之间的关系，都是好的，真的都是好的，哪怕不那么好的，它也是好的。电影表达出来的痛苦是好的，尴尬是好的，潇洒是好的，眼泪是好的，不屈和放弃都是好的，生活是好的，爱是好的，对爱保持警惕也是好的。铁梅把小孩托举起来看刚认识的邻居姐姐唱歌的那一刻是我进场之后第一次掉眼泪，妈妈，天啊，妈妈我是你失散多年的孩子啊妈妈😭😭这部电影真的没有任何说教意味的喊口号，没有任何让我觉得冒犯不适或者生硬的片段，我笑了很多次也流泪了很多次，我笑完不会觉得空虚，流泪之后也不会觉得沉重，我感觉真的只是作为观众看了一部很好很好的电影，然后看完之后情绪里只剩下了纯粹的高兴，好高兴好高兴好高兴。我真的好开心，我之前觉得女性表达之路简直任重道远，可能在未来很长一段时间都得先用凶猛的方式来抢夺话语权，先恶狠狠地说出口再说，我没想到能在我二十多岁的时候就看到这么自然这么四两拨千斤的女性视角的叙事电影，简直自然得像我出门之后呼出的一口气。我出来之后跟朋友说我真的好高兴啊天啊感谢你带我来看这部电影，感谢所有主创感谢导演感谢所有人我天我真的好高兴啊。我朋友回我说，感谢我们自己来看好东西吧。,内蒙古
“因为我拒绝绑架，所以我相对自由”“如果能让你开心，那就是好东西”“我们为什么要什么都做好呢？好的标准又是什么呢？”———🎥《好东西》#电影好东西#评分：8评语：喜欢！爱看！好看！,江苏
#在美图秀秀的N种追星姿势##电影好东西#@美图秀秀,天津
“过无需定义的人生，做独一无二的自己。”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,浙江
好东西我的评分：#电影好东西#踏马的，怎么会有这么好笑又好哭、现实又理想的电影啊哈哈哈哈哈！其实很多都是现在网上流行的话和观点，但是完全没有热梗集锦的感觉，让三个女主角说出来又不油腻又不刻意，好棒棒！宋姐和钟姐又美又酷，我辈楷模。,北京
“别问为什么，爱自己便是。”#电影好东西的微博答案之书#📖翻开【电影好东西的微博答案之书】，你的答案近在眼前。无论何时，快乐正当时；无论东西，这便是「好东西」。#电影好东西爆梗制造机##电影好东西#,河北
#电影好东西#今年看过最最喜欢的一部电影！,海南
“总要有人跟你说对不起”#电影好东西#好看去看,广东
11.17｜《好东西》点映场来北京这几个月，《好东西》是我唯一一部真心捧腹大笑的电影，那种久违的轻松愉悦，从荧幕一直延展到整个影厅，所有的观众都沉浸其中。很久没出现过全场边笑边鼓掌的场面了哈哈哈哈，毕竟现在碰到这么惹人发笑的情节和时刻着实不多。在营造的这种轻松的观影氛围中，我真的记不清我大笑了多少次哈哈哈。看完影片，我第一反应是，咦？这不就是前阵子总在感叹已消失的“小妞电影”吗？而且是注入了当下思想灵魂的2.0版本，拓宽了“小妞电影”的范式，非常完美演绎了2020互联网时代下都市新生活与思潮。不同于10年前大多小妞电影背景设置在北京，近些年此类都市喜剧把城市设置在上海，不同的城市公共空间底层设计运行的逻辑，也赋予了影片和角色不一样的底色。我自己是不排斥“小妞”这个词的，与我而言，孩童时期第一次接触的直观感受，我感知到的是倔强的蓬勃的生命力，我相信自己作为人的本能直觉和判断。人是可以赋予一个名词不同的灵魂和解读。感觉小妞之所以会有很多不同的解读，根本原因是“小妞”这个词被污名化太久了，就像明明是光亮的银器上面却布满了灰尘。对于污名化，从我过往的经历来讲，最好的方式就是去正视这个词，并主动地向这个名词注入它原本的正向的能量去争夺话语权，重塑它的含义而非否定它。#电影好东西#,北京
#电影好东西##蜡笔小新#今日猫眼票房,北京
小时候村里河滩都是野草野树，几个小孩常常在漫山遍野里嬉戏打闹，尤其是我这个野王。河滩中间有一条一米多宽的小溪，清澈见底，水势不大，却又汤汤，静谧而热闹。孩子们都喜欢在小溪周遭玩，夏天会穿拖鞋踩在溪里，到了冬天会把板凳翻转将屁股卡在里面从冰上滑过，给我的童年带来了不少欢乐。《好东西》是时过境迁后，在现代都市生活赠予我的一条“小溪”。缓缓从我身边流淌进身体里。她自然清澈，滋养着我向着独立清醒成长。#电影好东西#,山西
曾听说那种说出自己内心最困扰的事情之后反倒更难受伤的经历，看完#电影好东西#好东西之后好像一下子懂为什么了。叶女士说自己小时候被妈妈冷漠对待的经历，她得到的回复是：你的眼睛又美又亮，怎么看我都没关系。说到恋爱脑对待浪子的经历时，得到的回复是：你可以追求更好的自己，有我陪你啊！但如果她得到的是：她确实比你眼睛大，比你眼睛好看。他段位确实比你高，你确实恋爱脑，人家这样确实更占便宜。情况又会如何呢？就是知道这中间做的不好的地方所以才困扰，如果只是一直重复别人做的更好强调倾诉者做的不好的地方，这段对话跟与审判又有什么区别呢？,北京
#电影好东西#好东西,广东
我宣布，好东西就是今年最佳！#电影好东西#,安徽
刚看完《好东西》，推荐推荐大家都去看！看这部电影才感觉到原来男人看电影是这种爽感，才明白我就是可以试过很多东西之后说我就想当个观众，才懂得做女人做妈妈就是不能什么事都做好的。支持越来越多的女导演上桌吃饭，我们需要更多的女性视角和女性故事。#好东西##电影好东西#,浙江
#2024电影##电影好东西#好多片段都可以get到，特别有些不解和女性的不容易从一个小女孩的视角直接说出来。铁梅对女儿的教育也是相当好，小孩的行为和说话都能体现出来。对比下小叶从小在爸妈不和睦，妈妈对她的贬低式语言，从如此缺爱的家庭逃出来，已经很棒但仍然是会被渣男“欺骗”。“恋爱脑”是这个角色的标签，但她有这个爱别人的自由，凭啥形容女性恋爱脑就是贬低的意思，而说某些男性恋爱脑就是他专情的表现，难道雄竞哪个男的比较不烂吗影片的三位男性，前夫和小马虽然是口头的平权或者拥护女权，有点虚假，但在真实生活，这种男性都很难见到。男医生真的是太典的普信男了影片里还有一些出境不多但蛮亮眼的角色，如小孩的女老师，铁梅的工作伙伴。再夸下主演宋佳和钟楚曦，还有小孩扮演者，演得很自然！特别被小孩这个角色的台词及小演员的表现，吸引到了，很加分！小孩真的很幸运有这么一位妈妈和遇见一群可爱的人，这么支持和引导她“肆意生长”，在被爱的环境滋养出一朵自由的花。而拥有这么个“正直勇敢有阅读量”的小孩也是他们的幸福。总之，这部电影就是好东西让自己快乐的东西就是好东西。,广东
武汉《好东西》全女场来啦！来看好东西，交换好东西～这次是交换礼物场！希望大家带上一件自己的“好东西”（无需贵重，心意即可～安全考虑请勿携带食品），和周围姐妹交换，让我们再来一场afterparty！（感谢北京全女场“女的厉害”观影团共享创意🎁）我们除书店物料+女性友好周边外，还带了一些@新星出版社的“我厌男”物料，以及@联邦走马的【伍尔夫气味笔记本】和【狄金森种子诗集】来现场抽奖！提前送你圣诞礼物🎄#极乐玫瑰书社#女性主义超话#电影好东西#,湖北
🐄˗ˏˋ🤟🏻💭´ˎ˗🥖去做自己想做的事叭#记录生活##电影好东西##独处真的很舒服#,广东
#电影好东西#好看！！！宋佳真的好帅！！！,上海
我靠我要磕你俩了#电影好东西#,江苏
祝天下所有的王莺莺都长命百岁😭😭！？#日常碎片plog##电影好东西#,广东
