comment,province
#电影好东西#这真的是值得观看并推荐给所有人看到的好东西。你知道电影是假的可你希望是真的，尽管它是假的可你觉得也许它是真的。从镜头语言，台词精辟，演员演绎，我可太喜欢了。感觉有很多想说的，但我嘴拙，只能说从影院出来就像是给心灵做了个SPA，一种很难有的轻松，通体舒畅那种。它明明是很严肃的内核沉重的话题可它让你有希望，会觉得好好活着，会看到游戏改变的。我喜欢这里的每个演员，他们是造梦者。宋佳章宇我可太爱你俩了，风平浪静我也很喜欢！感谢导演，电影仍然是造梦的。感谢编剧，生活化能说清道理能讲人话。不论你会不会喜欢，《好东西》值得一张电影票~,北京
#电影好东西#确实是好东西啊！强推喜欢脱口秀和爱很美味爱情神话的风格的姐妹可以直接冲！她不是那类沉重严肃苦闷的女性主义电影（当然我不是说让观众“痛到”的作品不好只是我个人目前在逃避女性悲惨叙事）她先锋超前但看下来不累我没觉得她很尖锐冒犯激进并没有故意丑化男人啊不知道有的男的在狗叫个什么劲儿基调是轻松愉快的很“灵”没有强冲突是散文一样的电影散而不乱流畅自然非常好笑！！我苹果肌都笑酸了😆小孩是经常语出惊人的冷静式幽默铁梅是犀利些的幽默小叶身上太多地狱笑话了（我两处落泪也是小叶贡献的🥹小孩在儿童期的叛逆小叶在少女期对潇洒酷女孩儿的憧憬我都能看到我自己的影子无时无刻不在感叹⚠️只有当过小女孩儿的女导女编才能拍出写出这个好东西！拍得好剪得好（猜声音part太巧妙了上线了会再去看）文本好嬉笑怒骂都妙语连珠好吧这同时是把双刃剑太多观点都是直接通过台词表达出来的了影片中呈现的是非常理想化的情况没那么真实所以就不会特别深刻喜剧的处理自然会不可避免地消解了很多女性的苦难但总体上绝对是值得一看的！借用小叶的一句话：“如果能让你开心，那就是好东西！”Ps宋佳在凉夜里骑平衡车的镜头太太太美了,吉林
好东西我的评分：#电影好东西#,安徽
#电影好东西#是真的有点东西！,北京
#电影好东西#和大师姐、同门忙完下午就去看啦，值得二刷，细节满满，感谢导演和演员的演绎。,浙江
#电影好东西#,辽宁
宋佳超话#电影好东西#终于看到啦！！！我爱宋佳！我爱王铁梅！好东西真的是好东西是我会看好几次的程度,黑龙江
#电影好东西#所有人都该去看！！加入我的人生电影清单的程度而且电影里那家酒吧是我四年前在上海去的第一个酒吧我哭死虽然完全物是人非但我竟一点也没觉得伤感并且从电影院出来在南京西路那一刻我感觉到自己无比自由,上海
好东西我的评分：#电影好东西#✨如果已经觉醒的女性作为一部女性电影中的起点而非终点，接下来还会遇到什么问题？【很多女性电影的主角会在结局成长、觉醒。该片让我们看到觉醒程度已较高的女性，是怎么想的、怎么生活的】🤓《好东西》给了我们一次绝佳的观影体验（旁边男观众笑得比我还大声，放映结束全场掌声，非首映礼/电影节展映超罕见的映后👏🏽）。延续前作的轻盈、可爱、犀利，更加温暖、细腻、诙谐，被充满生活洞察的金句不断戳到。👯‍♀️三个不同阶段的女性铁梅、小叶、茉莉，彼此慰藉，共同成长，是#girlshelpgirls#的另一种具象化呈现：①铁梅对茉莉和小叶既像母亲又像朋友支持引导；②小叶凭一己之力将三人变成亲人般的姐妹；③茉莉像一个带有上帝视角的观察者，既照见又治愈了铁梅与小叶。🤩观点仍在嬉笑怒骂中、琐碎的生活细节中，令人捧腹的调侃中轻松传达。#完美妈妈##恋爱脑#等标签被温柔撕掉，女孩、甚至男人应该什么样，本就没有标准答案。☀️什么是#好东西#？导演@邵艺辉说：让我们开心、愉悦，感到平静幸福的就是好东西。如何获得好东西？面对旧创伤和新挑战，填补自己内心的缺失，自爱、自洽，与自己和解。💫想“加入这个家”，和她们一起不断增加新的体验与冒险，拓展生活边界。我们都值得好东西。🍭#做个小孩儿#片中所有人都是小孩，他们像大人一样有生活智慧，又像小孩一样简单纯粹，享受当下的生活。想像他们一样，即使会犯错、也许会困惑，依然选择做个小孩。可爱细节铁梅累到在地铁里睡着，本是靠在男乘客身上的，女乘客把她拉到自己肩头靠-女性之间的温暖关照。👗服装👩🏻铁梅：导演边拍边在🍑上买，都很便宜、舒适，体现铁梅没被消费主义裹挟，好多才50+。很喜欢荒谬90%卫衣，那件绿棕小开衫也好看，去搜了下，是UR的👩🏻‍🦱小叶：很多都是钟楚曦私服（衣品好且符合角色），比如铁梅借小叶穿的那套真丝睡衣，很贵🐭有一幕是主角们在做饭，带着《料理鼠王》发夹，想要🍬彩蛋1.片中一闪而过的家庭作业：铁梅扮成金斯伯格（导演偶像），小叶扮成弗里达（代表对爱的执着）2.前夫哥和章宇倒垃圾的时候，旁边的墙上写着“爱情没有神话”#电影好东西今日上映##佳片奇遇季#,北京
铁丝专座@宋佳吃个甜筒🍦更配#电影好东西#,广东
爹的！拍得太牛了！！！！#电影好东西#,广东
#电影好东西#跟妈妈一起看了《好东西》,山东
#电影好东西#两次泪目，居然都是因为小叶和小孩的对话，其实是两个小孩的对话。钟楚曦的小叶，美丽又让人心疼，这个选角太成功了。她的个人特质特别适合小叶。这部电影，最成功的是选角，宋佳与小叶，为角色增加了太多的魅力和说服力。就像刘天仙为黄玫瑰赠加了说服力。,江苏
如果能让你开心那就是“好东西”“正是我们足够乐观和自信所以能够直面悲剧”#心情日记##plog纪念册##电影好东西#,山东
#电影好东西#又来电影院了，上一次来还是国庆来看@刘涛tamia，这次是为了来看铁梅@宋佳,安徽
#电影好东西#“世界上有一半的人都会流血啊”“爱男的是什么值得骄傲的事吗”,安徽
赞美世界上一切伟大的女性情谊！#电影好东西#,江苏
如果能让你开心那就是好东西#电影好东西#,山东
#电影好东西#拍得相当细腻、相当温暖、相当治愈！乐观自信真实，女性的力量，我太爱这部电影了！,上海
好东西我的评分：#电影好东西#已经看完一个礼拜了，还是让人意犹未尽，可以入选年度前五了，真的非常非常好看,江苏
《好东西》真的是好东西！是每一个细节都饱含着情感的、是不刻意追求所谓意义的、是不试图说教灌输任何观点的、是将立意与剧情平衡得很好的、真正的女性电影。她来自我们，我们就是“她们”。我们可以是王茉莉，是“小孩”，是一个又一个momo；我们也可以是铁梅，是铁做的女人，又酷又潇洒。原来讲述herstory可以是这样的，轻松不失深刻，尖锐但不冒犯。很好很好的作品，向每一个参与创作的人致敬，也与每一个走进影院看这部电影的我们同乐#电影好东西#,湖北
《好东西》观后感：真的很久没有看到这么令人感到温暖、有力量的电影了。原本想说所有女性朋友都应该去看这部电影，从影院出来的这几分钟突然觉得这样讲局限了。这是一部适合所有人都去看的电影，无论你现在是感到疲惫无力想获得力量，还是心情愉快想要更愉快一点。请去看《好东西》吧！#电影好东西#,湖北
想出这段拟音的人真的是天才🥹#电影好东西#,广东
#电影好东西#这个好看吗？值得去电影院看吗？好奇一下,广东
#宋佳说邵艺辉导演是特别的#宋佳说邵艺辉作品里的每个人，都是鲜活的有个性，有个人魅力，确实是用心才能呈现出来的！导演和演员之间一直都是互相成就#电影好东西#L芒果妈妈的微博视频,安徽
好像小众圈里的一些只有圈内人能get到的幽默点看完觉得超级爽。#电影好东西#,辽宁
正直勇敢阅读量提炼太精准了，你有这些，有什么好可怜的。自己的世界真的好小，竟然还在下意识想得到某个社群的认可或融入某个集体或得到谁的夸奖，这些会有但都不重要。你的人生又不是因为这些，一定好好生活。因为是生活，所以投降也没事儿，都跳不出生活，好好生活是唯一人生主题，夸孩子但不溺爱这个度确实很难把握，茉莉长那么好一小孩，想求教材，（又想模仿他人成功路线）这点也该改，自己很好，自己做什么都没错，自己有自己的价值能实现，就算真错那又咋滴？邵导人文关怀也掉泪，都会流血，血不是脏的；没出国又咋滴，照样文笔好写的作文最好！节奏太好了，猛烈巨多的观点输出，都有前文和情节做承载，不敢想如果邵导是脱口秀演员会多高产。幽默感观察力人文关怀惊人！！！！！！！！笑晕过去，坐后面那对情侣，铁梅小叶小胡酒吧那场戏里，小胡对小叶说前面表白的话那男的直说是的是的，到很多女朋友那里不吭声了。太典了好吗，想用这样廉价之爱之承诺绑住谁呢。想像这样观察生活，大家有缺点却都没什么不好，包容的态度才让这部看起来不犀利，严肃的时候也能轻松笑出来！好东西的场景太理想，从理想里出来，还是要过现实生活的，各有各的活法，任何生活，只要想要，就能过好！#好东西##电影好东西#,河南
#电影好东西#很久没有一个人看电影了感觉像是feminism题材而被吸引来看完感觉又不完全是这一年看过无数篇讲sex、race的文章用词都会很严肃如烈火一般好东西像柔情的水把人渗透很温暖充满无数个punchline看完后现在的我感觉浑身充满能量“王铁梅”“小叶”“小孩”都是现代生活中很常见的三类女性形象现实主义的单亲妈妈、相信爱情的浪漫女生、原生家庭没有那么幸运的女孩这三个人物身上都丧发着不同的光但同时他们也都是不完美的王铁梅在看到恶评后会觉得自己是不是太过女性主义了她想追求完美了太想抓住一切了在天台上小叶安慰她的时候会让人跟着想落泪女性想要证明自己似乎总是要付出更多努力但是人本身就是不完美的呀同时如果女性能够有足够金钱养活自己甚至让自己过的很奢侈并不意味着她就是独立女性更重要更没有那么容易做到的反而是精神独立、自由不受传统、常规的束缚她们做任何事只是因为她们想最后小叶其实是有被铁梅影响到了变得更加focus自己还有让我感动的一幕是小孩害怕表演出错而把自己锁在柜子里妈妈们安慰她：难道因为会失败你就不去尝试了吗？所以现在难道因为外界充满危险、不公平、规矩、礼教女性就不去做自己真正想做的事了吗？不是的feminism是个很沉重的词但是放在当下只要女性能够注重自我、为自己而去生活而不是为了父母、伴侣、孩子任何人那就是一种进步了但是这也同时带来一个新问题—这一切的前提都是要习惯并且敢于与孤独作伴同时不再在意世俗眼光,吉林
好东西我的评分：#电影好东西#好看，是今年最好看的电影，有笑点也有泪点，想再看无数遍。,陕西
希望我朋友圈的女孩子都能去看好东西这部女性爽片！今年还没完我就觉得它是我的年度最爱！有种“我花钱来电影院就是为了看这种电影”的感觉！终于！有一个完全女本位视角的女性故事影片谈论女性主义，但并不要求女性在女性主义下必须去如何，相反她给女性提供自恰；不拍雌竞，用很可爱的台词和视角拍雄竞；拍出了妈味，甚至重新定义了什么是妈味！好喜欢！！！！！#电影好东西#,四川
#电影好东西#好看好看超好看！！,广西
今年最好的电影#电影好东西#,广东
#电影好东西今日上映##电影好东西#三个不同年龄阶段的酷女人非常棒的电影,安徽
#电影好东西#我的老天爷啊这是什么好东西！！！全世界所有人去看！太woman了！！,辽宁
#电影好东西#喜欢,
#电影好东西#我嘞个娘啊太好看了舒服的像妈妈,内蒙古
#电影好东西#好喜欢王铁梅这样的妈妈，会夸人会说对不起会说没关系！也很喜欢小叶就像大姐姐一样！也喜欢茉莉很勇敢的小孩，很勇敢地去尝试自己没做过的事情！真的很喜欢母系社会！三个人在一起就感觉是幸福！（ps图源小叶）,福建
#电影好东西#好看好看好看！！就今年院线电影的质量，能看上这部电影我也是有福了欢乐又有力量，但又不是苦大仇深的说教（不是说这种不好只是喜剧接受度更高）导演喜欢，演员也好喜欢，被宋佳和钟楚曦狠狠种草了穿搭，上海的弄堂街道也好美，特别特别喜欢她们住的房子！啊！请邵艺辉女士一定要继续在电影界继续发光发热啊啊啊啊🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,广东
#电影好东西#“如果能让我开心，就是好东西……”,四川
#肖战包场钟楚曦电影#谢谢帅哥包场支持我们姐二位友谊长存！！一起来看#电影好东西#呀小叶超美超灵动的,中国香港
叶子售后你们仨叫上小孩去你的上海大平层录一点小节目嘛@钟楚曦可能大家都忙#电影好东西#,陕西
#电影好东西#同款边框现已上线美图秀秀🔍好东西，点击立即使用即可获得同款😍,北京
网恋真的真的找得到精英男吗？#电影好东西#钟楚曦#网恋奔现#恋爱L山东万达影城的微博视频,山东
还是得靠女导演啊#電影好東西#,江西
#电影好东西#好东西必须分享~,湖南
#电影好东西#如果能让你开心就是好东西小地方排片也挺多，就是周五，看了13:20那场就我一人，可以随意大笑随意抹眼泪！不会说什么专业的话，但就是有笑有泪，看得舒服。最近看了太多糟心的新闻，人都淡淡的，为自己的无能为力无可奈何，看完电影觉得世界也许没我想象的那么糟，也许有可能变好，得继续好好活着啊！电影好多次会突然鼻子一酸但没哭，当看到“你的眼睛又大又亮”这段眼泪直接大颗大颗从眼角飞出来如果不想做创作性的事，就做观众也很好啊还想二刷呢,广东
都去给我看好东西！好看！#电影好东西#,江苏
#电影好东西#的插曲都很好听，风格有点像同样拍上海故事的“爱情神话”，松弛、有点小幽默，有点小忧郁，但这部想说“爱情没有神话”。每个人都不是完美的，其他人也不会变成我们所期待的那样，昂首挺胸脚踏实地过好自己的小生活就已经很伟大了。,上海
#电影好东西今日上映##海报故事绘#电影《好东西》今日上映并发布海报，#电影好东西#由邵艺辉担任编剧、导演、剪辑指导，宋佳、钟楚曦、曾慕梅领衔主演，章宇领衔主演，赵又廷、周野芒特别出演，任彬、张弛主演，王菊、孔连顺、蒋易友情出演。,北京
#电影好东西#😭几个泪点：1️⃣“没有妈妈不爱自己的孩子对吧？”2️⃣“你的眼睛很美很亮，我喜欢你看我，你怎么看我都没事。”“你的眼泪也很好吃。”3️⃣“小叶，对不起”4️⃣“你不是我妈，你不需要和我说对不起。”“总要有人跟你说对不起。”5️⃣“我出生那年你写的报道。”😄笑点很多，说不完。❤️每个人都要被爱，都要付出爱。🙅🏻‍♀️不要因为害怕失去，而不愿意尝试。💃🏻如果能让你开心，就是好东西。作为一个十岁女孩的母亲，电影里很多情节我都能感同身受。例如：我女儿也是学架子鼓的，刚学架子鼓没多久在班上表演前她也是有点担心打错了怎么办，我也是说：打错也不要怕，继续打下去，他们不一定能听出来你打错。例如：我俩在鼓房的时候也是摇头晃脑一起疯。例如：茉莉家门背后挂着的大鹅T恤我们家也有一件。例如：铁梅和茉莉说你要是不开心咱就不学，不学也没什么要紧的。我曾经也是这样和女儿说的，但是后面被卷着卷着还是逼她学了一些东西👍🏻电影还提到很多恋爱观、育儿观、事业观，幽默生趣的梗，台词抓人、犀利，有大道理却不矫情。好看，⭐⭐⭐⭐⭐推荐~🎵OST都好好听呀ps：记得带纸巾~笑点泪点轮番轰炸,广西
年度最佳#电影好东西#,天津
铁梅背的帆布包火了，品牌主理人发了一个申明。我真替他捏了一把汗😅：格局稍微大点，这波泼天的富贵可就接住了！他估计把《好东西》理解成女👊，挑起男女性别对立的电影了。全片对性别没有任何评判，只不过就是里面的男性不大符合“伟岸”形象吧。但，这才是我们日常生活里真实接触到的男性们啊！赵又廷演的前夫哥，认真攻读女性主义，满口表面理论，但很多话从他嘴里说出来，就觉得蠢，但一点也不讨人厌，直接喜剧效果拉满。鼓手小马，我接触到现在20几岁的年轻男孩们就是这样的，有尊重女性的意识，但生来接受的教育如此，他们也困惑，有种受惊小鸟的无辜无措的感觉。医生是最典的，约会软件上很多，自我感觉良好，无法建立亲密关系，他说话的时候，我麒麟臂有发作，看一次想打一次，@邵艺辉太会选角了！#电影好东西#,浙江
#洲际兄弟影视#联合出品#电影好东西今日上映#🧧👏主演@宋佳@钟楚曦章宇@趙又廷为您带来年末快乐治愈！在世俗与现实之外，奖励自己一份“好东西”！在快乐与泪水之中，感受爱与自由的终极魅力！绿野辽阔无际，我们的世界也应如是！#电影好东西#影院见,北京
#电影好东西#希望多点这样的电影！,内蒙古
#电影好东西#好东西？好东西！,河南
#为什么要带妈妈去看好东西#好电影很多，适合带妈妈去看的不多。今年我真幸运，这样的电影我遇到过三次，最近一次是《好东西》。而《好东西》犹为特殊。听女人们吐露烦恼、表达厌恶，我会想起我妈妈。看男人们呈露姿态，推诿搪塞，我也想起我妈妈。她不像她们中的任何一个，无论性格，情感还是事业。她也未曾面对过他们中的任何一个，比如那样轻飘飘地聊起性别身份、社会学、婚姻本质，抑或是保持一种微妙的、城市风格的疏离。但关于女儿，女友，妻子，母亲——一个女人有可能成为、有可能接受的社会生活的一切，我会想我妈妈也曾有过那样的机会，或曾经捱过那样的阴影。只是没有一个茉莉说“你的眼睛很漂亮，我喜欢你看我”。没有一个灵光乍现的小叶作为朋友把她的家务操劳采样为一阵阵自然音律。她也从未得过，或者她根本不知道一个女人的人生中存在那样多的可能性。哎。我觉得《好东西》对我们这代人来说，是最值得带妈妈去看的电影。这不是语言沟通的好时代，而我常觉得和妈妈沟通最难。我们这代人的妈妈，很多时候扮演了我们感知性别议题的直接案例，而且是最为切肤的一个。诸如性别理念，婚姻观念，母职，自我实现，如何进入和退出爱的关系……我们的妈妈常常是受害者的同时又是种种新认知的对立面。就像伍尔夫在《到灯塔去》里把母亲化身为一个古板的反面，但却是出于对她的爱与同情。《好东西》就好在这里，城市主张的青年看得懂，懂在它提供的就是一种时下的文化话语。妈妈们一定也看得懂，因为其中的生活情境、身为女人的表达，是那样真而又真，落到实处。这是能让我们和妈妈看完后互相理解彼此的电影，尤其是理解彼此掺杂着期望与失望的、事关爱的方式与理论分歧。对我来说，它就是我们这一代人行至此处最需要的那种电影。#佳片奇遇季##电影好东西#,上海
#宋佳钟楚曦认证气血很足#宋佳钟楚曦真的是气血很足的那类人，在人群里像小太阳一样！！宋佳采访当天还生病了但是一点都看不出来，气血足真的是一种天赋来着，期待一下芒妈和宋佳钟楚曦两个小太阳的后续采访吧#电影好东西#L芒果妈妈的微博视频,安徽
#电影好东西#特别好看！准备周末二刷，打算以后等线上有了下载全片珍藏在手机里反复看！中途好几次哭着笑出来，看完眼睛肿的但心里暖洋洋充满力量,江苏
#好东西票房破4000万#今天公映票房突破4000万。#电影好东西##ame##影视##电影#,
电影好东西好不好看求回复(看过爱情神话，评分给9.0)#电影好东西##电影爱情神话平行篇好东西开机#,河北
你怎么打鼓女孩就怎么打鼓[电影特技狂人]终于正式上映啦，请大家一定一定一定要去看！#电影好东西#,陕西
再一次印证了那句话“原件正确复印件才会正确”#电影好东西#好东西#宋佳#母女#L海南万达影城的微博视频,广东
#电影好东西#又一部年度好剧！如果能让你开心那就是#好东西#受众很广泛适合多种人群去看.我看完想让男朋友看想让妈妈看想让朋友圈的女生都去看想自己二刷三刷细节.整部剧的故事线、台词、人物形象都很符合我的胃口没有男女对立没有月经羞耻没有歧视同性恋而是让男女共同探讨如何在当下社会和平共处.还有真的有被那段声音蒙太奇感动到把生活的声音给不理解妈妈的小孩听让她真正去感受妈妈到底是怎样的角色.导演选角也很棒宋佳把一个洒脱、自在、松弛、独立清醒的妈妈演译的淋漓尽致也是一个很合格的妈妈很治愈的朋友不娇柔做作的爱人.一个妈妈想要把生活工作教育同时兼顾起来是很难的事情但剧里小孩妈做到了尽管发表的文章还是被骂了但我觉得她做到了.钟楚曦的形象看起来潇洒自由但原生家庭影响让她没有安全感导致在谈恋爱去爱别人的时候才能让她找到自己在每次伤心的时候都是条件反射的先道歉反思自己影片里可怜巴巴的看着对方真的很让人心疼.,浙江
亲情，和血缘没有关系。#电影好东西#,安徽
章宇超话有请小马本马告诉你小马到底恋母吗#章宇##电影好东西#电影好东西超话L什么时候能睡到章宇老师的微博视频,云南
#电影好东西今日上映#邵艺辉担任编剧、导演、剪辑指导，宋佳、钟楚曦、曾慕梅领衔主演，章宇领衔主演，赵又廷、周野芒特别出演，任彬、张弛主演，王菊、孔连顺、蒋易友情出演的电影《好东西》今日正式上映，发布手绘版上映海报。海报中六位主角一同坐在长椅上仰望天空，城市楼房建筑在他们身后远处，似乎是一起在大自然中享受自在放松身心。就像影片整体风格和传递的氛围一样，轻盈自然，好玩有趣。快抛掉城市闹嚷喧嚣，进入#电影好东西#的快乐家园吧。,山东
#电影好东西#girlshelpgirls.好棒的编剧，好棒的导演，好有深度的台词，好适合的演员，没有一帧废片，男男女女都对故事情节的推动至关重要，我看到了女性的现状、女性困境、女性的成长和女性的强大。在男权主导社会，没有卑微、没有屈服、没有祈求，平静叙事、快速强大！非常好的电影，五星推荐。宋佳和钟楚曦非常贴角色。#冒个泡#要和最后的宜人秋色告别了，等待⌛️下一个秋天🍂,北京
#电影好东西今日上映#邵艺辉担任编剧、导演、剪辑指导，宋佳、钟楚曦、曾慕梅领衔主演，章宇领衔主演，赵又廷、周野芒特别出演，任彬、张弛主演，王菊、孔连顺、蒋易友情出演的电影《好东西》今日正式上映，发布手绘版上映海报。海报中六位主角一同坐在长椅上仰望天空，城市楼房建筑在他们身后远处，似乎是一起在大自然中享受自在放松身心。就像影片整体风格和传递的氛围一样，轻盈自然，好玩有趣。快抛掉城市闹嚷喧嚣，进入#电影好东西#的快乐家园吧。,山东
#电影好东西#今天就要正式上映了，《好东西》确实像一个妈妈。她的受众是每一个心存梦想却不敢幻想的、对世界的规则不满的、承受结构性压迫的成年人。一切的愤懑、委屈、怨天尤人都能在妈妈这里得到片刻的舒缓——一如她看似“说教”了两个小时，最后一刻却只要你，做个小孩儿。全片或辛辣或温和的讨论了很多话题，但都是点到为止，没有给出解决办法，也确实无法给出。但她给了一颗糖果。K小孩儿,湖北
