comment,province
“让人开心的东西就是好东西。”《好东西》真的是个好东西。结论就是周一因为这部电影明亮了起来。开场前六分钟还在商场里闲逛，在为买到了一个很舒服的贝壳梳子开心。在快要下电梯的时候，想到了最近很多人推荐女生一定要去看的这个电影。心想如果有合适的场次就看，没想到3分钟后钟后就已经坐在了影院的位置上。还开了20分钟的按摩，白天上班的疲惫一扫而光。看到小孩儿决定学打鼓的那段，也触动到了我。人是要有一些可以坚持做的事情，可以陪伴自己度过一些艰难时刻。但是目前除了沉浸在搞笑的综艺和影视剧里，我好像没有其他比较想做和爱做的事儿。电影里的台词没记住多少，许多梗都get到了。已经很久没有发自肺腑的大笑过了，谢谢《好东西》。两个小时都沉浸在了宋佳和钟楚曦的美貌里。#电影好东西#,河南
#电影好东西#从《送我上青云》《小妇人》《爱情神话》到今天的《好东西》，都在告诉我们：这个世界也许存在很多规则和训诫，但是你的感受比世间的一切规则更重要。从小没有得到过夸奖和道歉的小叶一直在说对不起，直到铁梅抱着她跟她说你应该得到一句对不起。铁梅也许不能当所有人的妈，但小叶和茉莉会认为她是世界上最好的妈妈，这就足够了。至于这个故事里的爱情和男人，当然不是不重要，课间十分钟的依偎也行，在家看电影的关系也不错，他们也是构成铁梅生活的一部分，总有人来来去去，勇敢尝试就足够好了。无条件投降乐队的所有歌都超好听，被每一幕的小叶和铁梅美到，这是我的24年最佳影片，非常喜欢！,海南
如果这么轻松好笑的电影都能让男人破防，那只能说，女性主义的文艺创作还有很长的路要走。为什么欢快调皮的女性互助不能深刻？为什么男人和马就是权力的意向，女人做家务的声音就不能是女人活在2024的存在主义表达？最感动我的一个点，非常小，就是小叶说自己眼睛大她妈妈只会嫌弃，而王茉莉说，你眼睛大很漂亮。那段很感动，一个成年女性的原生家庭伤害，不是通过一段与异性的亲密关系修复的，而是另外一种“友谊”，甚至是邻居，甚至是小孩。这个点真的很妙。很多言情小说，从女人等待男人来救赎，到女性会在婚姻里自己成长，但这次的心灵成长or治愈，甚至不需要异性或者任何恋爱版的亲密关系，只是一种女性间的友谊。我很喜欢。你需要一个都市“爱情”片，多么深刻？我觉得你不如去看看波伏瓦和金斯伯格传记，来这吐槽电影不够深刻实在是搞笑。#电影好东西#,陕西
宋佳超话宋佳✖️王铁梅#电影好东西#,河北
汉堡黄《滥俗的歌》K滥俗的歌（@网易云音乐）#电影好东西#轻松养眼深刻的好电影🎬,上海
#电影好东西#最需要这句,陕西
#电影好东西#翘班看电影，快乐加倍，尤其喜欢的一段剪辑是，茉莉与小叶在玩猜音效游戏配着特别且巧妙的音效，画面是妈妈王铁梅日常生活与工作时手忙脚乱的状态，这段蒙太奇太妙了K滥俗的歌(@网易云音乐),湖北
#电影好东西#《好东西》最动容的地方莫过于，小叶给满级小孩听音辨声的部分，真的好浪漫！！而我共情不到后面那句“总要有人跟你说声对不起。”。但我能完全get得到，“我依然选择，做个小孩。”配乐很好听。啊，看完就是，我更爱我妈了！！,广东
#电影好东西#特别特别好的电影，第一次写下豆瓣长评,北京
好东西我的评分：#电影好东西#完了，我如此格格不入，真的看的我瞌睡死了，虽然我听懂多数的梗，也理解要表达什么，但还是看不进去，觉得跟爱情神话差距蛮大的。。,内蒙古
#电影好东西#能让你开心的就是好东西,浙江
好东西！所有大女人都应该去看的电影！#电影好东西#难得的从女性视角拍出来的爽剧,浙江
#电影好东西#终于看上啦～,广西
我正直勇敢阅读量还不够…今晚要开始看书了💪#电影好东西#,浙江
小孩儿为什么叫小孩儿？为什么她没有名字？因为这部电影是给所有小女孩儿的童话，她们可以不玩儿别人的游戏，她们可以建立自己的游戏😌#电影好东西#herstory,广东
这样的雨（雪）夜…肆无忌惮的去看了「好东西」女导就是能获得更多的共情！好看！太喜欢钟楚曦的破碎感了！一定把「拉美卷」焊亖好嘛！好美！无意间散落的小幽默！好笑！…还有这对儿CP挺…好磕！#电影好东西#,辽宁
#电影好东西#好看！！铺梗自然节奏流畅故事虽然很简单也会有说教但并不让人反感几个角色都有能被人记住的点周一晚上居然坐满了大半场而且整体气氛很好感觉大家都还看挺开心的🤔🤔,广东
#电影好东西#好多年没看到这么精彩的电影了，这部电影太让我们欣喜了,广东
好东西我的评分：#电影好东西#,天津
没开晚会的周一，包场看了个好电影#电影好东西#,江苏
herstory果然是好东西！女导演就是最牛的前半段剧情流畅到像梦里的生活，单亲妈妈潇洒自由，邻居友好热情，慢慢地过渡到大家各自生活中的困境，没有特别的教导词，而是自然而然地提起又放下，真是太好了！后半段一直在哭，不知道为什么，小钟真是太好看太有生命力了，宋佳的选角也让这个电影特别立得住，一看到她，就知道，她是铁梅。“我正直、勇敢、有阅读量，我有什么好可怜的！”好喜欢小孩，我宣布这是我近几年最喜欢一部电影#电影好东西#,福建
#电影好东西#看完之后，不知道该说什么去推荐大家去看，只能说这是一部非常推荐值得N刷的好电影。,山东
#电影好东西#很久没看过这么舒服的电影,浙江
#电影好东西#电影里的Adultsoda就在家隔壁，健完身天气好会去坐坐喝口小甜水，上周末和宝哥也各来一杯。隔壁临着八品脱的日料店也是每每安福路看完话剧后路过都会停留的两家，结束了斜对面就是常熟路1号线地铁回家。带两娃在沪的单身妈妈，边赚钱养家边貌美如花，真实生活比电影更飒更酷更有种有趣，周遭是被自身足够强大稳定的内核呼应出的支持场域。这也是为什么别人眼中大女主的我却从来无感女性主义或两性对立话题，这也是为什么看完全片我有莞尔笑着但并未感到惊艳。我这样的女性，走得很前也很开心自在，不感到惊艳是好事，是用踏实落地的生活让告诉大家，就是可以过成这样、甚至更美好，都是好东西电影好东西超话,上海
#电影好东西#看完啦！好看~海报左上角的男演员我想了半天！原来他就是在《光芒》里演大风先生的演员！（和小铃铛演一对哈哈哈）咳咳，跑题了！话说回来题材还是不错的，值得去看~感觉宋佳啥都能演，演得还很自然（明年肯定可以得奖！）小孩姐也好厉害，感觉未来可期了🥰,北京
好东西我的评分：#电影好东西#🌟总体评价：朋友们都觉得是今年最好看的电影，观影小分队可算不是一起看烂片的友谊了,广东
“游戏的规则就是这样的”“那我们就不要玩这个游戏了”#电影好东西#,内蒙古
不需要把每件事都做的很好，这个世界应该容许我们逃避和搞砸。寻找共鸣的人，唤醒沉睡的人，做正直、勇敢、有阅读量的女性，持续思考不断创造。是#电影好东西#教给我的,辽宁
插播一条关于#电影好东西#一些韦一敏效应看之前和舍友：去看电影吗？舍友：看什么：好东西：（发电影剧情截图）舍友：？我以为你在保持神秘总之，大家都去看好东西！好东西真是个好东西！！,上海
#电影好东西#🎥什么是好东西？让你开心幸福自由的就是好东西。在今年看了许多优秀的女性主义文学和电影后，还是被《好东西》给惊艳到，它不同于《出走的决心》《还有明天》《素食者》直接撕开伤疤揭露女性困境，而且是用非常生动、轻盈、自然的喜剧表达让大家重视我们每个人的主体性，让我在电影院一会儿捧腹大笑，一会儿泪流满面。我可太喜欢这部电影里的所有女性了，很想抱一抱她们，同时我也感觉自己被她们拥抱了。在看完电影和导演的一些采访后想说邵艺辉导演真的太太太灵了，北电确实应该以她为荣。宋佳老师的表演自然到感觉在看真人秀，前阵听完杨天真的播客后就已爱上了这样一个ENFP快乐小狗女演员，她就是铁梅本梅，思想独立，自信张扬但又有细腻柔软的演绎表达。钟楚曦的眼睛很有魅力，看到小孩对她说“你的眼睛很美很亮，我喜欢你看我，你怎么看我都没事”，我的眼泪喷涌而出，我想这个时候所有人都会感受到小叶这个角色的魅力。电影里最小的女儿茉莉在自信和关爱的环境里长大，从小就有了主体意识，在这样一个买卫生巾还需要用黑色塑料袋包裹的社会，小孩可以在饭桌上谈论“月经有什么见不得人的，世上有一半的人都会流血”，这可太帅了！电影里声音蒙太奇那一段是可以纳入影史的画面。是暴雨声吗？龙卷风？打雷声？熊猫吃竹子吗？沙漠下暴雨？其实是妈妈在煎蛋声、在用吸尘器打扫、在晾衣服、在择菜、在刷鞋.......那些女性在家庭中没有社会所定义“价值”的隐性家务劳动以如此浪漫动人的方式被记录、被看到、被听到，这一刻艺术和生活融为一体。一直以来家庭和社会都在告诉我们应该是什么样，女人应该矜持，应该端庄，应该打理好家庭，丑女胖女不是女人，不生孩子的女人是不完整的......男人应该担当，应该有自己的一番宏伟事业，不应该化妆打扮......但是电影告诉我们可以选择任何一种生活，“我什么样，女人就是什么样”，因为我们每一个人都是独立的个体，我可以选择让我快乐的方式。以前我会想着要带家人一起去看带有新思想的东西，想要试图解放她们的思想，但是在《抓娃娃》和《出走的决心》后我知道了我无法叫醒一个装睡的人，我想年轻一代的自我解放或许是从放弃拯救上一辈的思想开始。就像电影里说的既然游戏规则是这样，那我们就不要玩他们的游戏了，我们建立一个新的游戏。我相信如果越来越多这样的文学和影视表达能够被看到，我们的下一代一定会越来越好。,湖南
小茉莉的真名叫“曾慕梅”，无意中被撒了一把狗粮。（PS：小茉莉现实中是演员梅婷的女儿）#电影好东西#,四川
#电影好东西#好多人看！谁告诉我好不好看！！,浙江
能让人开心的东西，就是好东西.#电影好东西#L愉快的豌豆的微博视频,北京
#电影好东西#电影《好东西》由邵艺辉执导，主要演员包括宋佳、钟楚曦、章宇、趙又廷等人。该电影于2024年11月22日在全国上映，目前正处于热映期。电影讲述了都市女性的生活状态和性别议题，通过轻松幽默的手法处理严肃话题，深受观众喜爱。《好东西》聚焦于几位女性的生活和情感经历。影片中的主人公王铁梅是一位单身母亲，她在工作中努力奋斗，同时也面临着家庭和孩子的压力。另一位女主角小叶是一名年轻的音乐教师，她渴望在事业和爱情中找到平衡。影片通过她们的故事，探讨了女性在现代社会中的多重身份和面临的挑战，尤其是母职角色、家庭责任和家务分配等问题。《好东西》自上映以来，受到了广泛的赞誉。观众普遍认为，影片以其感人的台词、生活洞察力和轻松幽默的手法处理严肃话题，非常适合家庭成员共同观看。许多人表示，电影让他们感受到人与人之间的温暖和联结，尤其是在当今社会中，这种情感联系尤为重要。影片的豆瓣评分高达9.2，显示了观众的高度认可。《好东西》在市场上取得了不错的成绩。首日票房达到2367万元，两天内累计超过6000万元。影片的成功离不开主创人员的努力和粉丝的支持，也得益于社会各界的积极推广。许多知名人士和机构纷纷为电影打CALL，进一步推动了其市场的热度。,海南
好东西好好看！！！年度十佳！！！！#电影好东西#,四川
#电影好东西#真的好好看,北京
《好东西》值得一看的关于女性视角题材的电影看完就是好笑又好哭好笑的里面所有点都能get到，比如前夫和小马的雄竟好哭的点，不只是很多真实情景能共情到，而且好多台词也是比如“我正直，勇敢有阅读量，我有什么可怜”“正如我们足够自信和乐观，才能直面悲剧”推荐所有女性男性都去看#电影好东西#,山东
#电影好东西#你闻出来的？#好东西越看越有#L水花之声的微博视频,广东
等我回来就去看《好东西》！#电影好东西#,中国澳门
#生活手记#死人微活的一天看了#电影好东西#不知道别人什么感觉我突然觉得北京的风吹得真特么爽像是生活的进行曲,北京
#电影好东西#L因为我是小能软糖的微博视频,上海
#绝对占有相对自由#想把这首歌送给小叶～#电影好东西#,甘肃
应该是我近几年看过最好看的内地电影。会去电影院刷三次。🎫#电影好东西##钟楚曦##宋佳#,四川
#电影好东西#伟大无须多言,河南
今年出现了许多打破常规的女性电影，女性的力量正在受到越来越多的关注#电影好东西##乔妍的心事##热辣滚烫#L国产电影凌凌漆的微博视频,北京
#电影好东西#好！！！！！！！都去看！！！！！！！电影特别好，就是看完电影回家的路上有点难过，也不知道为什么难过。,北京
今天一个人去看了#电影好东西#，这电影真的强到没边了！！！改天和我朋友必须再刷一遍！！！！！,陕西
#电影好东西#正直勇敢自信快乐的活着！,重庆
好电影#电影好东西#,江苏
跟妈妈一起看的第五部电影#电影好东西#,山西
昨天中午看完就一直念念不忘，今天中午实在忍不住了就又去看了一遍，结果一整个下午➕晚上这个心思就被完完全全的勾走了就是很喜欢女导演镜头里女性角色，尤其喜欢女导演镜头下的妈妈和女儿。看了很多很多好评和一些差评，看得眼泪汪汪很想哭很想哭很想哭。真是个好东西#电影好东西#,北京
二刷《好东西》好多姐妹们来看～#电影好东西#,广东
好东西我的评分：#电影好东西#🌟总体评价：二刷主打刷细节，许久没有看过这么高分酣畅淋漓的电影了。看完后感觉第一遍看的真的很多很多细节忽略了。笑声不断看完全场，也会有泪目的地方。感谢《好东西》的出现，教会了一些不易发现的道理。喜欢人间清醒的Molly，虽然小孩儿但是懂的一点也不比大人少❤❤❤好电影值得被更多人看见，听着原声带去写下这篇影评真的很是感慨，再结合播客上导演的访谈会更加进一步了解这个作品。原来就是导演就是角色原型，真的太爱了里面的细节。@电影好东西,广东
#电影好东西#好看！！！,广东
好东西我的评分：#电影好东西#我很喜欢，完全的女性视角，三个女性角色塑造的很鲜活生动～～也有很多幽默的地方，看的让人捧腹大笑值得一看,黑龙江
今年终于看一部值票价的电影了宋佳太有个人魅力了#电影好东西#,河南
#电影好东西#贡献票房,河南
#电影好东西#真的特别特别好看无比投入无比惬意无与伦比无以言表,海南
我有听到说感觉《好东西》的呈现手法有一点“刻意”我觉得与其说是刻意倒不如说是“直白”有那么几个瞬间我心里也会咯噔一下结束之后回过头去想我为什么会有这样的感受。是大梦初醒恍然大悟吗？倒也不是。是被真诚到有些赤裸的表达打动到了。那些想到的、没想到的、想说的、不敢说的，就这样被解剖、展示，捧到我的面前。茉莉小叶小鹿铁梅还有母辈们。这就是女人一生的缩影。我们或许会遇到和她们一样的甚至更糟糕的困境女性的困境。但是没关系这世界上有一半的人都会流血她们正在也一定会创造新的游戏规则。#电影好东西#,河北
气氛不会被礼貌破坏只会被不礼貌破坏#电影好东西#,广东
推荐去看《好东西》，过程中就有人小声抽噎，散场后还有两个女孩在呜呜大哭。像是一位好友给了你一个大大的拥抱，告诉你，你已经很好了，不需要那么累，什么样的道路都可以选的#电影好东西#,
#电影好东西#有点治愈,浙江
好东西我的评分：#电影好东西#《好东西》今年最电影的电影什么是电影？强剧情？不停反转？小品语言？电影的核心是用电影独有的视听语汇讲故事。《好东西》里，听录音的一段就是。孩子听录音，根据自己的生活经验做出判断，而画面实际上是妈妈的生活片段。这可能是孩子熟悉而没有注意过的，可能是孩子不知道的，可能是妈妈自己都不曾留意的……透过钟楚曦的角色视角，录音师录下了宋佳演的妈妈生活中的琐碎片段，一个母亲的日常——大量的家务、生活的全技能、单亲母亲可能面对的尴尬：水果滚落……画面全是片段、声音是他们出场的符号，没有语言的逻辑，但是有蒙太奇的逻辑，没有强情节的剧情，但是又是一种生活状态全面生动而又细节的写照。这种表达就是纯粹电影的视听表达。主旨？似乎有什么明确的主旨，但每个观众又可以根据自己不同的生活经历做自己的解构、自己的理解，品味出独属于自己的人生况味……影像的表达有意思的就是这个特点，形象是具体的，但是形象的意象内涵不同的人可以有完全不同的理解，没有标准答案，但观众又能够会有相近的感受……语义不明确，表达内涵很丰富，也可以就是一种感觉……最近几年被太多小品电影、强剧情电影、强反转电影轮流轰炸，这种纯粹电影语言的表达，在电影院久违了，像一股清新的风吹进影院给你不同的松弛感……邵艺辉的电影情节，有学院派的工整，但又多了一份天马行空的自由，比如很多沉重的生活话题——父子矛盾、两性冲突，她能用一种幽默的方式，举重若轻的解决，比如宋佳前夫和孩子老师的两段“xiong竞”，笑得人眼泪都出来的情节之下，其实是生活中很常见的难题。解决的出人意料，但是又合乎生活。比如打车的鼓手遇到前夫司机。先生说，这个编剧对生活观察的很深、接地气。故事的推动并不靠让观众匪夷所思的反转，而是合情合理的意外，比如：医生误会钟楚曦和宋佳是啪啪。本来是恋爱脑拿邻居的孩子当挡箭牌去幽会，结果意外在看展时被撞破，一个孩子两个妈，医生的脑回路给出了匪夷所思但是又合乎逻辑的结论。随后酒吧中的面基，在轻松的氛围下，最后讨论的“爱与不爱”、“你更爱谁”这个亘古不变的严肃爱情问题……恋爱脑能被钟楚曦演绎得如此合情合理又引人怜爱，原生家庭的缺乏爱，被在爱下长大的好孩子一眼识破……成年人的自我困局，不是不知道自己不被爱，而是知道自己不被爱后，不能面对不能接受……臣服是说来容易但大多数人都做不到的两个字，因为有一个问号叫“凭什么是我？”原生家庭缺少母爱留下的巨大空洞，需要在后来的人生旅途上不断地找各种对象来填补。每个人的解决办法不同，对于钟楚曦演的角色而言，就是不停恋爱。明明最在意的却怕被抛弃主动表现出不在意……谎言的买单有的时候是朋友的拥抱，有的时候是挑破脓疮的斥责……温柔抑或暴怒，背后都是浓厚的朋友之爱打底……每个人都有自己必须面对的困局，比如宋佳角色因为单亲妈妈的报道要承受网络暴力。好小孩的质问直指核心，她们有什么资格评判。是的，网络上不需要资格，可能有的人只是要“🐴”本身而已……随意被误解攻击，这大概是每一个输出者都无法逃避的命运。生活中一直的强者，遇到这样的痛苦也只有独自舔舐伤口。也有熬不过的日日夜夜。因为你在乎。而当钟楚曦说出“我们可以不玩儿这个游戏”的结论时，这个电影简直是教科书般的存在。放过自己，不要求做强人，不玩别人预设了价值观、预设了议题的游戏。像鼓手说的，拒绝捆绑！人之所以能够获得自由，不是外在赋予你的权利，而是你自己拒绝捆绑！我行我素！理想的光芒真的没有意义吗？电影的结尾，要写一个悲观作文的女儿，从母亲的文章里，接过了她理想主义的大旗，虽然世事消磨，母亲可能早已忘记或不再想起自己曾经说过的豪言壮语，但是完全不妨碍，有自己价值观判断能力的孩子，做出自己的取舍选择。这时候你会问，片名干嘛叫好东西，为啥不叫好孩子？真正独立的女性，不是天天要做大女主，而是真的能够在错综复杂的人生活出一份举重若轻的松弛感。邵艺辉是这样的人，她作品中这种面对生活种种难题天马行空举重若轻的松弛感，真的是中国电影久违了的。另外生活的幽默感，是在每一个细节上的，比如，门房大叔。每一个被尊重了的普通人，都会用自己的智慧帮你解决问题。你生活中看到他们了吗？谢谢，在这个寒风乍起的日子里，邵艺辉用她的第二部作品，给观众送上了冬日暖阳。让大家123分钟的观影时间里，有笑、有泪、有思考，还有了希望！所以这部影片值得破9的高分！好东西超话,北京
#好东西##电影好东西#不得不说，电影好东西是近两年看过的最有味道的电影没有一点娇柔做作探讨了很多关系一部非常不错的女性电影。这部电影探讨了非常多的两性关系，看的时候感觉在照镜子。真心喜欢那些勇敢登上舞台展示自己的追求音乐的小孩，看的热血沸腾，我也想打架子鼓去了哈哈😊,江苏
#电影好东西#好看！！支持会拍的女导演会演的女演员！！！,天津
#电影好东西#好看！不过度煽情，也不过度搞笑，却处处想起真实生活中的我们。,新疆
是谁那么傻下雨天出门看电影啊！！哦是我🙄#电影好东西##下雨天☔#,广东
看完好东西，这几天很down的情绪突然开心很多！我正直勇敢有阅读量，我怕什么。#电影好东西#,江苏
随着电影《好东西》的热映，身边的朋友都耳机里循环着电影的歌单，开始阅读电影提及的书籍，更是种草主角的衣服和布包，尤其是非常多人喜欢宋佳身上那件印有「90%荒诞」的卫衣，似乎也代表大家对生活中很多事物的看法。#电影好东西#我自己也去🍑上搜过这件卫衣，结果出现了非常多的同款推荐，显然大部分都是因为这部电影火了之后最近才做的仿制品。电影中王铁梅身上的是「吃茶去chichaqu」这个品牌2018年的原创款式，当时他家还做了一整个荒诞系列，有卫衣有T恤，用以评价人生中那些矛盾的、失意的、反逻辑的时刻，《好东西》里面角色身上的很多衣服都带有表达，电影里的每一本书、每一首歌、每个场景、每件衣服，都能感受到创作者的真心，这些用心的细节也是让我们更喜欢这部电影的原因，让我们更想好好守护这部电影。用心的作品一定希望被大家看到，对于吃茶去chichaqu的设计师也一样，他们如今看到市场上的盗版卫衣，一定也很难过很无奈，非常希望大家能一起保护这件衣服的原创性！抄袭来的东西都是坏东西！拒绝抄袭和盗版，我想是所有文明者的共识，希望喜欢片中这些衣服的朋友都能去支持正版，这样才能让所有创作者更有动力去继续用心创作。,北京
#电影好东西#,内蒙古
#电影好东西#确实是好东西👍（#滥俗的歌#,河南
#宋佳钟楚曦回应是性张力的代表#好喜欢钟楚曦这段描述啊，“性张力”等于不限于“鲜活”，是一种生命力！没有量化的标准，是一种能量#电影好东西#L芒果妈妈的微博视频,安徽
#电影好东西#好看去看,
#好东西##电影好东西#这是我今年看过最好的电影，也是中国女导演拍的最好的女性主义电影,陕西
2024年我看过最好看的电影：#电影好东西#,河北
一个人看#电影好东西#,山东
拒绝绑架相对自由#好东西##电影好东西#,山西
#电影好东西#二刷了真的真的很轻松很治愈,广西
女子就是好！做一个快乐女孩～#电影好东西#,广东
好东西和黑神话都是本身过硬就能超越立场的例子这话说得虽然早先放在这#电影好东西##黑神话悟空#,日本
《好东西》他爹的好看！进电影院发现有很多中年姐姐也来看，这让我很惊喜。随着社会文化的发展，年轻女人的意识迟早会觉醒，但我更希望妈妈辈的女人也能有觉醒的苗头，她们在体力上辛苦多年，希望在思想上她们能够不再被禁锢，能够在思想上寻得一隅自由也可以轻松些。万幸一些中年女人已经开始慢慢觉醒，这真是好东西。#电影好东西#,河南
电影好东西超话#电影好东西#《好东西》好好看，强推！这部电影看得我又哭又笑的，梗太密，很值得二刷。哭：小叶给小孩听声音采样那段，我的眼泪刷的就下来了。一个曾经的全职妈妈想起自己过去日子里的琐碎日常，和那么浪漫的描述也可以很搭，为母则刚，是无奈？还是枷锁？还是选择？小叶躺在铁梅旁边问她，没有妈妈会不爱自己小孩的，对吧？那里我就开始狂哭。见多了张牙舞爪气势汹汹或者光鲜亮丽的来访者，但是最后往往会看到这不过是Ta们包裹脆弱的一个外壳，要好好的用他们想要的方式爱我们的孩子啊…然后，还有很多笑料，各种包容性内容，各种不同男性，女性的符号性形象，就听见整个电影院里笑的嘎嘎的……一种强烈的情绪在电影中，在心里流淌，想到最近大家都在议论的《再见爱人》，#再见爱人4﻿#我们总觉得作为旁观者，我们看得清别人，看得懂别人的事，其实，我们也是那些可以随时被人挑剔的对象。而看着《好东西》，我们都觉得自己可以看清楚别人的问题，其实我们也一直活在自己的问题中。自由和画地为牢，都是我们要做的选择。,北京
《好东西》一部伟大的女性题材电影。2024看过最好的电影。这个世界上不能没有女性，女性是这个世界上最美好迷人的生物。我们拥有最敏锐的情绪感知能力，我们拥有爱的能力，我们拥有温柔强大的勇气。我们需要新的世界，需要创造属于我们自己的新的游戏规则！⭐正是因为我们足够乐观和自信，所以我们才能直面悲剧。#电影好东西#,云南
被好东西的小孩姐疗愈了小孩姐说的每一句话都深深触动了我的心灵#电影好东西#L胶片岁月回味者的微博视频,北京
好东西我的评分：#电影好东西#🌟总体评价：很很很值得一看🎥故事题材：新颖搞笑夸张讽刺🎭演员表现：没有一个演员浪费镜头，适配max🎬导演能力：这个导演叫邵艺辉，女性创作者就是很牛牛牛牛牛牛,江苏
#电影好东西#还看到王菊了，高兴,贵州
“怎么才能算好呢？裁判是谁？”这是电影《好东西》里，两位可爱女士的“呐喊”。《好东西》，官方译名HerStory。它的创作者@邵艺辉以女性视角，为我们塑造了一个温暖的“世界”。在这个世界里，当代女性遭遇的普遍困境没有落入重复悲惨叙事的传统窠臼里。即使影片的主角是一个刚刚经历离婚，并面临失业危机的单亲母亲，即使她还有一个在作文里写下“不再幻想”的9岁女儿；和一个受到原生家庭伤害而出走，独自生活玩乐队，渴望获得爱的邻居小叶。“单亲妈妈在你们眼里这么惨吗？”“我只是更勇敢更有爱的能力。”“你已经是个那么好的妈妈。”她们会受伤、会挫败，但她们有勇气，还有力量。三位处于人生不同阶段的女性，在各自的生活里遭遇着不同的问题。清醒独立但想把一切做到最好的单亲妈妈王铁梅，以旁观姿态看待大人之间的鸡零狗碎但偶尔会被刺伤的小孩王茉莉，恋爱脑但依然勇敢的小叶。“可你也是一个人啊，你不是铁做的，不是超人。”“你会有勇气有动力，去追求真正的自由。”影片以一种极其柔软、易于理解的方式展示了女性生活里很多的细碎和不可言说。它不锋利，但真实、深刻，同时充满快乐、酸涩，最后是流淌的温暖。细节太多，以至观影的时候，灵魂会在每一个瞬息和电影里的她们一起颤动。我们常常说起女性主义，可每每提起，又总觉得裹挟着天然的冲突、刺痛，不被理解、饱受攻击，走过了太长的路，但无法得到答案。如果这也是你，请看#好东西#。#电影好东西#,北京
如果能让你开心那就是好东西推荐～#电影好东西#,江西
听说很好看，确实没失望[愉快]最打动我的一句话，不是“你已经做的很好了”，而是“你不需要什么都做的那么好”。真是个好东西[爱心]#电影好东西#,广东
气温骤降，这是一部可以带给女性力量和温暖的《好东西》。#电影好东西#,山西
昨天的KFC幸福套餐看了最近很火的电影《好东西》特别推荐👍#电影好东西#,江西
宋佳超话被夸后，快要飞起的铁梅#电影好东西##宋佳钟楚曦互夸太全面了#LDearJia宋小花的微博视频,北京
#电影好东西#🌱我们仨真的很好看大家快去看,江西
#电影好东西#真的是个好东西！！,江苏
#电影好东西#编剧侯蓓发文影射邵艺辉执导的电影《好东西》和自己的原创人设主题十分相似，都是“单身妈妈和浪漫女作家”的同居生活。并称自己三年前创作的剧本被某位制片人和新锐女导演看中并签约，签约后女导演对剧本的态度急转直下要求修改，编剧反复修改一年多后发现某部电影上映，这部电影的人设和主题与自己的剧本非常相似。对此制片方公司回应，称编剧写了剧本初稿几经修改都达不到公司要求，根据协议已向编剧支付了初稿阶段全部稿费180万元，根据协议该公司完全有此剧本的版权。公司、制片人、导演一致决定不继续用该编剧是因为觉得编剧不合适。并圈中邵艺辉。目前双方都没有进一步的做出回应，事件也没有发酵，至于谁说的是真话，大家怎么看？,北京
