ip,score,样本总数
上海,50.0,87.0
中国台湾,0.0,1.0
云南,33.5,40.0
内蒙古,23.0,32.0
北京,102.5,169.0
吉林,21.0,33.0
四川,56.5,83.0
天津,19.0,29.0
宁夏,11.0,13.0
安徽,32.0,58.0
山东,79.0,102.0
山西,42.0,54.0
广东,129.0,204.0
广西,19.0,20.0
新加坡,0.0,1.0
新疆,13.0,17.0
江苏,68.0,106.0
江西,20.0,28.0
河北,46.0,75.0
河南,65.0,89.0
浙江,61.5,110.0
海南,19.0,25.0
湖北,64.5,93.0
湖南,43.5,61.0
甘肃,17.0,28.0
福建,32.0,43.0
美国,1.0,1.0
,1.0,1.0
贵州,14.5,26.0
辽宁,45.0,62.0
重庆,33.5,40.0
陕西,53.0,79.0
青海,12.0,16.0
黑龙江,8.5,17.0
,9.0,18.0
