ip,score,样本总数
上海,33.0,44.0
云南,17.5,20.0
内蒙古,17.0,21.0
北京,64.5,87.0
,13.0,18.0
四川,38.5,51.0
天津,21.0,23.0
,9.0,10.0
安徽,26.0,30.0
山东,60.0,73.0
山西,27.0,29.0
广东,101.5,125.0
,12.0,13.0
,13.0,14.0
江苏,59.5,74.0
江西,14.0,18.0
河北,24.0,34.0
,39.0,49.0
浙江,43.5,55.0
,12.0,16.0
,46.0,52.0
湖南,25.5,32.0
,8.0,13.0
福建,19.0,21.0
,1.0,1.0
,14.5,18.0
辽宁,34.0,41.0
重庆,13.5,19.0
,28.0,34.0
,6.0,6.0
黑龙江,9.5,14.0
