ip,score,样本总数
上海,37.0,65.0
中国澳门,1.0,1.0
中国香港,1.0,3.0
云南,17.5,22.0
内蒙古,19.0,25.0
北京,95.5,155.0
吉林,17.0,25.0
四川,47.5,74.0
天津,26.0,35.0
,9.0,10.0
安徽,27.0,35.0
山东,69.0,92.0
山西,31.0,42.0
广东,122.5,175.0
广西,15.0,18.0
德国,0.0,1.0
新疆,15.0,18.0
江苏,72.0,105.0
江西,22.0,33.0
河北,27.0,49.0
河南,47.0,69.0
浙江,49.5,83.0
海南,12.0,18.0
湖北,54.0,68.0
湖南,35.5,51.0
澳大利亚,0.0,1.0
甘肃,11.0,24.0
福建,22.0,33.0
美国,1.0,1.0
,1.0,1.0
贵州,15.0,21.0
辽宁,38.0,48.0
重庆,12.5,21.0
陕西,45.0,61.0
青海,5.0,6.0
黑龙江,12.5,18.0
,6.0,10.0
