ip,score,样本总数
上海,81.0,165.0
中国台湾,1.0,1.0
中国香港,2.0,5.0
云南,26.5,40.0
内蒙古,21.0,35.0
北京,157.5,309.0
吉林,18.0,31.0
四川,78.5,161.0
天津,32.0,52.0
宁夏,12.0,17.0
安徽,47.0,73.0
山东,105.0,177.0
山西,36.0,61.0
广东,194.0,345.0
广西,21.0,30.0
德国,0.0,1.0
新疆,17.0,25.0
江苏,134.0,221.0
江西,33.0,60.0
河北,57.0,103.0
河南,66.0,124.0
泰国,0.0,1.0
浙江,78.5,164.0
海南,15.0,21.0
湖北,81.5,126.0
湖南,52.5,93.0
甘肃,14.0,28.0
福建,42.0,67.0
美国,1.0,3.0
西藏,3.0,3.0
贵州,21.5,37.0
辽宁,58.0,96.0
重庆,29.0,54.0
陕西,54.0,91.0
青海,7.0,7.0
黑龙江,20.5,42.0
,7.0,16.0
