ip,score,样本总数
上海,26.0,56.0
中国澳门,1.0,1.0
中国香港,1.0,3.0
云南,14.0,24.0
内蒙古,11.0,18.0
北京,62.0,130.0
吉林,14.0,41.0
四川,48.0,79.0
天津,13.0,24.0
宁夏,0.0,2.0
安徽,24.0,33.0
山东,90.0,127.0
山西,32.0,50.0
广东,85.0,150.0
广西,3.0,15.0
德国,0.0,1.0
新加坡,1.0,1.0
新疆,7.0,11.0
江苏,115.0,179.0
江西,6.0,17.0
河北,55.0,69.0
河南,88.0,129.0
浙江,94.0,145.0
海南,0.0,7.0
湖北,24.0,47.0
湖南,27.0,63.0
澳大利亚,1.0,2.0
甘肃,3.0,11.0
福建,44.0,56.0
美国,1.0,1.0
英国,0.0,3.0
贵州,10.0,13.0
辽宁,21.0,40.0
重庆,22.0,58.0
陕西,21.0,33.0
青海,0.0,1.0
黑龙江,5.0,7.0
,11.0,21.0
