ip,score,样本总数
上海,11.0,20.0
中国台湾,0.0,2.0
云南,3.0,7.0
内蒙古,2.0,3.0
北京,15.0,31.0
,1.0,1.0
四川,10.0,14.0
天津,2.0,3.0
宁夏,1.0,3.0
安徽,10.0,12.0
山东,15.0,19.0
山西,6.0,7.0
广东,51.0,70.0
广西,10.0,15.0
新疆,0.0,1.0
,11.0,12.0
江苏,12.0,21.0
江西,11.0,14.0
河北,13.0,18.0
河南,14.5,20.0
浙江,21.0,34.0
,4.0,4.0
湖北,11.0,13.0
湖南,7.0,10.0
甘肃,2.0,2.0
福建,7.0,10.0
贵州,6.0,7.0
辽宁,5.0,7.0
重庆,15.0,19.0
,3.0,4.0
,3.0,3.0
,1.0,3.0
