ip,score,样本总数
上海,13.0,18.0
中国台湾,0.0,1.0
中国香港,1.0,1.0
云南,6.0,7.0
内蒙古,0.0,5.0
北京,17.0,35.0
吉林,1.0,2.0
四川,19.0,26.0
天津,3.5,5.0
安徽,12.0,13.0
山东,12.0,16.0
山西,2.0,4.0
广东,35.0,51.0
广西,7.0,10.0
新疆,1.0,2.0
,1.0,1.0
新西兰,0.0,1.0
,9.0,9.0
江苏,18.5,25.0
江西,9.0,11.0
河北,9.0,14.0
河南,13.0,18.0
浙江,17.0,30.0
,1.0,1.0
湖北,8.0,11.0
湖南,8.0,11.0
甘肃,3.0,5.0
福建,9.0,9.0
贵州,4.0,6.0
辽宁,6.0,7.0
重庆,11.0,17.0
陕西,5.0,7.0
马来西亚,0.0,2.0
黑龙江,1.0,2.0
,13.0,21.0
