ip,score,样本总数
上海,20.0,35.0
中国台湾,0.0,1.0
云南,6.0,9.0
内蒙古,2.5,5.0
北京,48.0,123.0
,1.0,2.0
四川,17.0,28.0
天津,13.0,23.0
宁夏,1.0,2.0
安徽,8.0,19.0
山东,18.0,41.0
山西,4.5,14.0
广东,44.0,76.0
广西,10.0,19.0
新疆,1.0,2.0
,8.0,8.0
江苏,25.0,42.0
江西,7.0,20.0
河北,12.0,21.0
河南,21.0,33.0
浙江,20.0,43.0
海南,3.0,4.0
湖北,10.0,15.0
湖南,15.5,26.0
澳大利亚,0.0,1.0
甘肃,5.0,7.0
福建,8.0,12.0
西藏,0.0,2.0
贵州,7.0,9.0
辽宁,2.0,6.0
重庆,22.0,34.0
陕西,16.0,23.0
黑龙江,2.0,2.0
,3.0,12.0
