ip,score,样本总数
上海,17.0,22.0
云南,10.0,14.0
内蒙古,2.0,4.0
北京,24.0,48.0
吉林,3.0,6.0
四川,21.0,28.0
天津,1.0,3.0
宁夏,0.0,1.0
安徽,8.0,19.0
山东,12.0,29.0
山西,3.0,11.0
广东,21.0,49.0
广西,15.0,29.0
,1.0,1.0
新疆,2.0,2.0
,9.0,9.0
江苏,21.5,33.0
江西,14.0,22.0
河北,5.0,17.0
河南,14.5,27.0
浙江,13.0,27.0
海南,5.0,9.0
湖北,9.0,20.0
湖南,6.0,16.0
澳大利亚,0.0,1.0
甘肃,4.0,5.0
福建,4.0,9.0
,2.0,2.0
贵州,4.0,5.0
辽宁,0.0,4.0
重庆,10.0,17.0
陕西,11.0,16.0
,2.0,2.0
黑龙江,2.0,6.0
,0.0,10.0
